Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Martavis Bryant,PIT,vs CLE,W  30-9,6,178,29.7,1,1
Antonio Brown,PIT,vs CLE,W  30-9,10,139,13.9,2,0
Doug Baldwin,SEA,vs ARI,L  32-39,7,134,19.1,1,0
Brent Celek,PHI,vs MIA,L  19-20,4,134,33.5,0,0
Matt Jones,WAS,vs NO,W  47-14,3,131,43.7,1,0
Larry Fitzgerald,ARI,@ SEA,W  39-32,10,130,13.0,0,0
Mike Evans,TB,vs DAL,W  10-6,8,126,15.8,0,0
Travis Benjamin,CLE,@ PIT,L  9-30,7,113,16.1,0,0
Michael Floyd,ARI,@ SEA,W  39-32,7,113,16.1,2,0
Rob Gronkowski,NE,@ NYG,W  27-26,5,113,22.6,1,0
Jeremy Langford,CHI,@,W  37-13,7,109,15.6,1,0
Zach Miller,CHI,@,W  37-13,5,107,21.4,2,0
Odell Beckham,NYG,vs NE,L  26-27,4,104,26.0,1,0
Brandin Cooks,NO,@ WAS,L  14-47,5,98,19.6,2,0
Rishard Matthews,MIA,@ PHI,W  20-19,5,93,18.6,0,0
Charcandrick West,KC,@ DEN,W  29-13,3,92,30.7,1,0
Eric Decker,NYJ,vs BUF,L  17-22,6,85,14.2,1,0
Dwayne Harris,NYG,vs NE,L  26-27,6,82,13.7,1,0
Calvin Johnson,DET,@ GB,W  18-16,6,81,13.5,0,0
Greg Olsen,CAR,@ TEN,W  27-10,8,80,10.0,0,0
Davante Adams,GB,vs DET,L  16-18,10,79,7.9,0,0
Danny Amendola,NE,@ NYG,W  27-26,10,79,7.9,0,0
Amari Cooper,OAK,vs MIN,L  14-30,5,79,15.8,0,0
Brian Hartline,CLE,@ PIT,L  9-30,6,77,12.8,0,0
Kamar Aiken,BAL,vs,L  20-22,7,73,10.4,0,0
Demaryius Thomas,DEN,vs KC,L  13-29,7,71,10.1,0,0
Andrew Hawkins,CLE,@ PIT,L  9-30,7,69,9.9,0,1
