Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Carlos Dunlap,CIN,@ DEN,L  17-20,3.0,22.0,4,5,1,0,0
Dwight Freeney,ARI,vs GB,W  38-8,3.0,27.0,3,3,0,1,0
William Hayes,,@ SEA,W  23-17,3.0,24.5,6,7,2,0,0
Preston Smith,WAS,@ PHI,W  38-24,3.0,13.0,3,3,1,1,0
Calais Campbell,ARI,vs GB,W  38-8,2.5,17.0,3,5,1,0,0
Fletcher Cox,PHI,vs WAS,L  24-38,2.0,14.0,3,5,2,0,0
Tom Johnson,MIN,vs NYG,W  49-17,2.0,18.0,2,4,1,0,0
Kendall Langford,IND,@ MIA,W  18-12,2.0,16.0,2,4,1,0,0
Robert Mathis,IND,@ MIA,W  18-12,2.0,17.0,2,3,1,0,0
T.Y. McGill,IND,@ MIA,W  18-12,2.0,17.0,3,2,0,0,0
Kawann Short,CAR,@ ATL,L  13-20,2.0,10.0,2,7,0,0,0
Kenny Vaccaro,NO,vs JAX,W  38-27,2.0,21.0,2,3,0,0,0
Robert Ayers,NYG,@ MIN,L  17-49,1.5,12.5,3,5,1,0,0
Ahmad Brooks,SF,@ DET,L  17-32,1.5,13.5,2,1,2,0,0
Isa Abdul-Quddus,DET,vs SF,W  32-17,1.0,1.0,0,4,2,0,0
Jahleel Addae,,@ OAK,L  20-23,1.0,12.0,1,4,0,0,0
Denico Autry,OAK,vs,W  23-20,1.0,6.0,1,2,0,0,0
Vic Beasley,ATL,vs CAR,W  20-13,1.0,13.0,0,4,0,1,0
Brandon Boykin,PIT,@ BAL,L  17-20,1.0,9.0,1,4,4,0,0
Deone Bucannon,ARI,vs GB,W  38-8,1.0,7.0,1,3,1,1,0
Jonathan Casillas,NYG,@ MIN,L  17-49,1.0,1.0,1,6,3,0,0
Will Compton,WAS,@ PHI,W  38-24,1.0,7.0,2,7,1,0,0
Danielle Hunter,MIN,vs NYG,W  49-17,1.0,6.0,1,2,0,0,0
Melvin Ingram,,@ OAK,L  20-23,1.0,8.0,1,6,0,0,0
Ricky Jean Francois,WAS,@ PHI,W  38-24,1.0,7.0,1,2,0,0,0
Timmy Jernigan,BAL,vs PIT,W  20-17,1.0,8.0,2,1,0,0,0
Demarcus Lawrence,DAL,@ BUF,L  6-16,1.0,5.0,1,2,1,0,0
Kareem Martin,ARI,vs GB,W  38-8,1.0,15.0,1,3,1,1,0
Lorenzo Mauldin,NYJ,vs NE,W  26-20,1.0,5.0,1,1,1,0,0
Rolando McClain,DAL,@ BUF,L  6-16,1.0,2.0,0,5,0,0,0
Gerald McCoy,TB,vs CHI,L  21-26,1.0,3.0,1,4,0,0,0
Pernell McPhee,CHI,@ TB,W  26-21,1.0,10.0,2,5,0,1,0
Damontre Moore,MIA,vs IND,L  12-18,1.0,8.0,1,2,0,0,0
Mike Neal,GB,@ ARI,L  8-38,1.0,9.0,1,1,0,0,0
Nate Orchard,CLE,@ KC,L  13-17,1.0,3.0,1,2,0,0,0
Mike Pennel,GB,@ ARI,L  8-38,1.0,0.0,2,3,0,1,0
Denzel Perryman,,@ OAK,L  20-23,1.0,9.0,1,10,1,0,0
Paul Posluszny,JAX,@ NO,L  27-38,1.0,10.0,1,5,4,0,0
Sheldon Richardson,NYJ,vs NE,W  26-20,1.0,5.0,2,1,1,0,0
Brian Robison,MIN,vs NYG,W  49-17,1.0,6.0,2,1,0,0,0
Frostee Rucker,ARI,vs GB,W  38-8,1.0,8.0,2,1,1,0,0
Jabaal Sheard,NE,@ NYJ,L  20-26,1.0,11.0,0,4,1,1,0
Za'Darius Smith,BAL,vs PIT,W  20-17,1.0,6.0,1,2,1,0,0
Ndamukong Suh,MIA,vs IND,L  12-18,1.0,1.0,2,1,2,0,0
J.R. Tavai,TEN,vs HOU,L  6-34,1.0,5.0,0,1,0,1,0
Devin Taylor,DET,vs SF,W  32-17,1.0,12.0,1,3,0,0,0
Courtney Upshaw,BAL,vs PIT,W  20-17,1.0,8.0,2,3,2,0,1
Vance Walker,DEN,vs CIN,W  20-17,1.0,9.0,1,4,1,0,0
J.J. Watt,HOU,@ TEN,W  34-6,1.0,7.0,2,2,0,1,0
Derek Wolfe,DEN,vs CIN,W  20-17,1.0,5.0,3,3,0,0,0
Akeem Ayers,,@ SEA,W  23-17,0.5,6.5,2,4,4,0,2
Jonathan Babineaux,ATL,vs CAR,W  20-13,0.5,8.0,1,0,1,0,0
Kroy Biermann,ATL,vs CAR,W  20-13,0.5,8.0,1,1,2,0,0
Navorro Bowman,SF,@ DET,L  17-32,0.5,3.5,1,8,2,0,0
Josh Bynes,DET,vs SF,W  32-17,0.5,5.5,0,3,2,1,0
Markus Golden,ARI,vs GB,W  38-8,0.5,4.0,1,1,2,0,0
Greg Hardy,DAL,@ BUF,L  6-16,0.5,0.0,0,1,2,0,0
Sean Lee,DAL,@ BUF,L  6-16,0.5,0.0,0,11,4,0,0
Haloti Ngata,DET,vs SF,W  32-17,0.5,5.5,1,1,1,0,0
George Selvie,NYG,@ MIN,L  17-49,0.5,4.5,1,2,1,0,0
Eugene Sims,,@ SEA,W  23-17,0.5,5.0,2,2,3,1,0
Sam Acho,CHI,@ TB,W  26-21,0.0,0.0,0,1,1,0,0
Kenneth Acker,SF,@ DET,L  17-32,0.0,0.0,0,1,0,0,0
Mike Adams,IND,@ MIA,W  18-12,0.0,0.0,0,5,0,0,0
Phillip Adams,ATL,vs CAR,W  20-13,0.0,0.0,0,3,1,0,0
Mario Addison,CAR,@ ATL,L  13-20,0.0,0.0,0,2,0,0,0
Nelson Agholor,PHI,vs WAS,L  24-38,0.0,0.0,0,0,0,0,0
Lorenzo Alexander,OAK,vs,W  23-20,0.0,0.0,0,1,0,0,0
Maurice Alexander,,@ SEA,W  23-17,0.0,0.0,0,4,4,0,0
Robert Alford,ATL,vs CAR,W  20-13,0.0,0.0,0,6,1,0,0
Jared Allen,CAR,@ ATL,L  13-20,0.0,0.0,0,1,0,0,0
Ricardo Allen,ATL,vs CAR,W  20-13,0.0,0.0,0,3,0,0,0
Beau Allen,PHI,vs WAS,L  24-38,0.0,0.0,0,4,1,0,0
Will Allen,PIT,@ BAL,L  17-20,0.0,0.0,0,3,3,0,0
Kiko Alonso,PHI,vs WAS,L  24-38,0.0,0.0,0,5,3,0,0
Tyson Alualu,JAX,@ NO,L  27-38,0.0,0.0,3,2,0,0,0
David Amerson,OAK,vs,W  23-20,0.0,0.0,0,2,0,0,0
Adrian Amos,CHI,@ TB,W  26-21,0.0,0.0,0,3,2,0,0
Prince Amukamara,NYG,@ MIN,L  17-49,0.0,0.0,0,6,0,0,0
Jonathan Anderson,CHI,@ TB,W  26-21,0.0,0.0,0,0,1,0,0
Antonio Andrews,TEN,vs HOU,L  6-34,0.0,0.0,0,0,0,0,0
Ezekiel Ansah,DET,vs SF,W  32-17,0.0,0.0,2,4,1,0,0
Stephone Anthony,NO,vs JAX,W  38-27,0.0,0.0,0,4,2,0,0
Arik Armstead,SF,@ DET,L  17-32,0.0,0.0,0,2,0,0,0
Kyle Arrington,BAL,vs PIT,W  20-17,0.0,0.0,0,3,1,0,0
Matt Asiata,MIN,vs NYG,W  49-17,0.0,0.0,0,0,0,0,0
Geno Atkins,CIN,@ DEN,L  17-20,0.0,0.0,1,0,0,0,0
Jeremiah Attaochu,,@ OAK,L  20-23,0.0,0.0,1,3,0,0,0
Cliff Avril,SEA,vs,L  17-23,0.0,0.0,0,1,1,0,0
Allen Bailey,KC,vs CLE,W  17-13,0.0,0.0,0,2,1,0,0
Brandon Bair,PHI,vs WAS,L  24-38,0.0,0.0,0,1,1,0,0
Chris Baker,WAS,@ PHI,W  38-24,0.0,0.0,0,0,0,0,0
Chris Banjo,GB,@ ARI,L  8-38,0.0,0.0,0,0,0,0,0
Johnthan Banks,TB,vs CHI,L  21-26,0.0,0.0,0,3,0,0,0
Tim Barnes,,@ SEA,W  23-17,0.0,0.0,0,0,0,0,0
Anthony Barr,MIN,vs NYG,W  49-17,0.0,0.0,0,1,0,0,0
Shaquil Barrett,DEN,vs CIN,W  20-17,0.0,0.0,0,1,0,0,0
Mark Barron,,@ SEA,W  23-17,0.0,0.0,1,2,1,1,0
Brad Bars,NYG,@ MIN,L  17-49,0.0,0.0,0,0,0,0,0
Joplo Bartu,JAX,@ NO,L  27-38,0.0,0.0,0,0,0,0,0
