Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Mario Addison,CAR,@,W  20-9,2.0,6.0,3,2,0,0,0
Allen Bailey,KC,@ HOU,W  27-20,2.0,10.0,2,3,1,0,1
Aaron Donald,,vs SEA,W  34-31,2.0,10.0,3,5,4,0,0
Derrick Morgan,TEN,@ TB,W  42-14,2.0,16.0,2,4,1,0,0
C.J. Mosley,BAL,@ DEN,L  13-19,2.0,8.0,2,4,1,0,0
Alex Okafor,ARI,vs NO,W  31-19,2.0,1.0,2,4,1,0,0
Robert Quinn,,vs SEA,W  34-31,2.0,5.0,2,3,2,0,0
J.J. Watt,HOU,vs KC,L  20-27,2.0,10.0,3,9,0,0,0
Julius Peppers,GB,@ CHI,W  31-23,1.5,11.0,2,4,2,0,0
Will Allen,PIT,@ NE,L  21-28,1.0,7.0,1,8,0,0,0
Ezekiel Ansah,DET,@,L  28-33,1.0,9.0,2,2,0,0,0
Geno Atkins,CIN,@ OAK,W  33-13,1.0,14.0,2,2,0,1,0
Michael Bennett,SEA,@,L  31-34,1.0,9.0,1,4,0,0,0
Antoine Bethea,SF,vs MIN,W  20-3,1.0,10.0,1,7,1,0,0
Angelo Blackson,TEN,@ TB,W  42-14,1.0,5.0,1,3,0,1,0
Navorro Bowman,SF,vs MIN,W  20-3,1.0,6.0,1,7,0,0,0
Nigel Bradham,BUF,vs IND,W  27-14,1.0,3.0,2,7,1,0,0
Malcom Brown,NE,vs PIT,W  28-21,1.0,8.0,1,1,1,0,0
Chris Canty,BAL,@ DEN,L  13-19,1.0,8.0,1,2,0,0,0
Cornellius Carradine,SF,vs MIN,W  20-3,1.0,10.0,1,1,0,0,0
Jurrell Casey,TEN,@ TB,W  42-14,1.0,8.0,1,3,0,0,0
Chris Clemons,,vs CAR,L  9-20,1.0,11.0,1,2,0,0,0
Fletcher Cox,PHI,@ ATL,L  24-26,1.0,8.0,2,1,1,0,0
Tyrone Crawford,DAL,vs NYG,W  27-26,1.0,3.0,1,3,0,0,0
Thomas Davis,CAR,@,W  20-9,1.0,2.0,1,7,0,0,0
Carlos Dunlap,CIN,@ OAK,W  33-13,1.0,6.0,2,1,1,0,0
Bud Dupree,PIT,@ NE,L  21-28,1.0,0.0,1,2,0,0,0
Kyle Emanuel,,vs DET,W  33-28,1.0,13.0,1,2,1,0,0
David Harris,NYJ,vs CLE,W  31-10,1.0,7.0,1,6,2,0,0
Jason Hatcher,WAS,vs MIA,L  10-17,1.0,1.0,1,3,1,0,0
Dont'a Hightower,NE,vs PIT,W  28-21,1.0,6.0,1,6,2,0,0
Justin Houston,KC,@ HOU,W  27-20,1.0,9.0,1,3,0,1,0
Jaye Howard,KC,@ HOU,W  27-20,1.0,8.0,1,2,3,0,0
Phillip Hunt,DET,@,L  28-33,1.0,7.0,1,4,1,0,0
Derrick Johnson,KC,@ HOU,W  27-20,1.0,9.0,1,6,2,0,0
Charles Johnson,CAR,@,W  20-9,1.0,1.0,1,2,0,0,0
Lamarcus Joyner,,vs SEA,W  34-31,1.0,10.0,1,7,0,0,0
Luke Kuechly,CAR,@,W  20-9,1.0,5.0,1,7,0,0,0
Aaron Lynch,SF,vs MIN,W  20-3,1.0,14.0,2,3,0,0,0
Brandon Marshall,DEN,vs BAL,W  19-13,1.0,8.0,1,6,1,0,0
Albert McClellan,BAL,@ DEN,L  13-19,1.0,9.0,1,1,1,0,0
Gerald McCoy,TB,vs TEN,L  14-42,1.0,11.0,1,3,0,0,0
Jordan Phillips,MIA,@ WAS,W  17-10,1.0,8.0,1,1,0,0,0
Trevor Reilly,NYJ,vs CLE,W  31-10,1.0,7.0,1,1,0,1,0
Nickell Robey,BUF,vs IND,W  27-14,1.0,0.0,1,4,2,0,0
Jabaal Sheard,NE,vs PIT,W  28-21,1.0,7.0,1,2,1,0,0
Eugene Sims,,vs SEA,W  34-31,1.0,7.0,1,1,1,0,0
Dan Skuta,,vs CAR,L  9-20,1.0,6.0,1,6,0,0,0
Jacquies Smith,TB,vs TEN,L  14-42,1.0,13.0,1,2,0,0,0
Preston Smith,WAS,vs MIA,L  10-17,1.0,38.0,1,1,0,1,1
Jaquiski Tartt,SF,vs MIN,W  20-3,1.0,14.0,1,4,0,0,0
DeMarcus Ware,DEN,vs BAL,W  19-13,1.0,9.0,4,2,0,0,0
Muhammad Wilkerson,NYJ,vs CLE,W  31-10,1.0,0.0,1,3,2,0,0
Cary Williams,SEA,@,L  31-34,1.0,12.0,1,3,0,1,1
Chris Baker,WAS,vs MIA,L  10-17,0.5,2.5,2,0,3,0,0
Chad Greenway,MIN,@ SF,L  3-20,0.5,0.0,1,1,1,0,0
Everson Griffen,MIN,@ SF,L  3-20,0.5,0.0,2,3,1,0,0
Ryan Kerrigan,WAS,vs MIA,L  10-17,0.5,2.5,1,1,1,0,0
B.J. Raji,GB,@ CHI,W  31-23,0.5,1.0,1,2,2,0,0
Uani 'Unga,NYG,@ DAL,L  26-27,0.0,0.0,0,10,2,0,0
