Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Jerricho Cotchery,CAR,vs TB,W  38-10,2,52,26.0,1,0
Tyler Eifert,CIN,vs BAL,W  24-16,4,51,12.8,1,0
Chris Matthews,BAL,@ CIN,L  16-24,4,51,12.8,0,0
Danny Woodhead,,@ DEN,L  20-27,8,51,6.4,0,0
Eric Decker,NYJ,@ BUF,L  17-22,5,50,10.0,1,0
Joique Bell,DET,@ CHI,W  24-20,2,49,24.5,0,0
Josh Bellamy,CHI,vs DET,L  20-24,3,49,16.3,1,0
Pierre Garcon,WAS,@ DAL,W  34-23,3,49,16.3,1,0
Jordan Norwood,DEN,vs,W  27-20,3,48,16.0,0,0
Austin Seferian-Jenkins,TB,@ CAR,L  10-38,3,48,16.0,0,0
Tony Moeaki,ATL,vs NO,L  17-20,2,47,23.5,1,0
Doug Baldwin,SEA,@ ARI,W  36-6,5,46,9.2,0,0
Andre Johnson,IND,vs TEN,W  30-24,4,46,11.5,1,0
Clive Walford,OAK,@ KC,L  17-23,4,46,11.5,0,0
John Brown,ARI,vs SEA,L  6-36,4,45,11.2,0,0
Darius Jennings,CLE,vs PIT,L  12-28,6,45,7.5,0,0
Marcedes Lewis,,@ HOU,L  6-30,1,45,45.0,0,0
Jordan Reed,WAS,@ DAL,W  34-23,4,45,11.2,0,0
Deonte Thompson,CHI,vs DET,L  20-24,1,45,45.0,0,0
Bruce Ellington,SF,vs,W  19-16,1,44,44.0,0,0
T.Y. Hilton,IND,vs TEN,W  30-24,4,44,11.0,0,0
Cooper Helfet,SEA,@ ARI,W  36-6,4,42,10.5,0,0
Terrelle Pryor,CLE,vs PIT,L  12-28,1,42,42.0,0,0
Tim Hightower,NO,@ ATL,W  20-17,5,41,8.2,0,0
Greg Salas,BUF,vs NYJ,W  22-17,3,41,13.7,0,0
Dion Sims,MIA,vs NE,W  20-10,3,40,13.3,0,0
Brent Celek,PHI,@ NYG,W  35-30,2,38,19.0,0,0
Marvin Jones,CIN,vs BAL,W  24-16,5,38,7.6,0,0
Damien Williams,MIA,vs NE,W  20-10,3,38,12.7,0,0
Randall Cobb,GB,vs MIN,L  13-20,6,37,6.2,0,0
Lance Kendricks,,@ SF,L  16-19,5,37,7.4,0,0
Vance McDonald,SF,vs,W  19-16,3,37,12.3,0,0
Jermaine Gresham,ARI,vs SEA,L  6-36,2,36,18.0,0,0
Tyler Lockett,SEA,@ ARI,W  36-6,2,36,18.0,0,0
Willie Snead,NO,@ ATL,W  20-17,3,35,11.7,0,0
Michael Crabtree,OAK,@ KC,L  17-23,3,34,11.3,1,0
Benny Cunningham,,@ SF,L  16-19,3,34,11.3,0,0
Matt Forte,CHI,vs DET,L  20-24,3,34,11.3,1,0
Antonio Gates,,@ DEN,L  20-27,3,34,11.3,1,0
A.J. Green,CIN,vs BAL,W  24-16,4,34,8.5,1,0
Justin Hardy,ATL,vs NO,L  17-20,4,34,8.5,0,0
David Johnson,ARI,vs SEA,L  6-36,3,34,11.3,0,0
Duke Johnson,CLE,vs PIT,L  12-28,4,34,8.5,0,0
Jermaine Kearse,SEA,@ ARI,W  36-6,3,34,11.3,1,0
Golden Tate,DET,@ CHI,W  24-20,4,34,8.5,0,0
Jerick McKinnon,MIN,@ GB,W  20-13,3,33,11.0,0,0
Quinton Patton,SF,vs,W  19-16,1,33,33.0,0,0
Javorius Allen,BAL,@ CIN,L  16-24,6,32,5.3,0,0
Donteea Dye,TB,@ CAR,L  10-38,4,31,7.8,0,0
Tavon Austin,,@ SF,L  16-19,5,30,6.0,0,0
Marqise Lee,,@ HOU,L  6-30,3,30,10.0,0,0
Chase Coffman,SEA,@ ARI,W  36-6,4,29,7.2,1,0
Theo Riddick,DET,@ CHI,W  24-20,4,29,7.2,0,0
Phillip Dorsett,IND,vs TEN,W  30-24,4,28,7.0,0,0
Jonathan Grimes,HOU,vs,W  30-6,4,28,7.0,1,0
James Hanna,DAL,vs WAS,L  23-34,3,28,9.3,0,0
Ryan Griffin,HOU,vs,W  30-6,3,27,9.0,0,0
Akeem Hunt,HOU,vs,W  30-6,1,27,27.0,0,0
Brenton Bersin,CAR,vs TB,W  38-10,2,25,12.5,0,1
Eric Ebron,DET,@ CHI,W  24-20,5,25,5.0,1,0
Dontrelle Inman,,@ DEN,L  20-27,3,25,8.3,0,0
Latavius Murray,OAK,@ KC,L  17-23,4,25,6.2,0,0
Hakeem Nicks,NYG,vs PHI,L  30-35,2,24,12.0,0,0
Albert Wilson,KC,vs OAK,W  23-17,3,24,8.0,0,0
Nelson Agholor,PHI,@ NYG,W  35-30,2,23,11.5,0,0
Roy Helu,OAK,@ KC,L  17-23,2,23,11.5,0,0
Brian Quick,,@ SF,L  16-19,2,23,11.5,0,0
Chris Conley,KC,vs OAK,W  23-17,2,22,11.0,0,0
Brandin Cooks,NO,@ ATL,W  20-17,5,22,4.4,0,0
Mike Wallace,MIN,@ GB,W  20-13,1,22,22.0,0,0
Kenjon Barner,PHI,@ NYG,W  35-30,5,21,4.2,0,0
Dorial Green-Beckham,TEN,@ IND,L  24-30,2,21,10.5,1,0
Anthony Sherman,KC,vs OAK,W  23-17,2,21,10.5,0,0
Jarius Wright,MIN,@ GB,W  20-13,2,21,10.5,0,0
Amari Cooper,OAK,@ KC,L  17-23,2,20,10.0,0,0
Steven Jackson,NE,@ MIA,L  10-20,1,20,20.0,0,0
Seth Roberts,OAK,@ KC,L  17-23,3,20,6.7,0,0
Darren Sproles,PHI,@ NYG,W  35-30,3,20,6.7,0,0
Harry Douglas,TEN,@ IND,L  24-30,2,19,9.5,0,0
Jeremy Hill,CIN,vs BAL,W  24-16,2,19,9.5,0,0
Cameron Meredith,CHI,vs DET,L  20-24,2,19,9.5,0,0
Devonta Freeman,ATL,vs NO,L  17-20,2,18,9.0,1,1
Ryan Grant,WAS,@ DAL,W  34-23,3,18,6.0,1,0
Rob Gronkowski,NE,@ MIA,L  10-20,2,18,9.0,0,0
Clay Harbor,,@ HOU,L  6-30,1,18,18.0,0,0
Javontee Herndon,,@ DEN,L  20-27,3,18,6.0,0,0
Rob Housler,CHI,vs DET,L  20-24,2,18,9.0,0,0
Kyle Juszczyk,BAL,@ CIN,L  16-24,2,18,9.0,1,0
Heath Miller,PIT,@ CLE,W  28-12,3,18,6.0,1,0
James Starks,GB,vs MIN,L  13-20,3,18,6.0,0,0
Danny Amendola,NE,@ MIA,L  10-20,2,17,8.5,0,0
Cameron Artis-Payne,CAR,vs TB,W  38-10,2,17,8.5,0,0
Allen Hurns,,@ HOU,L  6-30,3,17,5.7,0,0
Kevin Smith,SEA,@ ARI,W  36-6,1,17,17.0,0,0
Michael Floyd,ARI,vs SEA,L  6-36,1,16,16.0,0,0
Greg Olsen,CAR,vs TB,W  38-10,2,16,8.0,0,0
Adam Thielen,MIN,@ GB,W  20-13,1,16,16.0,0,0
Wes Welker,,@ SF,L  16-19,2,16,8.0,0,0
Jason Avant,KC,vs OAK,W  23-17,2,15,7.5,0,0
Owen Daniels,DEN,vs,W  27-20,1,15,15.0,0,0
Mike Davis,SF,vs,W  19-16,2,15,7.5,0,0
Demetrius Harris,KC,vs OAK,W  23-17,1,15,15.0,1,0
C.J. Fiedorowicz,HOU,vs,W  30-6,2,14,7.0,0,0
Virgil Green,DEN,vs,W  27-20,1,14,14.0,0,0
John Kuhn,GB,vs MIN,L  13-20,2,14,7.0,0,0
Jamize Olawale,OAK,@ KC,L  17-23,1,14,14.0,0,0
DeAngelo Williams,PIT,@ CLE,W  28-12,2,13,6.5,0,0
Giovani Bernard,CIN,vs BAL,W  24-16,1,12,12.0,0,0
Cory Harkey,,@ SF,L  16-19,1,12,12.0,0,0
Mychal Rivera,OAK,@ KC,L  17-23,2,12,6.0,0,0
Julius Thomas,,@ HOU,L  6-30,2,12,6.0,0,0
Kenny Stills,MIA,vs NE,W  20-10,1,11,11.0,0,0
Devin Street,DAL,vs WAS,L  23-34,1,11,11.0,0,0
Cameron Brate,TB,@ CAR,L  10-38,1,10,10.0,0,0
Donald Brown,,@ DEN,L  20-27,2,10,5.0,0,0
Ronnie Hillman,DEN,vs,W  27-20,2,10,5.0,0,0
Travis Kelce,KC,vs OAK,W  23-17,1,10,10.0,0,0
Roddy White,ATL,vs NO,L  17-20,1,10,10.0,0,0
Timothy Wright,DET,@ CHI,W  24-20,1,9,9.0,1,0
Michael Burton,DET,@ CHI,W  24-20,1,8,8.0,0,0
Stefon Diggs,MIN,@ GB,W  20-13,1,8,8.0,0,0
Troy Niklas,ARI,vs SEA,L  6-36,1,8,8.0,0,0
Levine Toilolo,ATL,vs NO,L  17-20,1,8,8.0,0,0
Kasen Williams,SEA,@ ARI,W  36-6,1,8,8.0,0,0
Ameer Abdullah,DET,@ CHI,W  24-20,1,7,7.0,0,0
Patrick DiMarco,ATL,vs NO,L  17-20,1,7,7.0,0,0
Andre Ellington,ARI,vs SEA,L  6-36,1,7,7.0,0,0
Darren Fells,ARI,vs SEA,L  6-36,1,7,7.0,0,0
Brandon LaFell,NE,@ MIA,L  10-20,2,7,3.5,0,0
Eddie Lacy,GB,vs MIN,L  13-20,2,7,3.5,0,0
Ryan Mathews,PHI,@ NYG,W  35-30,1,7,7.0,0,0
Will Tukuafu,SEA,@ ARI,W  36-6,1,7,7.0,1,0
Darrel Young,WAS,@ DAL,W  34-23,1,7,7.0,0,0
Jordan Cameron,MIA,vs NE,W  20-10,2,6,3.0,1,0
Chris Harper,NE,@ MIA,L  10-20,1,6,6.0,0,0
Fred Jackson,SEA,@ ARI,W  36-6,1,6,6.0,0,0
Rashad Jennings,NYG,vs PHI,L  30-35,2,6,3.0,0,0
Mohamed Sanu,CIN,vs BAL,W  24-16,1,6,6.0,0,0
Nate Washington,HOU,vs,W  30-6,1,6,6.0,0,0
Blake Bell,SF,vs,W  19-16,1,5,5.0,0,0
Brandon Bolden,NE,@ MIA,L  10-20,2,5,2.5,0,0
Trey Burton,PHI,@ NYG,W  35-30,1,5,5.0,0,0
Quincy Enunwa,NYJ,@ BUF,L  17-22,1,5,5.0,0,0
Brittan Golden,ARI,vs SEA,L  6-36,1,5,5.0,0,0
Rashad Greene,,@ HOU,L  6-30,1,5,5.0,0,0
Pierre Thomas,WAS,@ DAL,W  34-23,1,5,5.0,0,0
Mike Tolbert,CAR,vs TB,W  38-10,1,5,5.0,0,0
Terrance West,BAL,@ CIN,L  16-24,1,5,5.0,0,0
Jonas Gray,,@ HOU,L  6-30,1,4,4.0,0,0
Josh Hill,NO,@ ATL,W  20-17,1,4,4.0,0,0
Michael Hoomanawanui,NO,@ ATL,W  20-17,1,4,4.0,0,0
Keshawn Martin,NE,@ MIA,L  10-20,1,4,4.0,0,0
Antonio Andrews,TEN,@ IND,L  24-30,2,3,1.5,0,0
Jack Doyle,IND,vs TEN,W  30-24,1,3,3.0,0,0
Bennie Fowler,DEN,vs,W  27-20,1,3,3.0,0,0
Lamar Miller,MIA,vs NE,W  20-10,1,3,3.0,0,0
Luke Stocker,TB,@ CAR,L  10-38,1,3,3.0,0,0
Karlos Williams,BUF,vs NYJ,W  22-17,3,3,1.0,0,0
Alfred Blue,HOU,vs,W  30-6,1,2,2.0,0,0
Chris Hogan,BUF,vs NYJ,W  22-17,1,2,2.0,0,0
Bruce Miller,SF,vs,W  19-16,2,2,1.0,0,0
Adrian Peterson,MIN,@ GB,W  20-13,1,1,1.0,0,0
Jaron Brown,ARI,vs SEA,L  6-36,0,0,0.0,0,0
Martavis Bryant,PIT,@ CLE,W  28-12,1,0,0.0,0,0
Rex Burkhead,CIN,vs BAL,W  24-16,0,0,0.0,0,0
Scott Chandler,NE,@ MIA,L  10-20,0,0,0.0,0,0
Jared Cook,,@ SF,L  16-19,0,0,0.0,0,0
Riley Cooper,PHI,@ NYG,W  35-30,0,0,0.0,0,0
Kellen Davis,NYJ,@ BUF,L  17-22,0,0,0.0,0,0
Ed Dickson,CAR,vs TB,W  38-10,2,0,0.0,0,0
Malcom Floyd,,@ DEN,L  20-27,0,0,0.0,0,0
Jalston Fowler,TEN,@ IND,L  24-30,0,0,0.0,0,0
Mike Gillislee,BUF,vs NYJ,W  22-17,0,0,0.0,0,1
Chris Givens,BAL,@ CIN,L  16-24,0,0,0.0,0,0
Frank Gore,IND,vs TEN,W  30-24,0,0,0.0,0,0
Dan Herron,IND,vs TEN,W  30-24,0,0,0.0,0,0
Josh Huff,PHI,@ NYG,W  35-30,0,0,0.0,0,0
Adam Humphries,TB,@ CAR,L  10-38,0,0,0.0,0,0
T.J. Jones,DET,@ CHI,W  24-20,0,0,0.0,0,0
Cody Latimer,DEN,vs,W  27-20,0,0,0.0,0,0
Bradley Marquez,,@ SF,L  16-19,0,0,0.0,0,0
Tre McBride,TEN,@ IND,L  24-30,0,0,0.0,0,0
Christine Michael,SEA,@ ARI,W  36-6,0,0,0.0,0,0
Keith Mumphery,HOU,vs,W  30-6,0,0,0.0,0,0
DeMarco Murray,PHI,@ NYG,W  35-30,0,0,0.0,0,1
J.J. Nelson,ARI,vs SEA,L  6-36,0,0,0.0,0,0
Nick O'Leary,BUF,vs NYJ,W  22-17,0,0,0.0,0,0
Chris Polk,HOU,vs,W  30-6,0,0,0.0,0,0
MyCole Pruitt,MIN,@ GB,W  20-13,0,0,0.0,0,0
Andrew Quarless,GB,vs MIN,L  13-20,0,0,0.0,0,0
Stevan Ridley,NYJ,@ BUF,L  17-22,2,0,0.0,0,0
Denard Robinson,,@ HOU,L  6-30,0,0,0.0,0,1
Kyle Rudolph,MIN,@ GB,W  20-13,0,0,0.0,0,0
Russell Shepard,TB,@ CAR,L  10-38,0,0,0.0,0,0
Alex Smith,WAS,@ DAL,W  34-23,0,0,0.0,0,0
Kenbrell Thompkins,NYJ,@ BUF,L  17-22,0,0,0.0,0,0
Fitzgerald Toussaint,PIT,@ CLE,W  28-12,0,0,0.0,0,0
Myles White,NYG,vs PHI,L  30-35,0,0,0.0,0,0
Robert Turbin,DAL,vs WAS,L  23-34,1,-1,-1.0,0,0
Malcolm Brown,,@ SF,L  16-19,1,-2,-2.0,0,0
Rhett Ellison,MIN,@ GB,W  20-13,1,-2,-2.0,0,0
Donte Moncrief,IND,vs TEN,W  30-24,1,-2,-2.0,0,0
Charcandrick West,KC,vs OAK,W  23-17,1,-2,-2.0,0,0
C.J. Anderson,DEN,vs,W  27-20,1,-5,-5.0,0,1
