Name,Team,Opp,Score,Comp,Att,Yds,TD,Int,Sck,FUM,Rate
Colin Kaepernick,SF,vs NO,L  23-41,24,39,398,2,1,1,1,102.3
Carson Wentz,PHI,@ NYG,L  23-28,27,47,364,0,2,2,0,64.5
Matt Ryan,ATL,@ TB,W  43-28,25,34,344,4,0,2,1,144.7
Drew Brees,NO,@ SF,W  41-23,28,39,323,3,0,1,0,122.1
Marcus Mariota,TEN,@,L  35-43,27,43,313,3,2,0,1,88.6
Aaron Rodgers,GB,vs IND,L  26-31,26,43,297,3,1,3,0,94.8
Case Keenum,LA,vs CAR,L  10-13,27,46,296,1,1,4,0,76.0
Tyrod Taylor,BUF,@ SEA,L  25-31,27,38,289,1,1,5,0,90.8
Trevor Siemian,DEN,@ OAK,L  20-30,18,37,283,2,1,2,1,81.2
Russell Wilson,SEA,vs BUF,W  31-25,20,26,282,2,0,4,0,137.0
Andrew Luck,IND,@ GB,W  31-26,23,36,281,1,2,2,0,74.0
Philip Rivers,,vs TEN,W  43-35,24,33,275,2,0,1,0,117.6
Sam Bradford,MIN,vs DET,L  16-22,31,40,273,1,0,2,0,103.4
Ben Roethlisberger,PIT,@ BAL,L  14-21,23,45,264,1,1,2,0,67.3
Jameis Winston,TB,vs ATL,L  28-43,23,37,261,3,0,2,1,110.3
Eli Manning,NYG,vs PHI,W  28-23,22,36,257,4,2,1,0,96.6
Blake Bortles,JAX,@ KC,L  14-19,22,41,252,2,1,2,0,78.5
Dak Prescott,DAL,@ CLE,W  35-10,21,27,247,3,0,0,0,141.8
Joe Flacco,BAL,vs PIT,W  21-14,18,30,241,1,1,3,0,82.8
Cam Newton,CAR,@ LA,W  13-10,20,32,225,1,0,5,0,93.9
Matthew Stafford,DET,@ MIN,W  22-16,23,36,219,2,1,1,0,87.6
Cody Kessler,CLE,vs DAL,L  10-35,19,27,203,1,0,4,0,104.4
Ryan Fitzpatrick,NYJ,@ MIA,L  23-27,16,27,194,1,2,3,0,62.9
Nick Foles,KC,vs JAX,W  19-14,20,33,187,1,0,2,0,86.3
Derek Carr,OAK,vs DEN,W  30-20,20,31,184,0,0,2,0,80.6
Ryan Tannehill,MIA,vs NYJ,W  27-23,17,28,149,1,0,1,0,86.8
Mike Glennon,TB,vs ATL,L  28-43,10,11,75,1,0,0,0,125.4
Bryce Petty,NYJ,@ MIA,L  23-27,2,2,19,0,0,0,0,106.2
Ryan Mallett,BAL,vs PIT,W  21-14,1,1,9,0,0,0,0,104.2
Mark Sanchez,DAL,@ CLE,W  35-10,1,1,8,0,0,0,0,100.0
Jarvis Landry,MIA,vs NYJ,W  27-23,0,1,0,0,0,0,0,39.6
Jonathan Williams,BUF,@ SEA,L  25-31,0,1,0,0,0,0,0,39.6
