Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
T.J. Watt,PIT,vs ATL,W  41-17,3.0,25.0,6,6,2,1,0
Geno Atkins,CIN,vs MIA,W  27-17,2.0,16.0,3,2,1,0,0
Jerome Baker,MIA,@ CIN,L  17-27,2.0,19.0,2,6,0,0,0
Blake Martinez,GB,@ DET,L  23-31,2.0,8.0,2,4,1,0,0
Romeo Okwara,DET,vs GB,W  31-23,2.0,3.0,3,3,0,1,0
Leonard Williams,NYJ,vs DEN,W  34-16,2.0,17.5,3,2,3,0,0
Cameron Heyward,PIT,vs ATL,W  41-17,1.5,8.5,2,2,1,0,0
Jeremiah Attaochu,NYJ,vs DEN,W  34-16,1.0,7.0,1,1,0,1,0
Allen Bailey,KC,vs JAX,W  30-14,1.0,5.0,2,2,0,0,0
Budda Baker,ARI,@ SF,W  28-18,1.0,9.0,1,11,4,0,0
Connor Barwin,NYG,@ CAR,L  31-33,1.0,5.0,1,1,1,0,0
Jayon Brown,TEN,@ BUF,L  12-13,1.0,3.0,1,8,2,0,0
Josh Bynes,ARI,@ SF,W  28-18,1.0,15.0,1,9,2,0,1
Ha Ha Clinton-Dix,GB,@ DET,L  23-31,1.0,5.0,1,2,0,0,0
Jamie Collins,CLE,vs BAL,W  12-9,1.0,0.0,1,8,4,0,0
Marcus Davenport,NO,vs WAS,W  43-19,1.0,13.0,1,2,1,1,0
Aaron Donald,LA,@ SEA,W  33-31,1.0,7.0,1,1,1,0,0
Carlos Dunlap,CIN,vs MIA,W  27-17,1.0,0.0,2,2,1,1,0
Dee Ford,KC,vs JAX,W  30-14,1.0,8.0,4,4,1,1,0
L.J. Fort,PIT,vs ATL,W  41-17,1.0,7.0,3,6,0,0,1
Brandon Graham,PHI,vs MIN,L  21-23,1.0,3.0,2,3,0,0,0
Da'Shawn Hand,DET,vs GB,W  31-23,1.0,6.0,1,4,0,1,1
Willie Henry,BAL,@ CLE,L  9-12,1.0,11.0,1,1,1,0,0
Jerry Hughes,BUF,vs TEN,W  13-12,1.0,3.0,1,4,0,1,0
Danielle Hunter,MIN,@ PHI,W  23-21,1.0,8.0,2,2,0,0,0
Melvin Ingram,LAC,vs OAK,W  26-10,1.0,7.0,1,5,2,0,0
Bruce Irvin,OAK,@ LAC,L  10-26,1.0,6.0,1,1,0,0,0
Chandler Jones,ARI,@ SF,W  28-18,1.0,7.0,2,6,0,1,1
Chris Jones,KC,vs JAX,W  30-14,1.0,6.0,1,1,0,0,0
Cameron Jordan,NO,vs WAS,W  43-19,1.0,6.0,1,2,0,0,0
Linval Joseph,MIN,@ PHI,W  23-21,1.0,15.0,1,4,1,0,1
Devon Kennard,DET,vs GB,W  31-23,1.0,10.0,1,1,0,0,1
Ryan Kerrigan,WAS,@ NO,L  19-43,1.0,8.0,1,3,0,0,0
Luke Kuechly,CAR,vs NYG,W  33-31,1.0,1.0,1,2,1,0,0
Cassius Marsh,SF,vs ARI,L  18-28,1.0,6.0,1,3,1,0,0
Trent Murphy,BUF,vs TEN,W  13-12,1.0,5.0,2,1,0,0,0
Yannick Ngakoue,JAX,@ KC,L  14-30,1.0,15.0,2,1,0,0,0
Da'Ron Payne,WAS,@ NO,L  19-43,1.0,6.0,2,3,1,1,0
Darius Philon,LAC,vs OAK,W  26-10,1.0,7.0,2,1,1,0,0
Sheldon Rankins,NO,vs WAS,W  43-19,1.0,12.0,1,2,0,0,0
Haason Reddick,ARI,@ SF,W  28-18,1.0,18.0,0,8,0,1,0
Isaac Rochell,LAC,vs OAK,W  26-10,1.0,6.0,1,1,0,0,0
Terrance Smith,KC,vs JAX,W  30-14,1.0,5.0,1,4,1,0,0
Jaylon Smith,DAL,@ HOU,L  16-19,1.0,1.0,2,6,6,0,0
Terrell Suggs,BAL,@ CLE,L  9-12,1.0,5.0,1,1,0,0,0
Ndamukong Suh,LA,@ SEA,W  33-31,1.0,8.0,1,2,4,0,0
J.J. Watt,HOU,vs DAL,W  19-16,1.0,9.0,2,2,0,0,0
Stephen Weatherly,MIN,@ PHI,W  23-21,1.0,5.0,1,2,0,1,0
Eric Weddle,BAL,@ CLE,L  9-12,1.0,9.0,1,7,1,0,0
