Name,Team,Opp,Score,No.,Yds,Gross Avg,Net Avg,Touchbacks,Inside 20,Long,Blocked
Sam Martin,DET,@ MIA,W  32-21,1,61,61.0,42.0,0,0,61,0
Britton Colquitt,CLE,@ TB,L  23-26,9,465,51.7,45.0,2,3,79,0
Kevin Huber,CIN,@ KC,L  10-45,5,258,51.6,43.4,1,3,60,0
Brett Kern,TEN,@ LAC,L  19-20,2,103,51.5,44.5,0,0,54,0
Andy Lee,ARI,vs DEN,L  10-45,6,304,50.7,46.8,0,1,56,0
Matt Wile,MIN,@ NYJ,W  37-17,8,382,47.8,46.8,0,4,66,0
Lachlan Edwards,NYJ,vs MIN,L  17-37,8,377,47.1,40.0,0,1,60,0
Rigoberto Sanchez,IND,vs BUF,W  37-5,4,188,47.0,47.0,0,2,61,0
Bryan Anger,TB,vs CLE,W  26-23,4,187,46.8,30.3,1,1,55,0
Corey Bojorquez,BUF,@ IND,L  5-37,4,185,46.3,46.3,0,3,51,0
Trevor Daniel,HOU,@ JAX,W  20-7,6,277,46.2,39.3,1,4,61,0
Logan Cooke,JAX,vs HOU,L  7-20,6,274,45.7,39.0,2,2,55,0
Sam Koch,BAL,vs NO,L  23-24,3,137,45.7,41.7,0,2,53,0
Matt Haack,MIA,vs DET,L  21-32,4,182,45.5,41.8,0,2,51,0
Cameron Johnston,PHI,vs CAR,L  17-21,3,135,45.0,41.0,0,1,53,0
Matt Bosher,ATL,vs NYG,W  23-20,3,133,44.3,34.7,0,2,49,0
Thomas Morstead,NO,@ BAL,W  24-23,2,88,44.0,40.0,0,0,52,0
Colby Wadman,DEN,@ ARI,W  45-10,6,261,43.5,40.7,0,2,48,0
Pat O'Donnell,CHI,vs NE,L  31-38,4,173,43.3,34.0,0,1,53,1
Ryan Allen,NE,@ CHI,W  38-31,4,171,42.8,33.5,1,0,53,0
Michael Palardy,CAR,@ PHI,W  21-17,5,209,41.8,35.0,1,3,54,0
Chris Jones,DAL,@ WAS,L  17-20,5,208,41.6,37.0,1,0,53,0
Riley Dixon,NYG,@ ATL,L  20-23,4,163,40.8,40.8,0,2,52,0
Bradley Pinion,SF,vs LA,L  10-39,4,160,40.0,24.8,0,2,54,1
Donnie Jones,LAC,vs TEN,W  20-19,3,115,38.3,38.3,0,3,43,0
Tress Way,WAS,vs DAL,W  20-17,6,227,37.8,36.0,0,5,41,0
Johnny Hekker,LA,@ SF,W  39-10,4,122,30.5,29.0,0,1,50,0
