Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Markus Wheaton,PIT,@ SEA,L  30-39,9,201,22.3,1,0
Jarvis Landry,MIA,@ NYJ,L  20-38,13,165,12.7,1,0
Jeremy Maclin,KC,vs BUF,W  30-22,9,160,17.8,1,0
Sammy Watkins,BUF,@ KC,L  22-30,6,158,26.3,2,0
Doug Baldwin,SEA,vs PIT,W  39-30,6,145,24.2,3,0
Odell Beckham,NYG,@ WAS,L  14-20,9,142,15.8,1,0
Brandon Marshall,NYJ,vs MIA,W  38-20,9,131,14.6,2,0
Julius Thomas,JAX,vs,L  25-31,9,116,12.9,1,0
Amari Cooper,OAK,@ TEN,W  24-21,7,115,16.4,0,0
Donte Moncrief,IND,vs TB,W  25-12,8,114,14.2,0,0
Seth Roberts,OAK,@ TEN,W  24-21,6,113,18.8,2,0
Emmanuel Sanders,DEN,vs NE,W  30-24,6,113,18.8,0,0
John Brown,ARI,@ SF,W  19-13,5,99,19.8,0,0
Jordan Reed,WAS,vs NYG,W  20-14,8,98,12.2,0,0
T.Y. Hilton,IND,vs TB,W  25-12,6,95,15.8,2,0
Anquan Boldin,SF,vs ARI,L  13-19,8,93,11.6,0,0
Calvin Johnson,DET,vs PHI,W  45-14,8,93,11.6,3,0
Steve Johnson,,@ JAX,W  31-25,7,92,13.1,1,0
Gary Barnidge,CLE,vs BAL,L  27-33,7,91,13.0,0,0
Delanie Walker,TEN,vs OAK,L  21-24,6,91,15.2,0,0
Travis Benjamin,CLE,vs BAL,L  27-33,6,90,15.0,1,0
Alshon Jeffery,CHI,@ GB,W  17-13,7,90,12.9,0,0
Rob Gronkowski,NE,@ DEN,L  24-30,6,88,14.7,1,0
DeAngelo Williams,PIT,@ SEA,L  30-39,7,88,12.6,0,0
Brandon Bolden,NE,@ DEN,L  24-30,4,84,21.0,1,0
Kamar Aiken,BAL,@ CLE,W  33-27,6,80,13.3,1,0
DeVante Parker,MIA,@ NYJ,L  20-38,4,80,20.0,1,0
Vincent Jackson,TB,@ IND,L  12-25,4,76,19.0,0,0
Jimmy Graham,SEA,vs PIT,W  39-30,4,75,18.8,0,0
Randall Cobb,GB,vs CHI,L  13-17,6,74,12.3,0,0
Brian Hartline,CLE,vs BAL,L  27-33,8,74,9.2,0,0
Will Tye,NYG,@ WAS,L  14-20,6,74,12.3,0,0
Jerricho Cotchery,CAR,@ DAL,W  33-14,5,73,14.6,0,0
Ryan Griffin,HOU,vs NO,W  24-6,4,72,18.0,1,0
Vance McDonald,SF,vs ARI,L  13-19,6,71,11.8,1,0
Greg Olsen,CAR,@ DAL,W  33-14,5,70,14.0,0,0
Martavis Bryant,PIT,@ SEA,L  30-39,5,69,13.8,0,0
Travis Kelce,KC,vs BUF,W  30-22,4,69,17.2,1,0
Jacob Tamme,ATL,vs MIN,L  10-20,5,69,13.8,0,0
Blake Bell,SF,vs ARI,L  13-19,3,67,22.3,0,0
Larry Fitzgerald,ARI,@ SF,W  19-13,10,66,6.6,0,0
DeSean Jackson,WAS,vs NYG,W  20-14,2,66,33.0,1,0
Dontrelle Inman,,@ JAX,W  31-25,5,65,13.0,1,0
Mike Evans,TB,@ IND,L  12-25,5,64,12.8,0,0
Kenny Britt,,@ CIN,L  7-31,6,63,10.5,0,0
Eric Decker,NYJ,vs MIA,W  38-20,5,62,12.4,1,0
Theo Riddick,DET,vs PHI,W  45-14,5,62,12.4,1,0
A.J. Green,CIN,vs,W  31-7,6,61,10.2,2,0
Jordan Matthews,PHI,@ DET,L  14-45,3,60,20.0,1,0
Roddy White,ATL,vs MIN,L  10-20,6,60,10.0,0,0
Scott Chandler,NE,@ DEN,L  24-30,5,58,11.6,1,0
Jared Cook,,@ CIN,L  7-31,4,58,14.5,0,0
Joique Bell,DET,vs PHI,W  45-14,2,57,28.5,0,0
Julio Jones,ATL,vs MIN,L  10-20,5,56,11.2,0,0
Allen Robinson,JAX,vs,L  25-31,5,56,11.2,1,0
Cameron Brate,TB,@ IND,L  12-25,5,53,10.6,1,0
Antonio Gates,,@ JAX,W  31-25,4,53,13.2,2,0
J.J. Nelson,ARI,@ SF,W  19-13,2,53,26.5,0,0
Kyle Rudolph,MIN,@ ATL,W  20-10,7,53,7.6,0,0
Benjamin Watson,NO,@ HOU,L  6-24,4,53,13.2,0,0
Jay Ajayi,MIA,@ NYJ,L  20-38,4,52,13.0,0,0
Giovani Bernard,CIN,vs,W  31-7,2,51,25.5,0,0
Antonio Brown,PIT,@ SEA,L  30-39,6,51,8.5,0,0
Torrey Smith,SF,vs ARI,L  13-19,2,51,25.5,0,0
Willie Snead,NO,@ HOU,L  6-24,4,50,12.5,0,0
Golden Tate,DET,vs PHI,W  45-14,7,50,7.1,1,0
Trey Burton,PHI,@ DET,L  14-45,2,49,24.5,0,0
Owen Daniels,DEN,vs NE,W  30-24,5,48,9.6,0,0
Chris Givens,BAL,@ CLE,W  33-27,1,48,48.0,0,0
Jermaine Kearse,SEA,vs PIT,W  39-30,4,47,11.8,2,0
T.J. Yeldon,JAX,vs,L  25-31,4,46,11.5,0,0
Mark Ingram,NO,@ HOU,L  6-24,6,45,7.5,0,0
Matt Jones,WAS,vs NYG,W  20-14,1,45,45.0,0,0
Darren McFadden,DAL,vs CAR,L  14-33,4,45,11.2,0,0
Heath Miller,PIT,@ SEA,L  30-39,5,45,9.0,0,0
Cole Beasley,DAL,vs CAR,L  14-33,6,44,7.3,1,0
Marquess Wilson,CHI,@ GB,W  17-13,4,44,11.0,0,0
Nate Washington,HOU,vs NO,W  24-6,3,43,14.3,0,0
Allen Hurns,JAX,vs,L  25-31,4,42,10.5,0,0
James Starks,GB,vs CHI,L  13-17,4,41,10.2,0,0
C.J. Anderson,DEN,vs NE,W  30-24,4,40,10.0,0,0
Tyler Eifert,CIN,vs,W  31-7,3,40,13.3,1,0
Terrance Williams,DAL,vs CAR,L  14-33,4,39,9.8,0,0
Danny Woodhead,,@ JAX,W  31-25,6,39,6.5,0,0
Marques Colston,NO,@ HOU,L  6-24,3,38,12.7,0,0
Tyler Lockett,SEA,vs PIT,W  39-30,3,38,12.7,0,0
Tre Mason,,@ CIN,L  7-31,7,37,5.3,0,0
DeAndre Hopkins,HOU,vs NO,W  24-6,5,36,7.2,0,0
Brandon LaFell,NE,@ DEN,L  24-30,4,36,9.0,0,0
Rueben Randle,NYG,@ WAS,L  14-20,1,36,36.0,1,0
Demaryius Thomas,DEN,vs NE,W  30-24,1,36,36.0,0,0
Jason Witten,DAL,vs CAR,L  14-33,4,36,9.0,0,0
Brandin Cooks,NO,@ HOU,L  6-24,5,35,7.0,0,0
Shaun Draughn,SF,vs ARI,L  13-19,5,35,7.0,0,0
Pierre Garcon,WAS,vs NYG,W  20-14,3,35,11.7,0,0
Marc Mariani,CHI,@ GB,W  17-13,3,35,11.7,0,0
Chris Hogan,BUF,@ KC,L  22-30,3,34,11.3,0,0
Eddie Lacy,GB,vs CHI,L  13-17,4,34,8.5,1,1
Tavon Austin,,@ CIN,L  7-31,6,33,5.5,0,0
Devin Smith,NYJ,vs MIA,W  38-20,2,33,16.5,1,0
Charles Clay,BUF,@ KC,L  22-30,5,31,6.2,0,0
Stefon Diggs,MIN,@ ATL,W  20-10,4,31,7.8,0,0
LeSean McCoy,BUF,@ KC,L  22-30,3,31,10.3,1,1
Charles Sims,TB,@ IND,L  12-25,3,31,10.3,0,0
Richard Rodgers,GB,vs CHI,L  13-17,4,30,7.5,0,0
Javorius Allen,BAL,@ CLE,W  33-27,4,29,7.2,1,0
Harry Douglas,TEN,vs OAK,L  21-24,3,29,9.7,1,0
Quincy Enunwa,NYJ,vs MIA,W  38-20,2,29,14.5,0,0
Ryan Hewitt,CIN,vs,W  31-7,2,29,14.5,0,0
Adrian Peterson,MIN,@ ATL,W  20-10,2,29,14.5,0,0
Eric Ebron,DET,vs PHI,W  45-14,2,28,14.0,0,0
Dwayne Harris,NYG,@ WAS,L  14-20,2,28,14.0,0,0
Mychal Rivera,OAK,@ TEN,W  24-21,2,28,14.0,0,0
Jeremy Butler,BAL,@ CLE,W  33-27,3,27,9.0,0,0
Coby Fleener,IND,vs TB,W  25-12,3,27,9.0,0,0
Dez Bryant,DAL,vs CAR,L  14-33,2,26,13.0,0,0
Marvin Jones,CIN,vs,W  31-7,3,25,8.3,0,0
Albert Wilson,KC,vs BUF,W  30-22,3,25,8.3,0,0
Robert Woods,BUF,@ KC,L  22-30,3,25,8.3,0,0
Marcedes Lewis,JAX,vs,L  25-31,1,24,24.0,0,0
Rhett Ellison,MIN,@ ATL,W  20-10,1,23,23.0,0,0
Duke Johnson,CLE,vs BAL,L  27-33,5,23,4.6,0,0
Latavius Murray,OAK,@ TEN,W  24-21,1,23,23.0,0,0
Andre Ellington,ARI,@ SF,W  19-13,3,22,7.3,0,0
Anthony Fasano,TEN,vs OAK,L  21-24,2,22,11.0,0,0
Dorial Green-Beckham,TEN,vs OAK,L  21-24,1,22,22.0,0,0
Andre Johnson,IND,vs TB,W  25-12,1,22,22.0,0,0
Justin Hardy,ATL,vs MIN,L  10-20,2,21,10.5,0,0
Brandon Pettigrew,DET,vs PHI,W  45-14,1,21,21.0,0,0
Kevin Smith,SEA,vs PIT,W  39-30,1,21,21.0,0,0
Darren Sproles,PHI,@ DET,L  14-45,4,21,5.2,0,0
Shane Vereen,NYG,@ WAS,L  14-20,4,21,5.2,0,0
Ahmad Bradshaw,IND,vs TB,W  25-12,3,20,6.7,0,0
C.J. Fiedorowicz,HOU,vs NO,W  24-6,2,20,10.0,0,0
Crockett Gillmore,BAL,@ CLE,W  33-27,3,20,6.7,0,0
Melvin Gordon,,@ JAX,W  31-25,5,20,4.0,0,0
Adam Humphries,TB,@ IND,L  12-25,2,20,10.0,0,0
Craig Stevens,TEN,vs OAK,L  21-24,1,20,20.0,1,0
Dwayne Allen,IND,vs TB,W  25-12,2,19,9.5,0,0
Michael Crabtree,OAK,@ TEN,W  24-21,4,19,4.8,1,0
Devin Funchess,CAR,@ DAL,W  33-14,2,19,9.5,0,0
Ryan Grant,WAS,vs NYG,W  20-14,1,19,19.0,0,0
Ladarius Green,,@ JAX,W  31-25,1,19,19.0,0,0
Kendall Wright,TEN,vs OAK,L  21-24,2,19,9.5,0,0
Kyle Juszczyk,BAL,@ CLE,W  33-27,2,18,9.0,0,0
Cecil Shorts,HOU,vs NO,W  24-6,3,18,6.0,1,0
Matt Asiata,MIN,@ ATL,W  20-10,3,17,5.7,0,0
Rashad Greene,JAX,vs,L  25-31,3,17,5.7,0,0
Lance Kendricks,,@ CIN,L  7-31,3,17,5.7,0,0
Riley Cooper,PHI,@ DET,L  14-45,2,16,8.0,0,0
Will Johnson,PIT,@ SEA,L  30-39,2,16,8.0,0,0
Nick Williams,ATL,vs MIN,L  10-20,3,16,5.3,1,0
Nelson Agholor,PHI,@ DET,L  14-45,2,15,7.5,0,0
Chris Ivory,NYJ,vs MIA,W  38-20,2,15,7.5,0,0
Davante Adams,GB,vs CHI,L  13-17,2,14,7.0,0,0
Antonio Andrews,TEN,vs OAK,L  21-24,1,14,14.0,0,0
Michael Floyd,ARI,@ SF,W  19-13,1,14,14.0,0,0
Jeremy Hill,CIN,vs,W  31-7,1,14,14.0,0,0
Rashad Jennings,NYG,@ WAS,L  14-20,2,14,7.0,0,0
Lance Moore,DET,vs PHI,W  45-14,1,14,14.0,0,0
Clive Walford,OAK,@ TEN,W  24-21,1,14,14.0,0,0
Jordan Cameron,MIA,@ NYJ,L  20-38,2,13,6.5,0,0
Frank Gore,IND,vs TB,W  25-12,2,13,6.5,0,0
Bradley Marquez,,@ CIN,L  7-31,3,13,4.3,0,0
Jarius Wright,MIN,@ ATL,W  20-10,2,13,6.5,0,0
Ameer Abdullah,DET,vs PHI,W  45-14,1,12,12.0,0,0
Miles Austin,PHI,@ DET,L  14-45,1,12,12.0,0,0
Brenton Bersin,CAR,@ DAL,W  33-14,1,12,12.0,0,0
Jamison Crowder,WAS,vs NYG,W  20-14,2,12,6.0,0,0
