Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Dee Ford,KC,vs DEN,W  30-23,3.0,19.0,3,4,1,2,0
Matt Ioannidis,WAS,@ NYG,W  20-13,2.5,16.0,4,4,1,0,0
Lorenzo Alexander,BUF,vs NE,L  6-25,2.0,13.0,2,5,1,1,0
Kenny Clark,GB,@ LA,L  27-29,2.0,12.0,3,3,2,0,0
Marcus Davenport,NO,@ MIN,W  30-20,2.0,9.0,2,2,0,0,0
Aaron Donald,LA,vs GB,W  29-27,2.0,19.0,4,2,1,0,0
Carlos Dunlap,CIN,vs TB,W  37-34,2.0,6.0,3,4,1,0,0
Chris Long,PHI,@ JAX,W  24-18,2.0,8.0,2,2,0,0,0
Jason Pierre-Paul,TB,@ CIN,L  34-37,2.0,16.0,2,2,1,0,0
Sheldon Rankins,NO,@ MIN,W  30-20,2.0,12.0,3,3,0,0,0
Kyle Van Noy,NE,@ BUF,W  25-6,2.0,14.0,2,7,1,1,0
Jordan Evans,CIN,vs TB,W  37-34,1.5,0.0,2,7,4,0,0
Jordan Hicks,PHI,@ JAX,W  24-18,1.5,9.5,2,9,4,0,0
Ryan Kerrigan,WAS,@ NYG,W  20-13,1.5,12.0,2,2,2,0,0
Jonathan Allen,WAS,@ NYG,W  20-13,1.0,9.0,1,1,2,0,0
Arik Armstead,SF,@ ARI,L  15-18,1.0,9.0,2,2,1,0,0
Antoine Bethea,ARI,vs SF,W  18-15,1.0,9.0,1,6,0,0,0
Ronald Blair,SF,@ ARI,L  15-18,1.0,3.0,2,3,0,0,0
Bryce Callahan,CHI,vs NYJ,W  24-10,1.0,3.0,1,4,0,0,0
Calais Campbell,JAX,vs PHI,L  18-24,1.0,7.0,1,4,2,0,0
Frank Clark,SEA,@ DET,W  28-14,1.0,2.0,1,1,0,0,1
Adrian Clayborn,NE,@ BUF,W  25-6,1.0,12.0,1,2,0,0,0
Brandon Copeland,NYJ,@ CHI,L  10-24,1.0,1.0,1,2,0,0,0
Marcell Dareus,JAX,vs PHI,L  18-24,1.0,0.0,1,3,2,1,0
Kyler Fackrell,GB,@ LA,L  27-29,1.0,4.0,1,1,1,0,0
Myles Garrett,CLE,@ PIT,L  18-33,1.0,4.0,1,1,0,0,0
Markus Golden,ARI,vs SF,W  18-15,1.0,8.0,1,7,0,0,0
Damon Harrison,DET,vs SEA,L  14-28,1.0,10.0,1,7,0,0,0
Josh Harvey-Clemons,WAS,@ NYG,W  20-13,1.0,7.0,1,3,0,0,0
Sam Hubbard,CIN,vs TB,W  37-34,1.0,6.0,1,3,2,0,0
Myles Jack,JAX,vs PHI,L  18-24,1.0,11.0,1,2,3,0,0
Donte Jackson,CAR,vs BAL,W  36-21,1.0,8.0,1,2,1,0,0
Chris Jones,KC,vs DEN,W  30-23,1.0,10.0,2,1,0,0,0
Cory Littleton,LA,vs GB,W  29-27,1.0,14.0,1,7,1,0,0
Frankie Luvu,NYJ,@ CHI,L  10-24,1.0,3.0,1,1,0,0,0
Blake Martinez,GB,@ LA,L  27-29,1.0,10.0,1,7,5,0,0
Tyrann Mathieu,HOU,vs MIA,W  42-23,1.0,9.0,1,6,1,0,0
Clay Matthews,GB,@ LA,L  27-29,1.0,0.0,2,7,0,0,0
Zach Moore,ARI,vs SF,W  18-15,1.0,5.0,1,1,0,0,0
Yannick Ngakoue,JAX,vs PHI,L  18-24,1.0,6.0,5,2,0,0,0
Romeo Okwara,DET,vs SEA,L  14-28,1.0,1.0,2,3,1,0,0
Da'Ron Payne,WAS,@ NYG,W  20-13,1.0,6.0,1,3,1,0,0
Eric Reid,CAR,vs BAL,W  36-21,1.0,6.0,1,4,3,0,0
Richard Sherman,SF,@ ARI,L  15-18,1.0,7.0,1,7,0,0,0
Breeland Speaks,KC,vs DEN,W  30-23,1.0,11.0,2,3,1,0,1
Shamar Stephen,SEA,@ DET,W  28-14,1.0,11.0,1,1,1,0,0
Dymonte Thomas,DEN,@ KC,L  23-30,1.0,6.0,1,1,1,0,0
Stephon Tuitt,PIT,vs CLE,W  33-18,1.0,13.0,2,3,4,0,0
Adolphus Washington,CIN,vs TB,W  37-34,1.0,8.0,2,1,2,0,0
J.J. Watt,HOU,vs MIA,W  42-23,1.0,6.0,1,3,1,0,0
T.J. Watt,PIT,vs CLE,W  33-18,1.0,4.0,1,5,2,0,0
Budda Baker,ARI,vs SF,W  18-15,0.5,4.0,1,2,3,0,0
Michael Bennett,PHI,@ JAX,W  24-18,0.5,3.5,2,0,1,0,0
Bradley Chubb,DEN,@ KC,L  23-30,0.5,3.0,1,2,2,0,0
Rodney Gunter,ARI,vs SF,W  18-15,0.5,4.0,2,3,2,0,0
Michael Johnson,CIN,vs TB,W  37-34,0.5,0.0,1,2,3,0,0
Von Miller,DEN,@ KC,L  23-30,0.5,3.0,1,0,3,0,0
Mike Adams,CAR,vs BAL,W  36-21,0.0,0.0,0,3,0,0,0
Andrew Adams,TB,@ CIN,L  34-37,0.0,0.0,0,2,1,0,0
Montravius Adams,GB,@ LA,L  27-29,0.0,0.0,0,0,1,0,0
Jamal Adams,NYJ,@ CHI,L  10-24,0.0,0.0,0,6,0,0,0
Matthew Adams,IND,@ OAK,W  42-28,0.0,0.0,0,0,0,0,1
Jaire Alexander,GB,@ LA,L  27-29,0.0,0.0,0,7,0,0,0
Mackensie Alexander,MIN,vs NO,L  20-30,0.0,0.0,0,1,0,0,0
Ryan Allen,NE,@ BUF,W  25-6,0.0,0.0,0,0,0,0,0
Javorius Allen,BAL,@ CAR,L  21-36,0.0,0.0,0,0,0,0,0
Beau Allen,TB,@ CIN,L  34-37,0.0,0.0,0,2,0,0,0
Kiko Alonso,MIA,@ HOU,L  23-42,0.0,0.0,0,4,5,0,0
Tyson Alualu,PIT,vs CLE,W  33-18,0.0,0.0,0,1,0,0,0
Adrian Amos,CHI,vs NYJ,W  24-10,0.0,0.0,0,1,2,0,0
Prince Amukamara,CHI,vs NYJ,W  24-10,0.0,0.0,0,2,0,0,0
Derek Anderson,BUF,vs NE,L  6-25,0.0,0.0,0,0,0,0,0
Ryan Anderson,WAS,@ NYG,W  20-13,0.0,0.0,0,0,1,0,0
