Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Henry Anderson,NYJ,@ CHI,L  10-24,0.0,0.0,0,1,1,0,0
David Andrews,NE,@ BUF,W  25-6,0.0,0.0,0,0,0,0,0
Stephone Anthony,MIA,@ HOU,L  23-42,0.0,0.0,0,0,0,0,0
Alex Anzalone,NO,@ MIN,W  30-20,0.0,0.0,1,4,1,1,0
Eli Apple,NO,@ MIN,W  30-20,0.0,0.0,0,9,0,0,0
Geno Atkins,CIN,vs TB,W  37-34,0.0,0.0,0,0,1,0,0
Jeremiah Attaochu,NYJ,@ CHI,L  10-24,0.0,0.0,1,1,0,0,0
Denico Autry,IND,@ OAK,W  42-28,0.0,0.0,0,1,1,0,0
Genard Avery,CLE,@ PIT,L  18-33,0.0,0.0,0,1,0,0,0
Jerome Baker,MIA,@ HOU,L  23-42,0.0,0.0,0,1,3,0,0
Shaquil Barrett,DEN,@ KC,L  23-30,0.0,0.0,2,2,0,0,0
Mark Barron,LA,vs GB,W  29-27,0.0,0.0,0,5,1,0,0
Tarell Basham,NYJ,@ CHI,L  10-24,0.0,0.0,0,2,0,0,0
Jessie Bates,CIN,vs TB,W  37-34,0.0,0.0,0,4,2,0,0
Trevor Bates,DET,vs SEA,L  14-28,0.0,0.0,0,0,1,0,0
C.J. Beathard,SF,@ ARI,L  15-18,0.0,0.0,0,0,0,0,0
Odell Beckham,NYG,vs WAS,L  13-20,0.0,0.0,0,0,0,0,0
Vonn Bell,NO,@ MIN,W  30-20,0.0,0.0,0,3,3,0,0
Bene' Benwikere,ARI,vs SF,W  18-15,0.0,0.0,0,5,1,0,0
Kapri Bibbs,WAS,@ NYG,W  20-13,0.0,0.0,0,0,0,0,0
Andrew Billings,CIN,vs TB,W  37-34,0.0,0.0,0,2,0,0,0
Angelo Blackson,HOU,vs MIA,W  42-23,0.0,0.0,0,1,0,0,0
Chris Board,BAL,@ CAR,L  21-36,0.0,0.0,0,0,0,0,0
Briean Boddy-Calhoun,CLE,@ PIT,L  18-33,0.0,0.0,0,2,1,0,0
Corey Bojorquez,BUF,vs NE,L  6-25,0.0,0.0,0,0,0,0,0
Devante Bond,TB,@ CIN,L  34-37,0.0,0.0,0,2,0,0,0
Devontae Booker,DEN,@ KC,L  23-30,0.0,0.0,0,0,0,0,0
