Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
John Brown,ARI,@ PIT,L  13-25,10,196,19.6,0,1
Calvin Johnson,DET,vs CHI,W  37-34,6,166,27.7,1,0
Keenan Allen,,@ GB,L  20-27,14,157,11.2,0,0
DeAndre Hopkins,HOU,@,W  31-20,10,148,14.8,2,0
Alshon Jeffery,CHI,@ DET,L  34-37,8,147,18.4,1,0
Jimmy Graham,SEA,vs CAR,L  23-27,8,140,17.5,0,0
Martavis Bryant,PIT,vs ARI,W  25-13,6,137,22.8,2,0
Steve Smith,BAL,@ SF,L  20-25,7,137,19.6,1,0
Greg Olsen,CAR,@ SEA,W  27-23,7,131,18.7,1,0
Stefon Diggs,MIN,vs KC,W  16-10,7,129,18.4,0,0
Benjamin Watson,NO,vs ATL,W  31-21,10,127,12.7,1,0
Travis Benjamin,CLE,vs DEN,L  23-26,9,117,13.0,0,0
Brandon Marshall,NYJ,vs WAS,W  34-20,7,111,15.9,1,1
Demaryius Thomas,DEN,@ CLE,W  26-23,10,111,11.1,0,0
Emmanuel Sanders,DEN,@ CLE,W  26-23,4,109,27.2,1,0
Lance Moore,DET,vs CHI,W  37-34,5,106,21.2,1,0
Danny Amendola,NE,@ IND,W  34-27,7,105,15.0,0,0
Anquan Boldin,SF,vs BAL,W  25-20,5,102,20.4,0,0
Delanie Walker,TEN,vs MIA,L  10-38,8,97,12.1,0,0
Torrey Smith,SF,vs BAL,W  25-20,3,96,32.0,1,0
Malcom Floyd,,@ GB,L  20-27,5,95,19.0,0,0
Antonio Gates,,@ GB,L  20-27,9,95,10.6,0,0
Marvin Jones,CIN,@ BUF,W  34-21,9,95,10.6,1,0
Larry Fitzgerald,ARI,@ PIT,L  13-25,8,93,11.6,0,0
Julio Jones,ATL,@ NO,L  21-31,6,93,15.5,0,0
Bruce Miller,SF,vs BAL,W  25-20,3,89,29.7,0,0
Travis Kelce,KC,@ MIN,L  10-16,5,88,17.6,0,0
Bryan Walters,,vs HOU,L  20-31,8,87,10.9,0,0
Allen Robinson,,vs HOU,L  20-31,6,86,14.3,1,0
Rishard Matthews,MIA,@ TEN,W  38-10,6,85,14.2,0,0
Jeff Janis,GB,vs,W  27-20,2,79,39.5,0,0
Julius Thomas,,vs HOU,L  20-31,7,78,11.1,1,0
Riley Cooper,PHI,vs NYG,W  27-7,3,76,25.3,1,0
T.Y. Hilton,IND,vs NE,L  27-34,6,74,12.3,1,0
Donte Moncrief,IND,vs NE,L  27-34,6,69,11.5,1,0
Jarius Wright,MIN,vs KC,W  16-10,2,69,34.5,0,0
Cecil Shorts,HOU,@,W  31-20,4,63,15.8,0,0
Danny Woodhead,,@ GB,L  20-27,5,63,12.6,0,0
Charles Clay,BUF,vs CIN,L  21-34,9,62,6.9,0,0
Odell Beckham,NYG,@ PHI,L  7-27,7,61,8.7,1,0
Miles Austin,PHI,vs NYG,W  27-7,3,60,20.0,0,0
Martellus Bennett,CHI,@ DET,L  34-37,6,59,9.8,0,0
Eric Decker,NYJ,vs WAS,W  34-20,4,59,14.8,1,1
Arian Foster,HOU,@,W  31-20,5,59,11.8,1,0
Jordan Matthews,PHI,vs NYG,W  27-7,6,59,9.8,0,1
Dorial Green-Beckham,TEN,vs MIA,L  10-38,3,57,19.0,0,0
Albert Wilson,KC,@ MIN,L  10-16,3,57,19.0,1,0
Devonta Freeman,ATL,@ NO,L  21-31,8,56,7.0,1,0
Willie Snead,NO,vs ATL,W  31-21,4,55,13.8,0,0
Chris Gragg,BUF,vs CIN,L  21-34,5,54,10.8,0,0
Justin Hunter,TEN,vs MIA,L  10-38,3,54,18.0,0,0
Marquess Wilson,CHI,@ DET,L  34-37,2,54,27.0,0,0
Julian Edelman,NE,@ IND,W  34-27,6,50,8.3,1,0
Michael Floyd,ARI,@ PIT,L  13-25,5,50,10.0,1,0
Rob Gronkowski,NE,@ IND,W  34-27,3,50,16.7,1,0
Chris Ivory,NYJ,vs WAS,W  34-20,3,50,16.7,0,0
Theo Riddick,DET,vs CHI,W  37-34,3,50,16.7,0,0
Eddie Royal,CHI,@ DET,L  34-37,5,49,9.8,0,0
Jeremy Maclin,KC,@ MIN,L  10-16,3,48,16.0,0,0
Sammy Watkins,BUF,vs CIN,L  21-34,4,48,12.0,1,0
Andre Ellington,ARI,@ PIT,L  13-25,2,47,23.5,0,0
Robert Woods,BUF,vs CIN,L  21-34,4,47,11.8,0,0
Kenny Stills,MIA,@ TEN,W  38-10,2,46,23.0,0,0
Rueben Randle,NYG,@ PHI,L  7-27,5,44,8.8,0,0
Zach Ertz,PHI,vs NYG,W  27-7,4,43,10.8,0,0
Ricardo Lockette,SEA,vs CAR,L  23-27,2,43,21.5,1,0
Jarvis Landry,MIA,@ TEN,W  38-10,3,42,14.0,0,0
Brandin Cooks,NO,vs ATL,W  31-21,4,41,10.2,0,0
Jamison Crowder,WAS,@ NYJ,L  20-34,4,40,10.0,0,0
Branden Oliver,,@ GB,L  20-27,4,40,10.0,0,0
Golden Tate,DET,vs CHI,W  37-34,6,40,6.7,1,0
Gary Barnidge,CLE,vs DEN,L  23-26,3,39,13.0,2,0
Derek Carrier,WAS,@ NYJ,L  20-34,4,39,9.8,0,0
Scott Chandler,NE,@ IND,W  34-27,2,39,19.5,0,0
Justin Forsett,BAL,@ SF,L  20-25,7,39,5.6,0,0
Keshawn Martin,NE,@ IND,W  34-27,1,39,39.0,0,0
Randall Cobb,GB,vs,W  27-20,2,38,19.0,0,0
Josh Hill,NO,vs ATL,W  31-21,3,38,12.7,0,0
Quinton Patton,SF,vs BAL,W  25-20,2,38,19.0,1,0
Leonard Hankerson,ATL,@ NO,L  21-31,4,37,9.2,0,0
A.J. Green,CIN,@ BUF,W  34-21,4,36,9.0,0,0
Ladarius Green,,@ GB,L  20-27,3,35,11.7,1,0
Andre Johnson,IND,vs NE,L  27-34,3,35,11.7,0,0
Richard Rodgers,GB,vs,W  27-20,2,34,17.0,0,0
Jeremy Ross,BAL,@ SF,L  20-25,3,34,11.3,0,0
Kendall Wright,TEN,vs MIA,L  10-38,4,34,8.5,0,0
Dion Sims,MIA,@ TEN,W  38-10,4,33,8.2,1,0
Jacob Tamme,ATL,@ NO,L  21-31,3,32,10.7,0,0
Chris Hogan,BUF,vs CIN,L  21-34,2,31,15.5,0,0
Jordan Cameron,MIA,@ TEN,W  38-10,3,30,10.0,1,0
Phillip Dorsett,IND,vs NE,L  27-34,2,30,15.0,0,0
Tyler Eifert,CIN,@ BUF,W  34-21,4,30,7.5,1,0
Crockett Gillmore,BAL,@ SF,L  20-25,3,30,10.0,0,0
Allen Hurns,,vs HOU,L  20-31,2,30,15.0,1,0
James Jones,GB,vs,W  27-20,2,30,15.0,1,0
Mohamed Sanu,CIN,@ BUF,W  34-21,2,30,15.0,0,0
Griff Whalen,IND,vs NE,L  27-34,2,30,15.0,1,0
Larry Donnell,NYG,@ PHI,L  7-27,3,29,9.7,0,0
Pierre Garcon,WAS,@ NYJ,L  20-34,5,28,5.6,1,0
Chris Thompson,WAS,@ NYJ,L  20-34,6,26,4.3,0,0
C.J. Anderson,DEN,@ CLE,W  26-23,4,25,6.2,0,0
Andrew Hawkins,CLE,vs DEN,L  23-26,1,25,25.0,0,0
Antonio Brown,PIT,vs ARI,W  25-13,3,24,8.0,0,0
Owen Daniels,DEN,@ CLE,W  26-23,2,24,12.0,0,0
Ed Dickson,CAR,@ SEA,W  27-23,3,24,8.0,0,0
Devin Funchess,CAR,@ SEA,W  27-23,2,24,12.0,0,0
Khiry Robinson,NO,vs ATL,W  31-21,2,24,12.0,0,0
Maxx Williams,BAL,@ SF,L  20-25,4,24,6.0,0,0
Dwayne Allen,IND,vs NE,L  27-34,3,23,7.7,0,0
Doug Baldwin,SEA,vs CAR,L  23-27,3,23,7.7,0,0
Giovani Bernard,CIN,@ BUF,W  34-21,1,23,23.0,0,0
Toby Gerhart,,vs HOU,L  20-31,3,23,7.7,0,0
James O'Shaughnessy,KC,@ MIN,L  10-16,2,23,11.5,0,0
Mike Wallace,MIN,vs KC,W  16-10,2,23,11.5,0,0
Roddy White,ATL,@ NO,L  21-31,3,23,7.7,1,0
Kamar Aiken,BAL,@ SF,L  20-25,3,22,7.3,1,0
Corey Brown,CAR,@ SEA,W  27-23,2,22,11.0,0,0
Ryan Grant,WAS,@ NYJ,L  20-34,2,22,11.0,0,0
Kyle Juszczyk,BAL,@ SF,L  20-25,2,22,11.0,0,0
Will Tye,NYG,@ PHI,L  7-27,2,22,11.0,0,0
Ameer Abdullah,DET,vs CHI,W  37-34,3,21,7.0,0,0
Jerricho Cotchery,CAR,@ SEA,W  27-23,2,21,10.5,0,0
Justin Perillo,GB,vs,W  27-20,1,21,21.0,0,0
Fozzy Whittaker,CAR,@ SEA,W  27-23,2,21,10.5,0,0
Coby Fleener,IND,vs NE,L  27-34,3,20,6.7,0,0
Matt Forte,CHI,@ DET,L  34-37,3,20,6.7,0,0
