Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Whitney Mercilus,HOU,vs TEN,W  20-6,3.5,23.5,4,6,1,0,0
J.J. Watt,HOU,vs TEN,W  20-6,2.5,13.5,10,3,2,1,0
Chandler Jones,NE,vs MIA,W  36-7,2.0,14.0,2,4,0,0,0
Robert Mathis,IND,@ CAR,L  26-29,2.0,9.0,2,3,0,0,0
Ron Parker,KC,vs DET,W  45-10,2.0,9.0,2,4,0,0,0
Justin Houston,KC,vs DET,W  45-10,1.5,11.0,2,2,1,0,0
Melvin Ingram,,@ BAL,L  26-29,1.5,15.0,2,4,2,0,0
Jared Allen,CAR,vs IND,W  29-26,1.0,7.0,5,2,3,0,0
Ricardo Allen,ATL,vs TB,L  20-23,1.0,0.0,1,5,1,0,0
Ezekiel Ansah,DET,@ KC,L  10-45,1.0,1.0,1,3,1,0,0
Geno Atkins,CIN,@ PIT,W  16-10,1.0,8.0,2,2,0,0,0
Denico Autry,OAK,vs NYJ,W  34-20,1.0,3.0,2,5,0,0,0
Michael Brockers,,vs SF,W  27-6,1.0,3.0,2,2,2,0,0
Desmond Bryant,CLE,vs ARI,L  20-34,1.0,2.0,3,2,1,0,0
Jared Crick,HOU,vs TEN,W  20-6,1.0,9.0,1,3,1,0,1
Bud Dupree,PIT,vs CIN,L  10-16,1.0,0.0,1,1,0,0,0
Kony Ealy,CAR,vs IND,W  29-26,1.0,1.0,0,1,4,1,0
Kasim Edebali,NO,vs NYG,W  52-49,1.0,3.0,1,1,1,0,0
Dwight Freeney,ARI,@ CLE,W  34-20,1.0,8.0,0,1,0,1,0
Wallace Gilberry,CIN,@ PIT,W  16-10,1.0,2.0,2,1,0,0,0
D.J. Hayden,OAK,vs NYJ,W  34-20,1.0,5.0,0,3,0,0,0
Dont'a Hightower,NE,vs MIA,W  36-7,1.0,8.0,3,3,0,0,0
Ramon Humber,NO,vs NYG,W  52-49,1.0,5.0,1,2,0,0,0
Danielle Hunter,MIN,@ CHI,W  23-20,1.0,3.0,1,1,0,0,0
Bruce Irvin,SEA,@ DAL,W  13-12,1.0,6.0,1,1,0,0,0
Timmy Jernigan,BAL,vs,W  29-26,1.0,11.0,1,2,0,0,0
Derrick Johnson,KC,vs DET,W  45-10,1.0,7.0,1,5,0,0,0
Michael Johnson,CIN,@ PIT,W  16-10,1.0,12.0,2,1,0,0,0
Jason Jones,DET,@ KC,L  10-45,1.0,7.0,1,2,0,0,0
Howard Jones,TB,@ ATL,W  23-20,1.0,2.0,1,1,0,1,0
Karl Klug,TEN,@ HOU,L  6-20,1.0,8.0,1,1,0,0,0
Khalil Mack,OAK,vs NYJ,W  34-20,1.0,11.0,1,5,1,0,0
Devin McCourty,NE,vs MIA,W  36-7,1.0,13.0,1,3,0,0,0
