Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Yannick Ngakoue,JAX,@ CLE,W  19-7,2.5,32.0,1,2,1,2,0
Derek Barnett,PHI,@ DAL,W  37-9,2.0,20.0,3,3,0,1,0
Jadeveon Clowney,HOU,vs ARI,W  31-21,2.0,13.0,3,3,2,0,0
Carlos Dunlap,CIN,@ DEN,W  20-17,2.0,13.0,4,4,0,0,0
Willie Henry,BAL,@ GB,W  23-0,2.0,12.0,2,5,0,0,0
Cameron Heyward,PIT,vs TEN,W  40-17,2.0,23.0,3,2,1,0,0
Matt Judon,BAL,@ GB,W  23-0,2.0,25.0,2,6,1,1,0
Terrell Suggs,BAL,@ GB,W  23-0,2.0,12.0,3,2,0,1,0
Budda Baker,ARI,@ HOU,L  21-31,1.0,7.0,1,10,2,2,1
Vonn Bell,NO,vs WAS,W  34-31,1.0,12.0,1,10,3,1,0
Joey Bosa,LAC,vs BUF,W  54-24,1.0,4.0,4,1,0,1,0
Tashawn Bower,MIN,vs LA,W  24-7,1.0,7.0,1,1,0,0,0
James Burgess,CLE,vs JAX,L  7-19,1.0,7.0,1,7,8,0,0
Kyler Fackrell,GB,vs BAL,L  0-23,1.0,8.0,1,4,1,0,0
Dante Fowler,JAX,@ CLE,W  19-7,1.0,8.0,1,1,0,0,1
Brandon Graham,PHI,@ DAL,W  37-9,1.0,4.0,1,2,2,0,0
Danielle Hunter,MIN,vs LA,W  24-7,1.0,9.0,1,1,2,0,0
Kemal Ishmael,ATL,@ SEA,W  34-31,1.0,12.0,1,1,1,0,0
Malik Jackson,JAX,@ CLE,W  19-7,1.0,3.0,1,3,0,1,0
Grady Jarrett,ATL,@ SEA,W  34-31,1.0,8.0,3,2,1,0,0
Timmy Jernigan,PHI,@ DAL,W  37-9,1.0,8.0,1,1,2,0,0
Christian Jones,CHI,vs DET,L  24-27,1.0,7.0,1,6,2,0,0
Cameron Jordan,NO,vs WAS,W  34-31,1.0,10.0,1,4,0,0,0
Devon Kennard,NYG,vs KC,W  12-9,1.0,1.0,1,2,0,0,0
Ryan Kerrigan,WAS,@ NO,L  31-34,1.0,6.0,1,4,0,0,0
Christian Kirksey,CLE,vs JAX,L  7-19,1.0,2.0,1,8,6,1,0
Karl Klug,TEN,@ PIT,L  17-40,1.0,6.0,1,1,0,0,0
Nick Kwiatkoski,CHI,vs DET,L  24-27,1.0,4.0,1,2,0,1,0
Anthony Lanier,WAS,@ NO,L  31-34,1.0,4.0,2,1,0,0,0
Shaq Lawson,BUF,@ LAC,L  24-54,1.0,1.0,0,4,0,1,0
Khalil Mack,OAK,vs NE,L  8-33,1.0,8.0,3,3,1,0,0
Clay Matthews,GB,vs BAL,L  0-23,1.0,8.0,1,1,0,0,0
Gerald McCoy,TB,@ MIA,W  30-20,1.0,0.0,3,3,4,0,0
Takkarist McKinley,ATL,@ SEA,W  34-31,1.0,10.0,2,2,0,0,0
Derrick Morgan,TEN,@ PIT,L  17-40,1.0,6.0,1,2,1,0,0
Shane Ray,DEN,vs CIN,L  17-20,1.0,8.0,2,2,0,0,0
Sheldon Richardson,SEA,vs ATL,L  31-34,1.0,5.0,1,4,2,0,0
Stephon Tuitt,PIT,vs TEN,W  40-17,1.0,6.0,2,2,1,0,0
Mitch Unrein,CHI,vs DET,L  24-27,1.0,1.0,1,4,1,0,0
Cameron Wake,MIA,vs TB,L  20-30,1.0,7.0,2,3,0,0,0
Erik Walden,TEN,@ PIT,L  17-40,1.0,3.0,1,2,0,0,0
Leterrius Walton,PIT,vs TEN,W  40-17,1.0,4.0,1,1,1,0,0
Vince Williams,PIT,vs TEN,W  40-17,1.0,9.0,3,6,1,0,0
Derek Wolfe,DEN,vs CIN,L  17-20,1.0,5.0,2,5,0,0,0
Ahmad Brooks,GB,vs BAL,L  0-23,0.5,3.0,1,2,1,0,0
Vontaze Burfict,CIN,@ DEN,W  20-17,0.5,6.0,1,10,2,1,0
Calais Campbell,JAX,@ CLE,W  19-7,0.5,2.0,1,1,1,1,0
Trey Flowers,NE,@ OAK,W  33-8,0.5,1.0,4,2,2,0,0
Carl Lawson,CIN,@ DEN,W  20-17,0.5,6.0,2,0,1,0,0
Jeremiah Ledbetter,DET,@ CHI,W  27-24,0.5,1.5,2,0,1,0,0
Dean Lowry,GB,vs BAL,L  0-23,0.5,3.0,1,2,2,0,0
Kyle Van Noy,NE,@ OAK,W  33-8,0.5,1.0,1,2,2,0,0
Cornelius Washington,DET,@ CHI,W  27-24,0.5,1.5,1,2,2,0,0
Sam Acho,CHI,vs DET,L  24-27,0.0,0.0,1,1,0,0,0
Kenneth Acker,KC,@ NYG,L  9-12,0.0,0.0,0,1,0,0,0
Jerell Adams,NYG,vs KC,W  12-9,0.0,0.0,0,0,0,0,0
Andrew Adams,NYG,vs KC,W  12-9,0.0,0.0,0,5,0,0,0
Jahleel Addae,LAC,vs BUF,W  54-24,0.0,0.0,0,3,0,0,0
Jamal Agnew,DET,@ CHI,W  27-24,0.0,0.0,0,0,0,0,0
Lorenzo Alexander,BUF,@ LAC,L  24-54,0.0,0.0,0,2,1,0,0
Mackensie Alexander,MIN,vs LA,W  24-7,0.0,0.0,1,2,0,0,0
Kwon Alexander,TB,@ MIA,W  30-20,0.0,0.0,0,6,2,0,0
D.J. Alexander,SEA,vs ATL,L  31-34,0.0,0.0,0,0,0,0,0
Robert Alford,ATL,@ SEA,W  34-31,0.0,0.0,0,7,2,0,0
Dwayne Allen,NE,@ OAK,W  33-8,0.0,0.0,0,0,0,0,0
Beau Allen,PHI,@ DAL,W  37-9,0.0,0.0,0,1,1,0,0
Kiko Alonso,MIA,vs TB,L  20-30,0.0,0.0,0,8,2,0,0
Adrian Amos,CHI,vs DET,L  24-27,0.0,0.0,0,5,0,0,0
Prince Amukamara,CHI,vs DET,L  24-27,0.0,0.0,0,3,0,0,0
Ryan Anderson,WAS,@ NO,L  31-34,0.0,0.0,0,1,0,0,0
Richard Ash,DAL,vs PHI,L  9-37,0.0,0.0,0,1,1,0,0
Geno Atkins,CIN,@ DEN,W  20-17,0.0,0.0,2,1,0,0,0
Jeremiah Attaochu,LAC,vs BUF,W  54-24,0.0,0.0,0,2,0,0,0
Denico Autry,OAK,vs NE,L  8-33,0.0,0.0,0,1,0,0,0
Robert Ayers,TB,@ MIA,W  30-20,0.0,0.0,2,1,2,0,0
Akeem Ayers,NYG,vs KC,W  12-9,0.0,0.0,0,0,1,0,0
Johnson Bademosi,NE,@ OAK,W  33-8,0.0,0.0,0,1,0,0,0
Chris Baker,TB,@ MIA,W  30-20,0.0,0.0,0,0,2,0,0
Peyton Barber,TB,@ MIA,W  30-20,0.0,0.0,0,0,0,0,0
Anthony Barr,MIN,vs LA,W  24-7,0.0,0.0,0,1,0,0,0
Shaquil Barrett,DEN,vs CIN,L  17-20,0.0,0.0,0,1,0,0,0
Mark Barron,LA,@ MIN,L  7-24,0.0,0.0,0,4,5,0,0
Connor Barwin,LA,@ MIN,L  7-24,0.0,0.0,1,0,1,0,0
Daren Bates,TEN,@ PIT,L  17-40,0.0,0.0,0,0,0,0,0
Vic Beasley,ATL,@ SEA,W  34-31,0.0,0.0,0,0,1,0,0
Kendell Beckwith,TB,@ MIA,W  30-20,0.0,0.0,0,1,0,0,0
Nick Bellore,DET,@ CHI,W  27-24,0.0,0.0,0,0,0,0,0
Michael Bennett,SEA,vs ATL,L  31-34,0.0,0.0,2,2,0,0,0
Nat Berhe,NYG,vs KC,W  12-9,0.0,0.0,0,0,0,0,0
Antoine Bethea,ARI,@ HOU,L  21-31,0.0,0.0,0,2,3,0,0
Vince Biegel,GB,vs BAL,L  0-23,0.0,0.0,0,2,0,0,0
Andrew Billings,CIN,@ DEN,W  20-17,0.0,0.0,1,0,1,0,0
Briean Boddy-Calhoun,CLE,vs JAX,L  7-19,0.0,0.0,0,1,0,0,0
Devante Bond,TB,@ MIA,W  30-20,0.0,0.0,0,0,0,0,0
Blake Bortles,JAX,@ CLE,W  19-7,0.0,0.0,0,0,0,0,0
Matt Bosher,ATL,@ SEA,W  34-31,0.0,0.0,0,0,0,0,0
Tre Boston,LAC,vs BUF,W  54-24,0.0,0.0,0,4,0,0,0
Chris Boswell,PIT,vs TEN,W  40-17,0.0,0.0,0,0,0,0,0
A.J. Bouye,JAX,@ CLE,W  19-7,0.0,0.0,0,2,0,0,0
Navorro Bowman,OAK,vs NE,L  8-33,0.0,0.0,0,3,1,0,0
