Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Logan Paulsen,ATL,vs DAL,L  19-22,2,19,9.5,0,0
MyCole Pruitt,TEN,@ IND,L  10-38,1,19,19.0,0,0
Dede Westbrook,JAX,vs PIT,L  16-20,2,19,9.5,0,0
Chad Beebe,MIN,@ CHI,L  20-25,1,18,18.0,0,0
Michael Floyd,WAS,vs HOU,L  21-23,1,18,18.0,0,0
David Johnson,ARI,vs OAK,L  21-23,1,17,17.0,0,0
Nick Vannett,SEA,vs GB,W  27-24,1,17,17.0,0,0
Cameron Brate,TB,@ NYG,L  35-38,2,16,8.0,0,0
Equanimeous St. Brown,GB,@ SEA,L  24-27,1,16,16.0,0,0
Luke Stocker,TEN,@ IND,L  10-38,2,16,8.0,0,0
D.J. Chark,JAX,vs PIT,L  16-20,2,15,7.5,0,0
Ed Dickson,SEA,vs GB,W  27-24,1,15,15.0,1,0
Zach Ertz,PHI,@ NO,L  7-48,2,15,7.5,0,0
Ryan Grant,IND,vs TEN,W  38-10,2,15,7.5,0,0
Chris Moore,BAL,vs CIN,W  24-21,1,14,14.0,0,0
Demarcus Robinson,KC,@ LA,L  51-54,1,14,14.0,0,0
Jimmy Graham,GB,@ SEA,L  24-27,1,13,13.0,0,0
Maurice Harris,WAS,vs HOU,L  21-23,1,13,13.0,0,0
Kyle Rudolph,MIN,@ CHI,L  20-25,2,13,6.5,0,0
Levine Toilolo,DET,vs CAR,W  20-19,1,13,13.0,0,0
Rhett Ellison,NYG,vs TB,W  38-35,1,12,12.0,0,0
Andy Janovich,DEN,@ LAC,W  23-22,1,12,12.0,0,0
Lance Kendricks,GB,@ SEA,L  24-27,2,12,6.0,0,0
Ito Smith,ATL,vs DAL,L  19-22,2,12,6.0,0,0
Josh Bellamy,CHI,vs MIN,W  25-20,2,11,5.5,0,0
Donte Moncrief,JAX,vs PIT,L  16-20,1,11,11.0,0,0
Zach Pascal,IND,vs TEN,W  38-10,1,11,11.0,0,0
Jordan Thomas,HOU,@ WAS,W  23-21,1,11,11.0,0,0
James Washington,PIT,@ JAX,W  20-16,1,11,11.0,0,0
Ameer Abdullah,MIN,@ CHI,L  20-25,1,10,10.0,0,0
Saquon Barkley,NYG,vs TB,W  38-35,2,10,5.0,1,0
Bennie Fowler,NYG,vs TB,W  38-35,1,10,10.0,0,0
Michael Gallup,DAL,@ ATL,W  22-19,1,10,10.0,0,0
Kerryon Johnson,DET,vs CAR,W  20-19,2,10,5.0,0,0
Trey Burton,CHI,vs MIN,W  25-20,1,9,9.0,0,0
Corey Coleman,NYG,vs TB,W  38-35,1,9,9.0,0,0
Matt LaCosse,DEN,@ LAC,W  23-22,1,9,9.0,0,0
Greg Olsen,CAR,@ DET,L  19-20,2,9,4.5,1,0
Chester Rogers,IND,vs TEN,W  38-10,2,9,4.5,0,0
T.J. Yeldon,JAX,vs PIT,L  16-20,2,9,4.5,0,0
Jermaine Gresham,ARI,vs OAK,L  21-23,1,8,8.0,0,0
Dion Lewis,TEN,@ IND,L  10-38,1,8,8.0,0,0
Marlon Mack,IND,vs TEN,W  38-10,1,8,8.0,0,0
Rod Smith,DAL,@ ATL,W  22-19,2,8,4.0,0,0
Marquez Valdes-Scantling,GB,@ SEA,L  24-27,1,8,8.0,0,0
Michael Crabtree,BAL,vs CIN,W  24-21,1,7,7.0,0,0
Royce Freeman,DEN,@ LAC,W  23-22,1,7,7.0,0,0
Laquon Treadwell,MIN,@ CHI,L  20-25,1,7,7.0,0,0
Kapri Bibbs,WAS,vs HOU,L  21-23,2,6,3.0,0,0
Doug Martin,OAK,@ ARI,W  23-21,1,6,6.0,0,0
Trent Sherfield,ARI,vs OAK,L  21-23,1,6,6.0,0,0
Lee Smith,OAK,@ ARI,W  23-21,2,6,3.0,0,0
Cameron Batson,TEN,@ IND,L  10-38,1,5,5.0,0,0
Jordan Franks,CIN,@ BAL,L  21-24,1,5,5.0,0,0
Ricky Seals-Jones,ARI,vs OAK,L  21-23,1,5,5.0,0,0
Auden Tate,CIN,@ BAL,L  21-24,1,5,5.0,0,0
Peyton Barber,TB,@ NYG,L  35-38,2,4,2.0,0,0
Devontae Booker,DEN,@ LAC,W  23-22,1,4,4.0,0,0
Ben Braunecker,CHI,vs MIN,W  25-20,1,4,4.0,0,0
Corey Clement,PHI,@ NO,L  7-48,2,4,2.0,0,0
DaeSean Hamilton,DEN,@ LAC,W  23-22,1,4,4.0,0,0
Matt Lengel,CIN,@ BAL,L  21-24,1,4,4.0,1,0
James O'Shaughnessy,JAX,vs PIT,L  16-20,1,4,4.0,0,0
Elijhaa Penny,NYG,vs TB,W  38-35,2,4,2.0,0,0
Sammy Watkins,KC,@ LA,L  51-54,1,4,4.0,0,0
Austin Carr,NO,vs PHI,W  48-7,1,3,3.0,1,0
Xavier Grimble,PIT,@ JAX,W  20-16,1,3,3.0,0,0
Demetrius Harris,KC,@ LA,L  51-54,1,3,3.0,0,0
Khadarel Hodge,LA,vs KC,W  54-51,1,3,3.0,0,0
Jordan Howard,CHI,vs MIN,W  25-20,1,2,2.0,0,0
T.J. Jones,DET,vs CAR,W  20-19,1,2,2.0,0,0
Nelson Agholor,PHI,@ NO,L  7-48,0,0,0.0,0,0
Mo Alie-Cox,IND,vs TEN,W  38-10,0,0,0.0,0,0
Travis Benjamin,LAC,vs DEN,L  22-23,0,0,0.0,0,0
Cody Core,CIN,@ BAL,L  21-24,0,0,0.0,0,0
Vernon Davis,WAS,vs HOU,L  21-23,0,0,0.0,0,0
Alex Erickson,CIN,@ BAL,L  21-24,0,0,0.0,0,0
Dallas Goedert,PHI,@ NO,L  7-48,0,0,0.0,0,0
Taysom Hill,NO,vs PHI,W  48-7,0,0,0.0,0,0
Jesse James,PIT,@ JAX,W  20-16,0,0,0.0,0,0
Andrew Luck,IND,vs TEN,W  38-10,0,0,0.0,0,0
Byron Marshall,WAS,vs HOU,L  21-23,0,0,0.0,0,0
J.J. Nelson,ARI,vs OAK,L  21-23,0,0,0.0,0,0
Tim Patrick,DEN,@ LAC,W  23-22,0,0,0.0,0,0
Jacquizz Rodgers,TB,@ NYG,L  35-38,0,0,0.0,0,0
Adam Shaheen,CHI,vs MIN,W  25-20,0,0,0.0,0,0
Jeremy Sprinkle,WAS,vs HOU,L  21-23,0,0,0.0,0,0
Demaryius Thomas,HOU,@ WAS,W  23-21,0,0,0.0,0,0
Luke Willson,DET,vs CAR,W  20-19,0,0,0.0,0,0
Dalvin Cook,MIN,@ CHI,L  20-25,3,-2,-0.7,0,1
Russell Wilson,SEA,vs GB,W  27-24,1,-11,-11.0,0,0
