Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
T.Y. Hilton,IND,@ NYJ,W  41-10,9,146,16.2,0,0
Golden Tate,DET,@ NO,W  28-13,8,145,18.1,1,0
Travis Kelce,KC,@ ATL,W  29-28,8,140,17.5,0,0
Jordy Nelson,GB,vs HOU,W  21-13,8,118,14.8,1,0
Julio Jones,ATL,vs KC,L  28-29,7,113,16.1,0,0
Ladarius Green,PIT,vs NYG,W  24-14,6,110,18.3,1,0
Julian Edelman,NE,vs LA,W  26-10,8,101,12.6,0,0
Odell Beckham,NYG,@ PIT,L  14-24,10,100,10.0,0,0
Brandon LaFell,CIN,vs PHI,W  32-14,5,95,19.0,1,0
Josh Bellamy,CHI,vs SF,W  26-6,4,93,23.2,0,0
David Johnson,ARI,vs WAS,W  31-23,9,91,10.1,1,0
Dennis Pitta,BAL,vs MIA,W  38-6,9,90,10.0,2,1
Jarvis Landry,MIA,@ BAL,L  6-38,11,87,7.9,0,0
Cameron Brate,TB,@,W  28-21,6,86,14.3,1,0
Coby Fleener,NO,vs DET,L  13-28,5,86,17.2,0,0
Adam Thielen,MIN,vs DAL,L  15-17,7,86,12.3,0,1
Dez Bryant,DAL,@ MIN,W  17-15,4,84,21.0,1,0
Malcolm Mitchell,NE,vs LA,W  26-10,8,82,10.2,0,0
Ted Ginn,CAR,@ SEA,L  7-40,5,80,16.0,1,0
Paul Turner,PHI,@ CIN,L  14-32,6,80,13.3,0,0
Zach Ertz,PHI,@ CIN,L  14-32,9,79,8.8,1,0
Larry Fitzgerald,ARI,vs WAS,W  31-23,10,78,7.8,0,0
Pierre Garcon,WAS,@ ARI,L  23-31,7,78,11.1,0,0
Michael Crabtree,OAK,vs BUF,W  38-24,7,74,10.6,1,0
Brandin Cooks,NO,vs DET,L  13-28,7,73,10.4,0,0
Dwayne Allen,IND,@ NYJ,W  41-10,4,72,18.0,3,0
Jermaine Kearse,SEA,vs CAR,W  40-7,5,68,13.6,0,0
Kenny Britt,LA,@ NE,L  10-26,2,67,33.5,1,0
Cameron Meredith,CHI,vs SF,W  26-6,3,67,22.3,0,0
Tyler Boyd,CIN,vs PHI,W  32-14,4,66,16.5,0,0
Doug Baldwin,SEA,vs CAR,W  40-7,7,65,9.3,0,0
Le'Veon Bell,PIT,vs NYG,W  24-14,6,64,10.7,0,1
Jimmy Graham,SEA,vs CAR,W  40-7,6,63,10.5,1,0
Tyler Lockett,SEA,vs CAR,W  40-7,5,63,12.6,0,0
Robby Anderson,NYJ,vs IND,L  10-41,4,61,15.2,1,0
LeSean McCoy,BUF,@ OAK,L  24-38,7,61,8.7,0,0
Demaryius Thomas,DEN,@ JAX,W  20-10,6,61,10.2,0,0
Amari Cooper,OAK,vs BUF,W  38-24,2,59,29.5,1,0
Stefon Diggs,MIN,vs DAL,L  15-17,8,59,7.4,0,0
Will Fuller,HOU,@ GB,L  13-21,5,59,11.8,0,0
DeSean Jackson,WAS,@ ARI,L  23-31,1,59,59.0,0,0
Breshad Perriman,BAL,vs MIA,W  38-6,2,59,29.5,1,0
Mike Wallace,BAL,vs MIA,W  38-6,6,59,9.8,0,0
Cody Core,CIN,vs PHI,W  32-14,2,58,29.0,0,0
DeAndre Hopkins,HOU,@ GB,L  13-21,3,58,19.3,1,0
Mychal Rivera,OAK,vs BUF,W  38-24,3,57,19.0,0,0
Freddie Martino,TB,@,W  28-21,4,56,14.0,0,0
Antonio Brown,PIT,vs NYG,W  24-14,6,54,9.0,1,0
Matt Forte,NYJ,vs IND,L  10-41,3,54,18.0,0,0
Melvin Gordon,,vs TB,L  21-28,4,54,13.5,0,0
