Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Frank Clark,SEA,vs HOU,W  41-38,2.0,19.0,2,3,1,0,0
Leger Douzable,SF,@ PHI,L  10-33,2.0,13.0,2,5,0,0,0
Justin Houston,KC,vs DEN,W  29-19,2.0,10.0,3,5,1,0,0
David Irving,DAL,@ WAS,W  33-19,2.0,11.0,2,2,2,0,0
Ryan Kerrigan,WAS,vs DAL,L  19-33,2.0,5.0,2,2,0,0,0
Mario Addison,CAR,@ TB,W  17-3,1.5,12.5,2,3,2,0,0
Michael Bennett,SEA,vs HOU,W  41-38,1.5,7.0,2,4,2,0,0
Tyson Alualu,PIT,@ DET,W  20-15,1.0,1.0,1,2,1,0,0
Henry Anderson,IND,@ CIN,L  23-24,1.0,8.0,1,5,2,0,0
Geno Atkins,CIN,vs IND,W  24-23,1.0,6.0,1,4,1,0,0
Shaquil Barrett,DEN,@ KC,L  19-29,1.0,5.0,1,2,0,1,0
Tarell Basham,IND,@ CIN,L  23-24,1.0,14.0,2,1,1,0,0
Joey Bosa,LAC,@ NE,L  13-21,1.0,9.0,1,4,0,0,0
Jon Bostic,IND,@ CIN,L  23-24,1.0,3.0,0,4,4,0,1
Tyus Bowser,BAL,vs MIA,W  40-0,1.0,5.0,1,1,0,0,0
Jadeveon Clowney,HOU,@ SEA,L  38-41,1.0,0.0,1,4,0,1,0
Fletcher Cox,PHI,vs SF,W  33-10,1.0,8.0,2,1,1,0,0
Tyrone Crawford,DAL,@ WAS,W  33-19,1.0,5.0,4,2,2,1,0
Vinny Curry,PHI,vs SF,W  33-10,1.0,9.0,3,5,0,0,0
Carlos Dunlap,CIN,vs IND,W  24-23,1.0,2.0,2,3,0,0,0
Dwight Freeney,SEA,vs HOU,W  41-38,1.0,6.0,1,1,0,0,0
Brandon Graham,PHI,vs SF,W  33-10,1.0,6.0,1,1,1,0,0
Everson Griffen,MIN,@ CLE,W  33-16,1.0,10.0,5,1,0,0,0
Trey Hendrickson,NO,vs CHI,W  20-12,1.0,5.0,1,1,1,0,0
Cameron Heyward,PIT,@ DET,W  20-15,1.0,11.0,2,3,0,0,0
Akiem Hicks,CHI,@ NO,L  12-20,1.0,8.0,2,2,0,0,0
Tom Johnson,MIN,@ CLE,W  33-16,1.0,1.0,2,2,0,0,0
Linval Joseph,MIN,@ CLE,W  33-16,1.0,7.0,1,2,0,0,0
Ufomba Kamalu,HOU,@ SEA,L  38-41,1.0,6.0,1,1,1,0,0
Mychal Kendricks,PHI,vs SF,W  33-10,1.0,0.0,2,6,1,0,0
Desmond King,LAC,@ NE,L  13-21,1.0,0.0,1,4,0,0,0
Dre Kirkpatrick,CIN,vs IND,W  24-23,1.0,2.0,1,3,0,0,0
Demarcus Lawrence,DAL,@ WAS,W  33-19,1.0,11.0,3,1,1,0,1
Carl Lawson,CIN,vs IND,W  24-23,1.0,7.0,1,1,0,0,0
Anthony Levine,BAL,vs MIA,W  40-0,1.0,8.0,1,2,0,0,0
Takkarist McKinley,ATL,@ NYJ,W  25-20,1.0,7.0,2,2,0,1,0
Earl Mitchell,SF,@ PHI,L  10-33,1.0,6.0,1,1,0,0,0
Carl Nassib,CLE,vs MIN,L  16-33,1.0,1.0,1,4,0,0,0
Julius Peppers,CAR,@ TB,W  17-3,1.0,0.0,1,2,0,1,0
Darius Philon,LAC,@ NE,L  13-21,1.0,7.0,1,1,1,0,0
Desmond Trufant,ATL,@ NYJ,W  25-20,1.0,7.0,1,2,0,0,0
Mitch Unrein,CHI,@ NO,L  12-20,1.0,5.0,1,4,0,0,0
Muhammad Wilkerson,NYJ,vs ATL,L  20-25,1.0,8.0,1,5,0,0,0
Justin Coleman,SEA,vs HOU,W  41-38,0.5,3.0,1,0,1,0,0
Grady Jarrett,ATL,@ NYJ,W  25-20,0.5,3.5,1,4,3,0,0
Cameron Jordan,NO,vs CHI,W  20-12,0.5,4.5,2,2,2,0,0
Bennie Logan,KC,vs DEN,W  29-19,0.5,0.5,1,4,1,0,0
Kyle Love,CAR,@ TB,W  17-3,0.5,3.5,1,0,2,0,0
C.J. Mosley,BAL,vs MIA,W  40-0,0.5,6.0,2,3,1,0,0
Rakeem Nunez-Roches,KC,vs DEN,W  29-19,0.5,0.5,1,0,2,0,0
Dontari Poe,ATL,@ NYJ,W  25-20,0.5,3.5,2,2,2,0,0
Za'Darius Smith,BAL,vs MIA,W  40-0,0.5,6.0,2,0,1,0,0
Kenny Vaccaro,NO,vs CHI,W  20-12,0.5,4.5,1,6,3,0,0
Sam Acho,CHI,@ NO,L  12-20,0.0,0.0,0,3,1,0,0
Kenneth Acker,KC,vs DEN,W  29-19,0.0,0.0,0,5,1,0,0
Mike Adams,CAR,@ TB,W  17-3,0.0,0.0,0,3,0,0,0
Jamal Adams,NYJ,vs ATL,L  20-25,0.0,0.0,0,4,0,0,1
Jahleel Addae,LAC,@ NE,L  13-21,0.0,0.0,0,9,0,0,0
Lorenzo Alexander,BUF,vs OAK,W  34-14,0.0,0.0,1,3,0,1,0
Mackensie Alexander,MIN,@ CLE,W  33-16,0.0,0.0,0,2,0,0,0
Kwon Alexander,TB,vs CAR,L  3-17,0.0,0.0,0,6,4,0,0
D.J. Alexander,SEA,vs HOU,W  41-38,0.0,0.0,0,0,0,0,0
Robert Alford,ATL,@ NYJ,W  25-20,0.0,0.0,0,3,0,0,0
Chase Allen,MIA,@ BAL,L  0-40,0.0,0.0,0,2,0,0,0
Ricardo Allen,ATL,@ NYJ,W  25-20,0.0,0.0,0,2,0,0,0
Javorius Allen,BAL,vs MIA,W  40-0,0.0,0.0,0,0,0,0,0
Kiko Alonso,MIA,@ BAL,L  0-40,0.0,0.0,0,8,1,0,0
Adrian Amos,CHI,@ NO,L  12-20,0.0,0.0,0,5,0,1,1
Prince Amukamara,CHI,@ NO,L  12-20,0.0,0.0,0,2,0,0,0
Zaire Anderson,DEN,@ KC,L  19-29,0.0,0.0,0,1,2,0,0
Ezekiel Ansah,DET,vs PIT,L  15-20,0.0,0.0,1,1,1,0,0
Terron Armstead,NO,vs CHI,W  20-12,0.0,0.0,0,0,0,0,0
Ray-Ray Armstrong,SF,@ PHI,L  10-33,0.0,0.0,0,4,0,0,0
Richard Ash,DAL,@ WAS,W  33-19,0.0,0.0,0,2,0,0,0
Robert Ayers,TB,vs CAR,L  3-17,0.0,0.0,0,2,0,0,0
Johnson Bademosi,NE,vs LAC,W  21-13,0.0,0.0,0,4,1,0,0
Allen Bailey,KC,vs DEN,W  29-19,0.0,0.0,0,2,1,0,0
Chris Baker,TB,vs CAR,L  3-17,0.0,0.0,0,3,0,0,0
Peyton Barber,TB,vs CAR,L  3-17,0.0,0.0,0,0,0,0,0
Derek Barnett,PHI,vs SF,W  33-10,0.0,0.0,2,2,0,0,0
