Name,Team,Opp,Score,Comp,Att,Yds,TD,Int,Sck,FUM,Rate
Derek Carr,OAK,@ TB,W  30-24,40,59,513,4,0,2,1,117.4
Kirk Cousins,WAS,@ CIN,T 27-27,38,56,458,2,1,1,0,97.2
Carson Palmer,ARI,@ CAR,L  20-30,35,46,363,3,1,8,1,111.1
Josh McCown,CLE,vs NYJ,L  28-31,25,49,341,2,2,1,0,70.2
Blake Bortles,JAX,@ TEN,L  22-36,33,54,337,3,0,2,0,97.5
Tom Brady,NE,@ BUF,W  41-25,22,33,315,4,0,4,0,137.0
Matt Ryan,ATL,vs GB,W  33-32,28,35,288,3,0,2,0,129.5
Dak Prescott,DAL,vs PHI,W  29-23,19,39,287,2,1,2,0,79.8
Andy Dalton,CIN,vs WAS,T 27-27,27,42,284,1,1,3,1,81.8
Trevor Siemian,DEN,vs,W  27-19,20,38,276,0,1,1,1,65.2
Marcus Mariota,TEN,vs JAX,W  36-22,18,22,270,2,0,0,0,148.1
Philip Rivers,,@ DEN,L  19-27,20,47,267,2,3,4,0,48.8
Drew Brees,NO,vs SEA,W  25-20,27,35,265,1,0,2,0,107.4
Russell Wilson,SEA,@ NO,L  20-25,22,34,253,0,1,1,0,74.8
Jay Cutler,CHI,vs MIN,W  20-10,20,31,252,1,0,1,0,100.5
Aaron Rodgers,GB,@ ATL,L  32-33,28,38,246,4,0,3,0,125.5
Matthew Stafford,DET,@ HOU,L  13-20,27,41,240,1,0,1,0,89.5
Sam Bradford,MIN,@ CHI,L  10-20,23,37,228,1,0,5,0,88.6
Ryan Fitzpatrick,NYJ,@ CLE,W  31-28,16,34,228,1,0,2,0,79.0
Nick Foles,KC,@ IND,W  30-14,16,22,223,2,0,2,0,135.2
Cam Newton,CAR,vs ARI,W  30-20,14,27,212,0,0,1,0,78.0
Andrew Luck,IND,vs KC,L  14-30,19,35,210,2,1,6,1,79.5
Carson Wentz,PHI,@ DAL,L  23-29,32,43,202,1,0,3,0,91.4
Brock Osweiler,HOU,vs DET,W  20-13,20,29,186,1,1,3,0,83.4
Tyrod Taylor,BUF,vs NE,L  25-41,19,38,183,0,0,1,0,63.8
Jameis Winston,TB,vs OAK,L  24-30,16,32,180,2,0,2,0,88.0
Alex Smith,KC,@ IND,W  30-14,9,19,127,1,0,1,0,87.0
Tanner McEvoy,SEA,@ NO,L  20-25,1,1,43,0,0,0,0,118.8
E.J. Manuel,BUF,vs NE,L  25-41,1,2,35,0,0,1,0,95.8
Matt Cassel,TEN,vs JAX,W  36-22,1,1,10,0,0,0,0,108.3
Kevin Hogan,CLE,vs NYJ,L  28-31,2,2,4,0,0,0,0,79.2
Cole Beasley,DAL,vs PHI,W  29-23,0,1,0,0,0,0,0,39.6
Jimmy Garoppolo,NE,@ BUF,W  41-25,0,0,0,0,0,1,0,0.0
Josh Huff,PHI,@ DAL,L  23-29,0,1,0,0,0,0,0,39.6
Jon Ryan,SEA,@ NO,L  20-25,0,1,0,0,0,0,0,39.6
