Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Aaron Donald,LA,@ ARI,W  31-9,3.0,21.0,4,5,2,0,0
Chris Long,PHI,vs HOU,W  32-30,2.0,20.0,3,2,0,1,0
Cassius Marsh,SF,vs CHI,L  9-14,2.0,8.0,2,2,1,0,0
Patrick Onwuasor,BAL,@ LAC,W  22-10,2.0,16.0,2,8,1,1,0
Chris Jones,KC,@ SEA,L  31-38,1.5,11.5,3,2,1,0,0
Darius Philon,LAC,vs BAL,L  10-22,1.5,1.5,3,3,2,1,0
Za'Darius Smith,BAL,@ LAC,W  22-10,1.5,14.5,4,4,1,0,0
Cameron Wake,MIA,vs JAX,L  7-17,1.5,10.0,3,1,1,0,0
Jonathan Allen,WAS,@ TEN,L  16-25,1.0,8.0,1,3,1,0,0
Henry Anderson,NYJ,vs GB,L  38-44,1.0,10.0,2,3,1,0,0
Alex Anzalone,NO,vs PIT,W  31-28,1.0,1.0,2,3,1,0,0
Genard Avery,CLE,vs CIN,W  26-18,1.0,10.0,1,3,1,0,0
Kentrell Brothers,MIN,@ DET,W  27-9,1.0,13.0,1,1,0,0,0
DeForest Buckner,SF,vs CHI,L  9-14,1.0,3.0,1,3,0,0,1
Calais Campbell,JAX,@ MIA,W  17-7,1.0,12.0,3,3,0,1,1
Jadeveon Clowney,HOU,@ PHI,L  30-32,1.0,9.0,3,6,3,1,1
Maliek Collins,DAL,vs TB,W  27-20,1.0,8.0,2,3,0,0,0
Demario Davis,NO,vs PIT,W  31-28,1.0,9.0,1,3,0,0,1
Tae Davis,NYG,@ IND,L  27-28,1.0,4.0,1,6,2,0,0
Jalen Davis,MIA,vs JAX,L  7-17,1.0,5.0,1,2,0,1,0
Tyeler Davison,NO,vs PIT,W  31-28,1.0,6.0,1,2,0,0,0
Kyler Fackrell,GB,@ NYJ,W  44-38,1.0,10.0,1,1,1,0,0
Mason Foster,WAS,@ TEN,L  16-25,1.0,7.0,1,4,5,0,0
Adam Gotsis,DEN,@ OAK,L  14-27,1.0,8.0,1,1,1,0,0
Randy Gregory,DAL,vs TB,W  27-20,1.0,0.0,3,3,0,1,1
Everson Griffen,MIN,@ DET,W  27-9,1.0,3.0,2,1,1,0,0
