Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Mike Evans,TB,@ WAS,L  30-31,8,164,20.5,1,0
T.Y. Hilton,IND,vs NO,L  21-27,4,150,37.5,2,0
Amari Cooper,OAK,@,W  37-29,5,133,26.6,1,0
Nate Washington,HOU,@ MIA,L  26-44,9,127,14.1,2,0
Antonio Brown,PIT,@ KC,L  13-23,6,124,20.7,0,0
Stefon Diggs,MIN,@ DET,W  28-19,6,108,18.0,1,0
Rob Gronkowski,NE,vs NYJ,W  30-23,11,108,9.8,1,0
Gary Barnidge,CLE,@,L  6-24,6,101,16.8,0,0
Allen Robinson,,vs BUF,W  34-31,6,98,16.3,1,0
Eric Decker,NYJ,@ NE,L  23-30,6,94,15.7,0,0
Julio Jones,ATL,@ TEN,W  10-7,9,92,10.2,1,0
Keenan Allen,,vs OAK,L  29-37,9,89,9.9,0,0
Eric Ebron,DET,vs MIN,L  19-28,5,89,17.8,1,0
Danny Amendola,NE,vs NYJ,W  30-23,8,86,10.8,1,0
Calvin Johnson,DET,vs MIN,L  19-28,5,86,17.2,1,0
Robert Woods,BUF,@,L  31-34,9,84,9.3,1,0
Jarvis Landry,MIA,vs HOU,W  44-26,5,83,16.6,2,0
Brandin Cooks,NO,@ IND,W  27-21,6,81,13.5,0,0
Tyler Lockett,SEA,@ SF,W  20-3,5,79,15.8,1,0
Steve Smith,BAL,@ ARI,L  18-26,5,78,15.6,0,0
Rishard Matthews,MIA,vs HOU,W  44-26,3,75,25.0,1,0
Danny Woodhead,,vs OAK,L  29-37,11,75,6.8,2,0
Duke Johnson,CLE,@,L  6-24,7,73,10.4,0,0
Travis Kelce,KC,vs PIT,W  23-13,5,73,14.6,0,0
Jason Witten,DAL,@ NYG,L  20-27,6,73,12.2,0,0
Jordan Reed,WAS,vs TB,W  31-30,11,72,6.5,2,0
Albert Wilson,KC,vs PIT,W  23-13,3,71,23.7,0,0
Terrance Williams,DAL,@ NYG,L  20-27,4,70,17.5,0,0
Rueben Randle,NYG,vs DAL,W  27-20,2,68,34.0,0,0
Brandon Marshall,NYJ,@ NE,L  23-30,4,67,16.8,0,0
Arian Foster,HOU,@ MIA,L  26-44,5,66,13.2,1,0
John Brown,ARI,vs BAL,W  26-18,4,65,16.2,1,0
Greg Olsen,CAR,vs PHI,W  27-16,3,65,21.7,0,0
Jermaine Kearse,SEA,@ SF,W  20-3,3,64,21.3,0,0
Chris Conley,KC,vs PIT,W  23-13,6,63,10.5,1,0
Michael Crabtree,OAK,@,W  37-29,6,63,10.5,1,0
Zach Ertz,PHI,@ CAR,L  16-27,5,63,12.6,0,0
Jermaine Gresham,ARI,vs BAL,W  26-18,4,62,15.5,0,0
Vernon Davis,SF,vs SEA,L  3-20,4,61,15.2,0,0
Lamar Miller,MIA,vs HOU,W  44-26,3,61,20.3,1,0
Michael Floyd,ARI,vs BAL,W  26-18,3,59,19.7,1,0
Ted Ginn,CAR,vs PHI,W  27-16,5,59,11.8,0,0
Benjamin Watson,NO,@ IND,W  27-21,4,59,14.8,0,0
Marcus Easley,BUF,@,L  31-34,1,58,58.0,1,0
Chris Hogan,BUF,@,L  31-34,6,56,9.3,0,0
