Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Von Miller,DEN,vs SEA,W  27-24,3.0,19.0,4,6,1,2,1
T.J. Watt,PIT,@ CLE,T 21-21,3.0,16.0,3,7,3,0,0
DeForest Buckner,SF,@ MIN,L  16-24,2.5,16.0,3,3,4,0,0
Myles Garrett,CLE,vs PIT,T 21-21,2.0,12.0,2,5,1,2,0
Margus Hunt,IND,vs CIN,L  23-34,2.0,14.0,2,3,0,0,0
D.J. Reader,HOU,@ NE,L  20-27,2.0,10.0,3,4,0,0,0
Kawann Short,CAR,vs DAL,W  16-8,2.0,10.0,4,2,0,0,0
Tavon Young,BAL,vs BUF,W  47-3,2.0,7.0,2,3,0,0,0
Mario Addison,CAR,vs DAL,W  16-8,1.5,9.5,2,1,2,1,0
Fletcher Cox,PHI,vs ATL,W  18-12,1.5,8.5,4,2,1,0,0
Trey Flowers,NE,vs HOU,W  27-20,1.5,10.5,3,2,3,0,0
Jordan Hicks,PHI,vs ATL,W  18-12,1.5,12.5,2,5,2,0,0
Wes Horton,CAR,vs DAL,W  16-8,1.5,5.5,2,1,2,0,0
Deatrich Wise,NE,vs HOU,W  27-20,1.5,7.5,3,2,1,0,0
Ryan Anderson,WAS,@ ARI,W  24-6,1.0,4.0,1,1,0,0,0
Ezekiel Ansah,DET,vs NYJ,L  17-48,1.0,8.0,1,3,1,0,0
Geno Atkins,CIN,@ IND,W  34-23,1.0,6.0,3,3,1,0,0
Genard Avery,CLE,vs PIT,T 21-21,1.0,0.0,2,3,1,1,0
Shaquil Barrett,DEN,vs SEA,W  27-24,1.0,22.0,1,2,0,0,0
Jon Bostic,PIT,@ CLE,T 21-21,1.0,7.0,1,4,5,0,0
Kentrell Brice,GB,vs CHI,W  24-23,1.0,0.0,0,8,1,0,0
Michael Brockers,LA,@ OAK,W  33-13,1.0,3.0,1,4,1,0,0
Calais Campbell,JAX,@ NYG,W  20-15,1.0,7.0,2,3,0,0,0
Frank Clark,SEA,@ DEN,L  24-27,1.0,5.0,1,1,0,0,0
Maliek Collins,DAL,@ CAR,L  8-16,1.0,8.0,1,1,0,0,0
Kamalei Correa,TEN,@ MIA,L  20-27,1.0,8.0,1,1,2,0,0
Vinny Curry,TB,@ NO,W  48-40,1.0,7.0,2,1,0,0,0
Mike Daniels,GB,vs CHI,W  24-23,1.0,0.0,1,3,0,0,0
Carlos Dunlap,CIN,@ IND,W  34-23,1.0,8.0,1,2,0,0,0
Bud Dupree,PIT,@ CLE,T 21-21,1.0,8.0,2,4,1,1,0
Tremaine Edmunds,BUF,@ BAL,L  3-47,1.0,0.0,1,3,4,1,0
Dee Ford,KC,@ LAC,W  38-28,1.0,6.0,4,4,0,0,0
Javon Hargrave,PIT,@ CLE,T 21-21,1.0,5.0,1,3,1,0,0
Chris Harris,DEN,vs SEA,W  27-24,1.0,9.0,1,1,1,0,0
Cameron Heyward,PIT,@ CLE,T 21-21,1.0,11.0,1,5,2,0,0
Akiem Hicks,CHI,@ GB,L  23-24,1.0,10.0,1,3,0,1,0
Danielle Hunter,MIN,vs SF,W  24-16,1.0,5.0,1,4,0,0,0
Matt Ioannidis,WAS,@ ARI,W  24-6,1.0,4.0,1,1,0,1,1
Bruce Irvin,OAK,vs LA,L  13-33,1.0,8.0,1,1,0,1,0
Derwin James,LAC,vs KC,L  28-38,1.0,0.0,1,2,1,0,0
Chandler Jones,ARI,vs WAS,L  6-24,1.0,7.0,0,2,1,1,0
Devon Kennard,DET,vs NYJ,L  17-48,1.0,10.0,1,4,2,0,0
Demarcus Lawrence,DAL,@ CAR,L  8-16,1.0,7.0,1,6,1,0,1
Chris Long,PHI,vs ATL,W  18-12,1.0,5.0,4,0,4,1,0
Khalil Mack,CHI,@ GB,L  23-24,1.0,12.0,0,2,1,1,1
Lerentee McCray,JAX,@ NYG,W  20-15,1.0,7.0,1,1,1,0,0
Takkarist McKinley,ATL,@ PHI,L  12-18,1.0,6.0,2,1,0,0,0
Robert Nkemdiche,ARI,vs WAS,L  6-24,1.0,1.0,3,3,0,0,0
Larry Ogunjobi,CLE,vs PIT,T 21-21,1.0,10.0,1,3,4,0,0
Nick Perry,GB,vs CHI,W  24-23,1.0,7.0,2,4,1,1,0
Patrick Peterson,ARI,vs WAS,L  6-24,1.0,0.0,1,1,0,0,0
Brian Poole,ATL,@ PHI,L  12-18,1.0,7.0,1,5,0,0,0
Roy Robertson-Harris,CHI,@ GB,L  23-24,1.0,9.0,3,1,0,0,0
Harrison Smith,MIN,vs SF,W  24-16,1.0,10.0,1,6,1,0,1
Za'Darius Smith,BAL,vs BUF,W  47-3,1.0,4.0,1,4,1,0,0
Roquan Smith,CHI,@ GB,L  23-24,1.0,9.0,1,1,2,0,0
Jaylon Smith,DAL,@ CAR,L  8-16,1.0,0.0,1,3,1,0,0
Terrell Suggs,BAL,vs BUF,W  47-3,1.0,5.0,1,2,0,0,0
Shaq Thompson,CAR,vs DAL,W  16-8,1.0,7.0,1,5,4,0,0
Tim Williams,BAL,vs BUF,W  47-3,1.0,12.0,1,1,0,0,0
Kenny Young,BAL,vs BUF,W  47-3,1.0,0.0,2,4,0,0,0
Ronald Blair,SF,@ MIN,L  16-24,0.5,1.0,1,1,1,0,0
Bradley Chubb,DEN,vs SEA,W  27-24,0.5,3.0,1,1,2,0,0
B.J. Goodson,NYG,vs JAX,L  15-20,0.5,4.0,1,1,2,0,0
Everson Griffen,MIN,vs SF,W  24-16,0.5,4.5,3,3,1,0,0
Trent Murphy,BUF,@ BAL,L  3-47,0.5,4.0,1,0,1,0,0
Sheldon Richardson,MIN,vs SF,W  24-16,0.5,4.5,3,4,2,0,0
Darian Stewart,DEN,vs SEA,W  27-24,0.5,3.0,1,0,3,0,0
Kyle Williams,BUF,@ BAL,L  3-47,0.5,4.0,1,3,1,0,0
Kerry Wynn,NYG,vs JAX,L  15-20,0.5,4.0,1,2,1,0,0
Mike Adams,CAR,vs DAL,W  16-8,0.0,0.0,0,2,3,0,0
Montravius Adams,GB,vs CHI,W  24-23,0.0,0.0,0,1,0,0,0
Jamal Adams,NYJ,@ DET,W  48-17,0.0,0.0,0,5,1,0,0
Jahleel Addae,LAC,vs KC,L  28-38,0.0,0.0,0,3,2,0,0
Jamal Agnew,DET,vs NYJ,L  17-48,0.0,0.0,0,2,0,0,0
Walt Aikens,MIA,vs TEN,W  27-20,0.0,0.0,0,0,0,0,0
Jay Ajayi,PHI,vs ATL,W  18-12,0.0,0.0,0,0,0,0,0
Lorenzo Alexander,BUF,@ BAL,L  3-47,0.0,0.0,0,6,0,0,0
Kwon Alexander,TB,@ NO,W  48-40,0.0,0.0,0,5,4,1,0
Jaire Alexander,GB,vs CHI,W  24-23,0.0,0.0,0,3,0,0,0
Robert Alford,ATL,@ PHI,L  12-18,0.0,0.0,0,4,0,0,0
Chase Allen,MIA,vs TEN,W  27-20,0.0,0.0,0,0,1,0,0
Ricardo Allen,ATL,@ PHI,L  12-18,0.0,0.0,0,4,1,0,0
Jonathan Allen,WAS,@ ARI,W  24-6,0.0,0.0,2,0,1,0,0
Kiko Alonso,MIA,vs TEN,W  27-20,0.0,0.0,0,6,0,0,0
Tyson Alualu,PIT,@ CLE,T 21-21,0.0,0.0,0,0,1,0,0
Danny Amendola,MIA,vs TEN,W  27-20,0.0,0.0,0,0,0,0,0
Adrian Amos,CHI,@ GB,L  23-24,0.0,0.0,0,5,0,0,0
Prince Amukamara,CHI,@ GB,L  23-24,0.0,0.0,0,4,1,0,0
Henry Anderson,NYJ,@ DET,W  48-17,0.0,0.0,1,0,0,0,0
Alex Anzalone,NO,vs TB,L  40-48,0.0,0.0,0,3,1,1,0
Troy Apke,WAS,@ ARI,W  24-6,0.0,0.0,0,0,0,0,0
Eli Apple,NYG,vs JAX,L  15-20,0.0,0.0,0,3,0,0,0
Arik Armstead,SF,@ MIN,L  16-24,0.0,0.0,1,3,2,0,0
Ray-Ray Armstrong,NYG,vs JAX,L  15-20,0.0,0.0,0,4,1,0,0
Dorance Armstrong,DAL,@ CAR,L  8-16,0.0,0.0,0,0,2,0,0
Jeremiah Attaochu,NYJ,@ DET,W  48-17,0.0,0.0,0,1,0,0,0
Denico Autry,IND,vs CIN,L  23-34,0.0,0.0,0,1,0,0,0
Anthony Averett,BAL,vs BUF,W  47-3,0.0,0.0,0,1,0,0,0
Chidobe Awuzie,DAL,@ CAR,L  8-16,0.0,0.0,0,4,0,1,0
