Name,Team,Opp,Score,No.,Yds,Gross Avg,Net Avg,Touchbacks,Inside 20,Long,Blocked
Pat McAfee,IND,@ GB,W  31-26,4,222,55.5,48.5,1,0,67,0
Thomas Morstead,NO,@ SF,W  41-23,4,210,52.5,46.8,0,2,59,0
Sam Martin,DET,@ MIN,W  22-16,5,262,52.4,46.2,0,0,55,0
Dustin Colquitt,KC,vs JAX,W  19-14,7,353,50.4,45.6,0,4,59,0
Johnny Hekker,LA,vs CAR,L  10-13,5,243,48.6,44.6,1,2,75,0
Jacob Schum,GB,vs IND,L  26-31,4,193,48.3,47.5,0,2,65,0
Jordan Berry,PIT,@ BAL,L  14-21,9,431,47.9,41.6,0,2,61,1
Bryan Anger,TB,vs ATL,L  28-43,3,143,47.7,47.3,0,3,53,0
Jon Ryan,SEA,vs BUF,W  31-25,3,142,47.3,32.3,0,1,62,1
Donnie Jones,PHI,@ NYG,L  23-28,3,141,47.0,43.7,0,1,48,0
Andy Lee,CAR,@ LA,W  13-10,6,282,47.0,37.0,1,3,58,0
Drew Kaser,,vs TEN,W  43-35,3,140,46.7,40.0,1,1,58,0
Brad Wing,NYG,vs PHI,W  28-23,7,322,46.0,35.1,0,1,58,0
Brett Kern,TEN,@,L  35-43,4,182,45.5,44.8,0,1,55,0
Riley Dixon,DEN,@ OAK,L  20-30,6,267,44.5,39.2,0,0,59,0
Britton Colquitt,CLE,vs DAL,L  10-35,5,220,44.0,40.4,0,1,59,0
Bradley Pinion,SF,vs NO,L  23-41,2,85,42.5,42.5,0,0,51,0
Marquette King,OAK,vs DEN,W  30-20,4,169,42.3,39.3,0,2,51,0
Sam Koch,BAL,vs PIT,W  21-14,9,380,42.2,41.7,0,5,48,0
Brad Nortman,JAX,@ KC,L  14-19,4,167,41.8,25.3,1,1,47,0
Lachlan Edwards,NYJ,@ MIA,L  23-27,3,121,40.3,36.3,0,0,44,0
Matt Darr,MIA,vs NYJ,W  27-23,3,120,40.0,36.7,0,2,47,0
Chris Jones,DAL,@ CLE,W  35-10,2,75,37.5,36.5,0,1,50,0
Jeff Locke,MIN,vs DET,L  16-22,4,146,36.5,36.5,0,3,44,0
Colton Schmidt,BUF,@ SEA,L  25-31,3,98,32.7,26.0,0,1,36,0
