Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Todd Gurley,LA,@ TEN,W  27-23,10,158,15.8,2,0
Julio Jones,ATL,@ NO,L  13-23,7,149,21.3,0,0
Larry Fitzgerald,ARI,vs NYG,W  23-0,9,119,13.2,1,0
Tyreek Hill,KC,vs MIA,W  29-13,6,109,18.2,0,0
Keelan Cole,JAX,@ SF,L  33-44,6,108,18.0,0,0
Mike Evans,TB,@ CAR,L  19-22,6,107,17.8,0,0
Jakeem Grant,MIA,@ KC,L  13-29,4,107,26.8,1,0
T.Y. Hilton,IND,@ BAL,L  16-23,6,100,16.7,0,0
Chris Godwin,TB,@ CAR,L  19-22,3,98,32.7,0,0
Corey Davis,TEN,vs LA,L  23-27,6,91,15.2,0,0
Deonte Thompson,BUF,@ NE,L  16-37,4,91,22.8,0,0
Ryan Grant,WAS,vs DEN,W  27-11,4,85,21.2,0,0
Eric Ebron,DET,@ CIN,L  17-26,5,83,16.6,1,0
Zach Ertz,PHI,vs OAK,W  19-10,9,81,9.0,0,0
Antonio Gates,LAC,@ NYJ,W  14-7,6,81,13.5,1,0
A.J. Green,CIN,vs DET,W  26-17,6,81,13.5,0,0
Duke Johnson,CLE,@ CHI,L  3-20,7,81,11.6,0,0
Ted Ginn,NO,vs ATL,W  23-13,4,76,19.0,1,0
Kyle Juszczyk,SF,vs JAX,W  44-33,5,76,15.2,0,0
LeSean McCoy,BUF,@ NE,L  16-37,5,76,15.2,0,0
JuJu Smith-Schuster,PIT,@ HOU,W  34-6,6,75,12.5,1,0
Dede Westbrook,JAX,@ SF,L  33-44,4,74,18.5,0,0
Eric Decker,TEN,vs LA,L  23-27,6,73,12.2,0,0
Kelvin Benjamin,BUF,@ NE,L  16-37,5,70,14.0,0,0
Rob Gronkowski,NE,vs BUF,W  37-16,5,67,13.4,1,0
Amari Cooper,OAK,@ PHI,L  10-19,3,66,22.0,1,0
Michael Thomas,NO,vs ATL,W  23-13,4,66,16.5,0,0
DeAndre Hopkins,HOU,vs PIT,L  6-34,4,65,16.2,1,0
Cooper Kupp,LA,@ TEN,W  27-23,4,65,16.2,1,0
T.J. Yeldon,JAX,@ SF,L  33-44,7,64,9.1,0,0
Keenan Allen,LAC,@ NYJ,W  14-7,5,63,12.6,0,0
DeVante Parker,MIA,@ KC,L  13-29,5,63,12.6,0,0
Benny Cunningham,CHI,vs CLE,W  20-3,2,62,31.0,0,0
Josh Doctson,WAS,vs DEN,W  27-11,2,61,30.5,1,0
Martavis Bryant,PIT,@ HOU,W  34-6,3,60,20.0,0,0
Stefon Diggs,MIN,@ GB,W  16-0,5,60,12.0,1,0
Rhett Ellison,NYG,@ ARI,L  0-23,4,60,15.0,0,0
Mike Wallace,BAL,vs IND,W  23-16,4,60,15.0,0,0
Alvin Kamara,NO,vs ATL,W  23-13,7,58,8.3,0,0
Freddie Martino,TB,@ CAR,L  19-22,2,57,28.5,0,0
Kenny Stills,MIA,@ KC,L  13-29,4,54,13.5,0,1
Giovani Bernard,CIN,vs DET,W  26-17,7,52,7.4,0,0
Vance McDonald,PIT,@ HOU,W  34-6,4,52,13.0,0,0
Demaryius Thomas,DEN,@ WAS,L  11-27,4,52,13.0,0,0
Robby Anderson,NYJ,vs LAC,L  7-14,5,51,10.2,0,0
Adam Humphries,TB,@ CAR,L  19-22,3,51,17.0,0,0
Jarvis Landry,MIA,@ KC,L  13-29,5,51,10.2,0,1
Marvin Jones,DET,@ CIN,L  17-26,3,50,16.7,0,0
Tyrell Williams,LAC,@ NYJ,W  14-7,5,50,10.0,0,0
Josh Bellamy,CHI,vs CLE,W  20-3,3,49,16.3,0,0
Rishard Matthews,TEN,vs LA,L  23-27,2,48,24.0,0,0
Jamison Crowder,WAS,vs DEN,W  27-11,4,47,11.8,1,0
Melvin Gordon,LAC,@ NYJ,W  14-7,3,47,15.7,0,0
Travis Kelce,KC,vs MIA,W  29-13,4,47,11.8,1,0
C.J. Anderson,DEN,@ WAS,L  11-27,7,45,6.4,0,0
Brenton Bersin,CAR,vs TB,W  22-19,3,45,15.0,0,0
Sterling Shepard,NYG,@ ARI,L  0-23,5,45,9.0,0,0
Wayne Gallman,NYG,@ ARI,L  0-23,6,44,7.3,0,0
