Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Emmanuel Sanders,DEN,vs KC,L  27-30,7,162,23.1,1,0
Terrelle Pryor,CLE,vs NYG,L  13-27,6,131,21.8,0,0
Marquess Wilson,CHI,vs TEN,L  21-27,8,125,15.6,1,0
Dontrelle Inman,,@ HOU,W  21-13,6,119,19.8,1,0
DeSean Jackson,WAS,@ DAL,L  26-31,4,118,29.5,1,0
Ted Ginn,CAR,@ OAK,L  32-35,4,115,28.8,1,0
Davante Adams,GB,@ PHI,W  27-13,5,113,22.6,2,0
Michael Crabtree,OAK,vs CAR,W  35-32,8,110,13.8,0,0
Quincy Enunwa,NYJ,vs NE,L  17-22,5,109,21.8,1,0
Michael Thomas,NO,vs LA,W  49-21,9,108,12.0,2,0
Mike Evans,TB,vs SEA,W  14-5,8,104,13.0,2,0
David Johnson,ARI,@ ATL,L  19-38,8,103,12.9,1,0
Travis Kelce,KC,@ DEN,W  30-27,8,101,12.6,0,0
Odell Beckham,NYG,@ CLE,W  27-13,6,96,16.0,2,0
Jordan Reed,WAS,@ DAL,L  26-31,10,95,9.5,2,0
Antonio Brown,PIT,@ IND,W  28-7,5,91,18.2,3,0
Jordy Nelson,GB,@ PHI,W  27-13,8,91,11.4,0,0
Jamison Crowder,WAS,@ DAL,L  26-31,8,88,11.0,0,0
Julian Edelman,NE,@ NYJ,W  22-17,8,83,10.4,0,0
Dorial Green-Beckham,PHI,vs GB,L  13-27,6,82,13.7,0,0
Sammy Watkins,BUF,vs JAX,W  28-21,3,80,26.7,0,0
Golden Tate,DET,vs MIN,W  16-13,5,77,15.4,0,0
Bennie Fowler,DEN,vs KC,L  27-30,1,76,76.0,1,0
Taylor Gabriel,ATL,vs ARI,W  38-19,4,75,18.8,2,0
Josh Hill,NO,vs LA,W  49-21,6,74,12.3,0,0
Dez Bryant,DAL,vs WAS,W  31-26,5,72,14.4,0,0
Kenny Stills,MIA,vs SF,W  31-24,3,72,24.0,1,0
Chris Hogan,NE,@ NYJ,W  22-17,4,70,17.5,0,0
DeAndre Hopkins,HOU,vs,L  13-21,5,70,14.0,0,0
Tyrell Williams,,@ HOU,W  21-13,8,70,8.8,1,0
Anquan Boldin,DET,vs MIN,W  16-13,7,69,9.9,1,0
Vernon Davis,WAS,@ DAL,L  26-31,5,68,13.6,0,0
Tyler Eifert,CIN,@ BAL,L  14-19,5,68,13.6,1,0
Jimmy Graham,SEA,@ TB,L  5-14,6,67,11.2,0,1
Ladarius Green,PIT,@ IND,W  28-7,2,67,33.5,0,0
Brandon Marshall,NYJ,vs NE,L  17-22,6,67,11.2,1,0
Mohamed Sanu,ATL,vs ARI,W  38-19,8,65,8.1,0,0
Rishard Matthews,TEN,@ CHI,W  27-21,3,64,21.3,1,0
DeVante Parker,MIA,vs SF,W  31-24,3,64,21.3,0,0
Kyle Rudolph,MIN,@ DET,L  13-16,9,64,7.1,0,0
Tyler Boyd,CIN,@ BAL,L  14-19,5,62,12.4,0,0
Jeremy Hill,CIN,@ BAL,L  14-19,6,61,10.2,0,0
Harry Douglas,TEN,@ CHI,W  27-21,2,60,30.0,0,0
Will Fuller,HOU,vs,L  13-21,4,60,15.0,0,0
Vance McDonald,SF,@ MIA,L  24-31,4,60,15.0,0,0
Demaryius Thomas,DEN,vs KC,L  27-30,5,60,12.0,0,0
Coby Fleener,NO,vs LA,W  49-21,4,59,14.8,0,0
Mike Wallace,BAL,vs CIN,W  19-14,3,57,19.0,0,0
Cole Beasley,DAL,vs WAS,W  31-26,5,56,11.2,0,0
Tim Hightower,NO,vs LA,W  49-21,2,54,27.0,1,0
T.Y. Hilton,IND,vs PIT,L  7-28,3,54,18.0,0,0
Marvin Jones,DET,vs MIN,W  16-13,4,54,13.5,0,0
Kelvin Benjamin,CAR,@ OAK,L  32-35,2,53,26.5,1,0
Larry Fitzgerald,ARI,@ ATL,L  19-38,4,53,13.2,0,0
Dion Sims,MIA,vs SF,W  31-24,4,53,13.2,1,0
Adam Thielen,MIN,@ DET,L  13-16,8,53,6.6,0,0
