Name,Team,Opp,Score,No.,Yds,Gross Avg,Net Avg,Touchbacks,Inside 20,Long,Blocked
Chris Jones,DAL,@ SF,W  24-17,4,221,55.3,38.8,2,1,63,0
Britton Colquitt,CLE,@ WAS,L  20-31,1,55,55.0,35.0,1,0,55,0
Brad Nortman,JAX,vs IND,W  30-27,5,269,53.8,46.2,1,1,78,0
Matt Bosher,ATL,vs CAR,W  48-33,3,158,52.7,47.3,0,1,59,0
Ryan Allen,NE,vs BUF,L  0-16,6,311,51.8,48.8,0,2,56,0
Marquette King,OAK,@ BAL,W  28-27,8,414,51.8,46.5,0,4,62,0
Brett Kern,TEN,@ HOU,L  20-27,5,257,51.4,30.6,1,1,71,0
Thomas Morstead,NO,@,W  35-34,5,256,51.2,45.2,0,1,62,0
Andy Lee,CAR,@ ATL,L  33-48,6,304,50.7,46.5,0,4,56,0
Shane Lechler,HOU,vs TEN,W  27-20,3,150,50.0,41.0,0,1,58,0
Pat McAfee,IND,@ JAX,L  27-30,3,149,49.7,39.0,1,0,54,0
Matt Darr,MIA,@ CIN,L  7-22,7,344,49.1,43.0,1,3,66,0
Sam Martin,DET,@ CHI,L  14-17,5,245,49.0,45.6,0,1,57,0
Pat O'Donnell,CHI,vs DET,W  17-14,4,196,49.0,14.0,2,0,51,0
Bradley Pinion,SF,vs DAL,L  17-24,4,196,49.0,42.8,0,1,65,0
Sam Koch,BAL,vs OAK,L  27-28,7,342,48.9,33.1,1,1,59,0
Tress Way,WAS,vs CLE,W  31-20,3,146,48.7,42.0,0,2,59,0
Riley Dixon,DEN,@ TB,W  27-7,7,330,47.1,41.9,0,5,57,0
Brad Wing,NYG,@ MIN,L  10-24,6,280,46.7,41.2,1,3,53,0
Bryan Anger,TB,vs DEN,L  7-27,7,326,46.6,42.0,1,3,59,0
Johnny Hekker,LA,@ ARI,W  17-13,6,277,46.2,42.3,0,3,55,0
Kevin Huber,CIN,vs MIA,W  22-7,4,184,46.0,42.8,0,1,50,0
Drew Kaser,,vs NO,L  34-35,4,176,44.0,41.0,0,0,49,0
Jeff Locke,MIN,vs NYG,W  24-10,6,264,44.0,40.7,1,3,53,0
Dustin Colquitt,KC,@ PIT,L  14-43,6,257,42.8,38.8,1,3,58,0
Ryan Quigley,ARI,vs LA,L  13-17,4,169,42.3,25.5,1,1,51,0
Jordan Berry,PIT,vs KC,W  43-14,5,211,42.2,38.2,0,1,52,0
Colton Schmidt,BUF,@ NE,W  16-0,4,163,40.8,39.8,0,0,48,0
Jon Ryan,SEA,@ NYJ,W  27-17,5,203,40.6,40.6,0,4,56,0
Lachlan Edwards,NYJ,vs SEA,L  17-27,5,202,40.4,38.8,0,3,52,0
