Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Amari Cooper,OAK,vs KC,W  31-30,11,210,19.1,2,0
Ted Ginn,NO,@ GB,W  26-17,7,141,20.1,0,0
Tyreek Hill,KC,@ OAK,L  30-31,6,125,20.8,1,0
Jared Cook,OAK,vs KC,W  31-30,6,107,17.8,0,0
Deonte Thompson,BUF,vs TB,W  30-27,4,107,26.8,0,0
Allen Hurns,JAX,@ IND,W  27-0,5,101,20.2,0,0
Julio Jones,ATL,@ NE,L  7-23,9,99,11.0,1,0
O.J. Howard,TB,@ BUF,L  27-30,6,98,16.3,2,0
Jarvis Landry,MIA,vs NYJ,W  31-28,7,93,13.3,1,0
Doug Baldwin,SEA,@ NYG,W  24-7,9,92,10.2,1,0
Zach Ertz,PHI,vs WAS,W  34-24,5,89,17.8,1,0
Mike Evans,TB,@ BUF,L  27-30,7,88,12.6,1,0
Kenny Stills,MIA,vs NYJ,W  31-28,6,85,14.2,2,0
Michael Thomas,NO,@ GB,W  26-17,7,82,11.7,0,0
Marquise Goodwin,SF,vs DAL,L  10-40,4,80,20.0,0,0
Hunter Henry,LAC,vs DEN,W  21-0,4,73,18.2,0,0
DeSean Jackson,TB,@ BUF,L  27-30,5,73,14.6,0,0
Ezekiel Elliott,DAL,@ SF,W  40-10,1,72,72.0,1,0
Marqise Lee,JAX,@ IND,W  27-0,4,72,18.0,0,0
Chris Hogan,NE,vs ATL,W  23-7,4,71,17.8,0,0
Tarik Cohen,CHI,vs CAR,W  17-3,1,70,70.0,0,0
Demarcus Robinson,KC,@ OAK,L  30-31,5,69,13.8,0,0
Vernon Davis,WAS,@ PHI,L  24-34,4,67,16.8,0,0
A.J. Derby,DEN,@ LAC,L  0-21,6,66,11.0,0,1
Kelvin Benjamin,CAR,@ CHI,L  3-17,3,65,21.7,0,0
Antonio Brown,PIT,vs CIN,W  29-14,4,65,16.2,1,0
Brandin Cooks,NE,vs ATL,W  23-7,4,65,16.2,1,0
Mohamed Sanu,ATL,@ NE,L  7-23,6,65,10.8,0,0
Keelan Cole,JAX,@ IND,W  27-0,2,64,32.0,0,0
Mack Hollins,PHI,vs WAS,W  34-24,1,64,64.0,1,0
Jordan Reed,WAS,@ PHI,L  24-34,8,64,8.0,2,0
Dez Bryant,DAL,@ SF,W  40-10,7,63,9.0,1,0
Delanie Walker,TEN,@ CLE,W  12-9,7,63,9.0,0,1
Albert Wilson,KC,@ OAK,L  30-31,1,63,63.0,1,0
Paul Richardson,SEA,@ NYG,W  24-7,2,61,30.5,1,0
Cameron Brate,TB,@ BUF,L  27-30,6,60,10.0,0,0
Evan Engram,NYG,vs SEA,L  7-24,6,60,10.0,1,0
Robert Woods,LA,vs ARI,W  33-0,5,59,11.8,0,0
Le'Veon Bell,PIT,vs CIN,W  29-14,3,58,19.3,0,0
David Njoku,CLE,vs TEN,L  9-12,2,58,29.0,0,0
Nick O'Leary,BUF,vs TB,W  30-27,2,58,29.0,0,0
Julius Thomas,MIA,vs NYJ,W  31-28,3,58,19.3,0,0
Jason Witten,DAL,@ SF,W  40-10,4,54,13.5,1,0
Jarius Wright,MIN,vs BAL,W  24-16,3,54,18.0,0,0
Jimmy Graham,SEA,@ NYG,W  24-7,3,51,17.0,1,0
Rob Gronkowski,NE,vs ATL,W  23-7,3,51,17.0,0,0
Cooper Kupp,LA,vs ARI,W  33-0,4,51,12.8,1,0
Alvin Kamara,NO,@ GB,W  26-17,5,50,10.0,0,0
Pierre Garcon,SF,vs DAL,L  10-40,5,49,9.8,0,0
Todd Gurley,LA,vs ARI,W  33-0,4,48,12.0,0,0
Nelson Agholor,PHI,vs WAS,W  34-24,4,45,11.2,1,0
Bennie Fowler,DEN,@ LAC,L  0-21,5,45,9.0,0,0
Duke Johnson,CLE,vs TEN,L  9-12,6,45,7.5,0,0
Jalen Richard,OAK,vs KC,W  31-30,4,45,11.2,0,0
Taywan Taylor,TEN,@ CLE,W  12-9,3,45,15.0,0,0
Jack Doyle,IND,vs JAX,L  0-27,6,44,7.3,0,0
Darrius Heyward-Bey,PIT,vs CIN,W  29-14,1,44,44.0,0,0
Kyle Rudolph,MIN,vs BAL,W  24-16,5,43,8.6,0,0
Travis Benjamin,LAC,vs DEN,W  21-0,1,42,42.0,1,0
Sammy Watkins,LA,vs ARI,W  33-0,3,42,14.0,0,0
Keenan Allen,LAC,vs DEN,W  21-0,3,41,13.7,0,0
Matt Forte,NYJ,@ MIA,L  28-31,5,41,8.2,0,0
Devin Funchess,CAR,@ CHI,L  3-17,4,41,10.2,0,0
A.J. Green,CIN,@ PIT,L  14-29,3,41,13.7,0,0
Adam Thielen,MIN,vs BAL,W  24-16,5,41,8.2,0,0
Marlon Mack,IND,vs JAX,L  0-27,4,40,10.0,0,0
Rishard Matthews,TEN,@ CLE,W  12-9,3,40,13.3,0,0
Bilal Powell,NYJ,@ MIA,L  28-31,2,40,20.0,0,0
Josh Doctson,WAS,@ PHI,L  24-34,3,39,13.0,0,0
J.J. Nelson,ARI,@ LA,L  0-33,2,39,19.5,0,0
JuJu Smith-Schuster,PIT,vs CIN,W  29-14,2,39,19.5,1,0
Trent Taylor,SF,vs DAL,L  10-40,5,39,7.8,0,1
Benjamin Watson,BAL,@ MIN,L  16-24,5,38,7.6,0,0
Jaron Brown,ARI,@ LA,L  0-33,2,37,18.5,0,0
Alshon Jeffery,PHI,vs WAS,W  34-24,2,37,18.5,0,0
Vance McDonald,PIT,vs CIN,W  29-14,2,37,18.5,0,0
Isaiah Crowell,CLE,vs TEN,L  9-12,4,36,9.0,0,0
Christian McCaffrey,CAR,@ CHI,L  3-17,7,36,5.1,0,0
Chris Moore,BAL,@ MIN,L  16-24,2,36,18.0,1,0
Robby Anderson,NYJ,@ MIA,L  28-31,3,35,11.7,1,0
Travis Kelce,KC,@ OAK,L  30-31,4,33,8.2,1,0
Niles Paul,WAS,@ PHI,L  24-34,1,32,32.0,0,0
Travis Rudolph,NYG,vs SEA,L  7-24,3,32,10.7,0,0
Michael Campanaro,BAL,@ MIN,L  16-24,3,31,10.3,0,0
Brandon Coleman,NO,@ GB,W  26-17,2,31,15.5,1,0
