Name,Team,Opp,Score,No.,Yds,Gross Avg,Net Avg,Touchbacks,Inside 20,Long,Blocked
Sam Koch,BAL,@ CIN,L  23-34,3,169,56.3,41.7,1,0,60,0
Cameron Johnston,PHI,@ TB,L  21-27,5,280,56.0,46.2,1,3,65,0
Ryan Allen,NE,@ JAX,L  20-31,4,222,55.5,45.3,1,1,59,0
Lachlan Edwards,NYJ,vs MIA,L  12-20,5,263,52.6,43.0,0,2,60,0
Brett Kern,TEN,vs HOU,W  20-17,5,261,52.2,47.2,0,1,62,0
J.K. Scott,GB,vs MIN,T 29-29,5,259,51.8,45.2,1,2,63,0
Johnny Hekker,LA,vs ARI,W  34-0,2,102,51.0,41.0,1,1,60,0
Marquette King,DEN,vs OAK,W  20-19,4,204,51.0,44.3,1,0,66,0
Matt Wile,MIN,@ GB,T 29-29,4,204,51.0,36.8,1,2,58,1
Andy Lee,ARI,@ LA,L  0-34,8,403,50.4,33.8,0,1,58,0
Dustin Colquitt,KC,@ PIT,W  42-37,2,100,50.0,47.0,0,1,55,0
Matt Haack,MIA,@ NYJ,W  20-12,6,295,49.2,48.5,0,5,63,0
Michael Palardy,CAR,@ ATL,L  24-31,4,191,47.8,47.0,0,2,53,0
Johnny Townsend,OAK,@ DEN,L  19-20,4,189,47.3,42.0,1,1,56,0
Rigoberto Sanchez,IND,@ WAS,W  21-9,5,235,47.0,41.8,1,1,59,0
Drew Kaser,LAC,@ BUF,W  31-20,5,233,46.6,41.4,1,2,66,0
Bradley Pinion,SF,vs DET,W  30-27,5,227,45.4,43.2,0,3,59,0
Jordan Berry,PIT,vs KC,L  37-42,5,226,45.2,31.6,1,1,59,0
Michael Dickson,SEA,@ CHI,L  17-24,7,316,45.1,36.9,0,1,55,0
Matt Bosher,ATL,vs CAR,W  31-24,4,179,44.8,37.5,1,2,54,0
Thomas Morstead,NO,vs CLE,W  21-18,4,179,44.8,44.8,0,2,56,0
Corey Bojorquez,BUF,vs LAC,L  20-31,5,223,44.6,37.2,1,2,54,0
Bryan Anger,TB,vs PHI,W  27-21,6,260,43.3,41.2,0,2,53,0
Riley Dixon,NYG,@ DAL,L  13-20,6,260,43.3,40.0,1,3,55,0
Chris Jones,DAL,vs NYG,W  20-13,4,173,43.3,39.8,0,0,48,0
Sam Martin,DET,@ SF,L  27-30,5,211,42.2,39.4,0,3,44,0
Pat O'Donnell,CHI,vs SEA,W  24-17,5,206,41.2,38.4,0,3,52,0
Trevor Daniel,HOU,@ TEN,L  17-20,4,164,41.0,35.5,1,2,53,0
Kevin Huber,CIN,vs BAL,W  34-23,6,241,40.2,40.5,0,4,55,0
Britton Colquitt,CLE,@ NO,L  18-21,3,118,39.3,39.3,0,1,46,0
Tress Way,WAS,vs IND,L  9-21,5,182,36.4,36.4,0,3,53,0
Logan Cooke,JAX,vs NE,W  31-20,3,106,35.3,35.3,0,2,39,0
