Name,Team,Opp,Score,FG Made,FG Att,XP Made,XP Att,Pts
Nick Novak,HOU,@ IND,W  22-17,5,5,1,1,16
Graham Gano,CAR,vs,W  28-16,4,4,2,2,14
Kai Forbath,MIN,@ JAX,W  25-16,4,4,1,2,13
Justin Tucker,BAL,@ NE,L  23-30,3,4,2,2,11
Roberto Aguayo,TB,vs NO,W  16-11,3,3,1,1,10
Jason Myers,JAX,vs MIN,L  16-25,3,5,1,1,10
Caleb Sturgis,PHI,vs WAS,L  22-27,3,3,1,1,10
Chris Boswell,PIT,@ BUF,W  27-20,2,2,3,3,9
Nick Folk,NYJ,@ SF,W  23-17,3,3,0,0,9
Wil Lutz,NO,@ TB,L  11-16,3,3,0,0,9
Mason Crosby,GB,vs SEA,W  38-10,1,2,5,5,8
Matt Prater,DET,vs CHI,W  20-17,2,2,2,2,8
Sebastian Janikowski,OAK,@ KC,L  13-21,2,2,1,1,7
Ryan Succop,TEN,vs DEN,W  13-10,2,2,1,1,7
Matt Bryant,ATL,@ LA,W  42-14,0,0,6,6,6
Andrew Franks,MIA,vs ARI,W  26-23,1,1,3,3,6
Connor Barth,CHI,@ DET,L  17-20,1,1,2,2,5
Phil Dawson,SF,vs NYJ,L  17-23,1,3,2,2,5
Mike Nugent,CIN,@ CLE,W  23-10,1,2,2,3,5
Adam Vinatieri,IND,vs HOU,L  17-22,1,2,2,2,5
Stephen Gostkowski,NE,vs BAL,W  30-23,0,0,4,4,4
Robbie Gould,NYG,vs DAL,W  10-7,1,1,1,1,4
Stephen Hauschka,SEA,@ GB,L  10-38,1,1,1,1,4
Josh Lambo,,@ CAR,L  16-28,1,1,1,1,4
Brandon McManus,DEN,@ TEN,L  10-13,1,1,1,1,4
Cody Parkey,CLE,vs CIN,L  10-23,1,1,1,1,4
Chandler Catanzaro,ARI,@ MIA,L  23-26,1,2,0,2,3
Dustin Hopkins,WAS,@ PHI,W  27-22,0,1,3,3,3
Cairo Santos,KC,vs OAK,W  21-13,0,0,3,3,3
Dan Carpenter,BUF,vs PIT,L  20-27,0,0,2,3,2
Greg Zuerlein,LA,vs ATL,L  14-42,0,0,2,2,2
Dan Bailey,DAL,@ NYG,L  7-10,0,1,1,1,1
