Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Julio Jones,ATL,vs CIN,L  36-37,9,173,19.2,0,0
DeAndre Hopkins,HOU,@ IND,W  37-34,10,169,16.9,1,0
Cooper Kupp,LA,vs MIN,W  38-31,9,162,18.0,2,0
Corey Davis,TEN,vs PHI,W  26-23,9,161,17.9,1,0
Adam Thielen,MIN,@ LA,L  31-38,8,135,16.9,1,0
Golden Tate,DET,@ DAL,L  24-26,8,132,16.5,2,0
Dede Westbrook,JAX,vs NYJ,W  31-12,9,130,14.4,0,1
Amari Cooper,OAK,vs CLE,W  45-42,8,128,16.0,1,0
George Kittle,SF,@ LAC,L  27-29,6,125,20.8,1,0
Stefon Diggs,MIN,@ LA,L  31-38,11,123,11.2,0,0
Tarik Cohen,CHI,vs TB,W  48-10,7,121,17.3,1,0
John Brown,BAL,@ PIT,W  26-14,3,116,38.7,1,0
Brandin Cooks,LA,vs MIN,W  38-31,7,116,16.6,1,0
T.Y. Hilton,IND,vs HOU,L  34-37,4,115,28.8,0,0
Zach Ertz,PHI,@ TEN,L  23-26,10,112,11.2,0,0
DeSean Jackson,TB,@ CHI,L  10-48,5,112,22.4,0,0
Mohamed Sanu,ATL,vs CIN,L  36-37,6,111,18.5,0,0
Jared Cook,OAK,vs CLE,W  45-42,8,110,13.8,2,0
Keke Coutee,HOU,@ IND,W  37-34,11,109,9.9,0,0
Donte Moncrief,JAX,vs NYJ,W  31-12,5,109,21.8,1,0
Alshon Jeffery,PHI,@ TEN,L  23-26,8,105,13.1,1,0
Taylor Gabriel,CHI,vs TB,W  48-10,7,104,14.9,2,0
Robert Woods,LA,vs MIN,W  38-31,5,101,20.2,1,0
Tyler Boyd,CIN,@ ATL,W  37-36,11,100,9.1,0,0
Ezekiel Elliott,DAL,vs DET,W  26-24,4,88,22.0,1,0
Trey Burton,CHI,vs TB,W  48-10,2,86,43.0,1,0
Chester Rogers,IND,vs HOU,L  34-37,8,85,10.6,0,0
Davante Adams,GB,vs BUF,W  22-0,8,81,10.1,0,0
Geronimo Allison,GB,vs BUF,W  22-0,6,80,13.3,0,0
A.J. Green,CIN,@ ATL,W  37-36,4,78,19.5,1,0
Travis Kelce,KC,@ DEN,W  27-23,7,78,11.1,1,0
Sterling Shepard,NYG,vs NO,L  18-33,10,77,7.7,1,0
Taywan Taylor,TEN,vs PHI,W  26-23,7,77,11.0,0,0
Kenny Golladay,DET,@ DAL,L  24-26,4,74,18.5,0,0
Todd Gurley,LA,vs MIN,W  38-31,4,73,18.2,1,0
James White,NE,vs MIA,W  38-7,8,68,8.5,1,0
Quincy Enunwa,NYJ,@ JAX,L  12-31,4,66,16.5,0,0
Dion Lewis,TEN,vs PHI,W  26-23,9,66,7.3,0,0
Ryan Grant,IND,vs HOU,L  34-37,5,64,12.8,0,0
Keenan Allen,LAC,vs SF,W  29-27,7,63,9.0,0,0
Josh Hill,NO,@ NYG,W  33-18,3,63,21.0,0,0
Nyheim Hines,IND,vs HOU,L  34-37,9,63,7.0,2,0
Antonio Brown,PIT,vs BAL,L  14-26,5,62,12.4,1,0
Vance McDonald,PIT,vs BAL,L  14-26,5,62,12.4,0,1
Rashard Higgins,CLE,@ OAK,L  42-45,4,61,15.2,0,0
Odell Beckham,NYG,vs NO,L  18-33,7,60,8.6,0,0
JuJu Smith-Schuster,PIT,vs BAL,L  14-26,4,60,15.0,0,0
Mike Evans,TB,@ CHI,L  10-48,6,59,9.8,0,0
Demetrius Harris,KC,@ DEN,W  27-23,2,59,29.5,0,0
Jeff Heuerman,DEN,vs KC,L  23-27,4,57,14.2,0,0
Kyle Rudolph,MIN,@ LA,L  31-38,5,57,11.4,0,0
Saquon Barkley,NYG,vs NO,L  18-33,6,56,9.3,0,0
Marvin Jones,DET,@ DAL,L  24-26,3,56,18.7,0,0
Jordan Matthews,PHI,@ TEN,L  23-26,1,56,56.0,1,0
Ty Montgomery,GB,vs BUF,W  22-0,2,56,28.0,0,0
Zach Pascal,IND,vs HOU,L  34-37,6,56,9.3,1,0
Willie Snead,BAL,@ PIT,W  26-14,6,56,9.3,0,0
Phillip Dorsett,NE,vs MIA,W  38-7,4,55,13.8,1,0
Melvin Gordon,LAC,vs SF,W  29-27,7,55,7.9,1,0
Antonio Callaway,CLE,@ OAK,L  42-45,3,54,18.0,0,0
Tyreek Hill,KC,@ DEN,W  27-23,9,54,6.0,0,0
Kareem Hunt,KC,@ DEN,W  27-23,3,54,18.0,0,0
Cordarrelle Patterson,NE,vs MIA,W  38-7,3,54,18.0,1,0
Calvin Ridley,ATL,vs CIN,L  36-37,4,54,13.5,2,0
Cole Beasley,DAL,vs DET,W  26-24,4,53,13.2,0,0
Tyler Lockett,SEA,@ ARI,W  20-17,5,53,10.6,0,0
Pierre Garcon,SF,@ LAC,L  27-29,4,52,13.0,0,0
David Njoku,CLE,@ OAK,L  42-45,5,52,10.4,0,0
John Ross,CIN,@ ATL,W  37-36,2,52,26.0,1,0
Ricky Seals-Jones,ARI,vs SEA,L  17-20,2,52,26.0,0,0
Martavis Bryant,OAK,vs CLE,W  45-42,3,51,17.0,0,0
Courtland Sutton,DEN,vs KC,L  23-27,3,51,17.0,0,0
Maxx Williams,BAL,@ PIT,W  26-14,5,51,10.2,0,0
Darren Fells,CLE,@ OAK,L  42-45,1,49,49.0,1,0
Will Fuller,HOU,@ IND,W  37-34,4,49,12.2,1,0
Jordy Nelson,OAK,vs CLE,W  45-42,5,48,9.6,1,0
Tyrell Williams,LAC,vs SF,W  29-27,3,48,16.0,0,0
T.J. Yeldon,JAX,vs NYJ,W  31-12,3,48,16.0,1,1
Alvin Kamara,NO,@ NYG,W  33-18,5,47,9.4,0,0
Michael Thomas,NO,@ NYG,W  33-18,4,47,11.8,0,0
Laquon Treadwell,MIN,@ LA,L  31-38,4,47,11.8,0,0
Michael Gallup,DAL,vs DET,W  26-24,2,45,22.5,0,0
Duke Johnson,CLE,@ OAK,L  42-45,4,45,11.2,0,0
Emmanuel Sanders,DEN,vs KC,L  23-27,5,45,9.0,0,0
Rob Gronkowski,NE,vs MIA,W  38-7,4,44,11.0,0,0
Doug Baldwin,SEA,@ ARI,W  20-17,5,41,8.2,0,0
David Johnson,ARI,vs SEA,L  17-20,3,41,13.7,0,1
Charles Clay,BUF,@ GB,L  0-22,4,40,10.0,0,0
Eric Ebron,IND,vs HOU,L  34-37,5,40,8.0,1,0
Kenny Stills,MIA,@ NE,L  7-38,3,40,13.3,0,0
David Moore,SEA,@ ARI,W  20-17,2,39,19.5,0,0
Geoff Swaim,DAL,vs DET,W  26-24,3,39,13.0,1,0
Tyler Eifert,CIN,@ ATL,W  37-36,4,38,9.5,1,0
Zay Jones,BUF,@ GB,L  0-22,4,38,9.5,0,0
Jalen Richard,OAK,vs CLE,W  45-42,3,38,12.7,0,0
Marquez Valdes-Scantling,GB,vs BUF,W  22-0,1,38,38.0,0,0
Nick Boyle,BAL,@ PIT,W  26-14,3,36,12.0,0,0
Adam Humphries,TB,@ CHI,L  10-48,6,36,6.0,0,0
Kelvin Benjamin,BUF,@ GB,L  0-22,1,34,34.0,0,0
Kendrick Bourne,SF,@ LAC,L  27-29,3,34,11.3,1,0
Jarvis Landry,CLE,@ OAK,L  42-45,4,34,8.5,1,0
Aldrick Robinson,MIN,@ LA,L  31-38,2,33,16.5,2,0
Matt Breida,SF,@ LAC,L  27-29,3,32,10.7,0,0
Josh Gordon,NE,vs MIA,W  38-7,2,32,16.0,0,0
Andy Janovich,DEN,vs KC,L  23-27,1,32,32.0,0,0
Cameron Meredith,NO,@ NYG,W  33-18,3,32,10.7,0,0
Ryan Switzer,PIT,vs BAL,L  14-26,7,32,4.6,0,0
Austin Ekeler,LAC,vs SF,W  29-27,2,31,15.5,1,0
