Name,Team,Opp,Score,FG Made,FG Att,XP Made,XP Att,Pts
Harrison Butker,KC,@ HOU,W  42-34,5,5,3,3,18
Adam Vinatieri,IND,vs SF,W  26-23,4,4,2,2,14
Stephen Gostkowski,NE,@ TB,W  19-14,4,4,1,1,13
Justin Tucker,BAL,@ OAK,W  30-17,3,3,3,3,12
Robbie Gould,SF,@ IND,L  23-26,3,3,2,2,11
Jake Elliott,PHI,vs ARI,W  34-7,2,2,4,4,10
Stephen Hauschka,BUF,@ CIN,L  16-20,3,3,1,1,10
Blair Walsh,SEA,@ LA,W  16-10,3,3,1,1,10
Chris Boswell,PIT,vs JAX,L  9-30,3,3,0,0,9
Graham Gano,CAR,@ DET,W  27-24,2,3,3,3,9
Nick Novak,LAC,@ NYG,W  27-22,2,2,3,3,9
Randy Bullock,CIN,vs BUF,W  20-16,2,2,2,2,8
Kai Forbath,MIN,@ CHI,W  20-17,2,2,2,2,8
Dan Bailey,DAL,vs GB,L  31-35,1,1,4,4,7
Jason Myers,JAX,@ PIT,W  30-9,1,1,3,4,6
Matt Prater,DET,vs CAR,L  24-27,1,1,3,3,6
Chandler Catanzaro,NYJ,@ CLE,W  17-14,1,1,2,2,5
Mason Crosby,GB,@ DAL,W  35-31,1,1,2,4,5
Giorgio Tavecchio,OAK,vs BAL,L  17-30,1,1,2,2,5
Cody Parkey,MIA,vs TEN,W  16-10,1,1,1,2,4
Ryan Succop,TEN,@ MIA,L  10-16,1,1,1,1,4
Greg Zuerlein,LA,vs SEA,L  10-16,1,2,1,1,4
Ka'imi Fairbairn,HOU,vs KC,L  34-42,0,0,2,2,2
Nick Folk,TB,vs NE,L  14-19,0,3,2,2,2
Zane Gonzalez,CLE,vs NYJ,L  14-17,0,2,2,2,2
Aldrick Rosas,NYG,vs LAC,L  22-27,0,0,2,2,2
Connor Barth,CHI,vs MIN,L  17-20,0,0,1,1,1
Phil Dawson,ARI,@ PHI,L  7-34,0,1,1,1,1
