Name,Team,Opp,Score,No.,Yds,Gross Avg,Net Avg,Touchbacks,Inside 20,Long,Blocked
Marquette King,OAK,vs LAC,L  16-17,4,226,56.5,55.0,0,4,59,0
Drew Kaser,LAC,@ OAK,W  17-16,4,223,55.8,46.3,1,0,62,0
Sam Koch,BAL,vs CHI,L  24-27,7,385,55.0,48.9,0,2,67,0
Rigoberto Sanchez,IND,@ TEN,L  22-36,3,160,53.3,48.3,0,0,58,0
Britton Colquitt,CLE,@ HOU,L  17-33,7,358,51.1,43.0,0,3,61,0
Riley Dixon,DEN,vs NYG,L  10-23,3,153,51.0,44.3,0,0,55,0
Donnie Jones,PHI,@ CAR,W  28-23,6,305,50.8,45.0,0,1,59,0
Shane Lechler,HOU,vs CLE,W  33-17,7,350,50.0,43.9,0,2,57,0
Brad Wing,NYG,@ DEN,W  23-10,6,299,49.8,46.0,0,2,62,0
Thomas Morstead,NO,vs DET,W  52-38,7,344,49.1,31.1,1,3,67,0
Jeff Locke,DET,@ NO,L  38-52,5,243,48.6,47.4,0,3,49,0
Dustin Colquitt,KC,vs PIT,L  13-19,4,190,47.5,47.5,0,3,54,0
Lachlan Edwards,NYJ,vs NE,L  17-24,4,187,46.8,41.8,0,1,51,0
Pat O'Donnell,CHI,@ BAL,W  27-24,9,420,46.7,32.0,0,3,67,0
Andy Lee,ARI,vs TB,W  38-33,2,93,46.5,41.5,0,1,53,0
Johnny Hekker,LA,@ JAX,W  27-17,7,322,46.0,43.1,1,4,67,0
Michael Palardy,CAR,vs PHI,L  23-28,3,136,45.3,45.3,0,3,50,0
Tress Way,WAS,vs SF,W  26-24,4,181,45.3,30.5,1,1,51,0
Brett Kern,TEN,vs IND,W  36-22,1,44,44.0,44.0,0,1,44,0
Justin Vogel,GB,@ MIN,L  10-23,6,263,43.8,44.7,0,4,56,0
Bradley Pinion,SF,@ WAS,L  24-26,6,254,42.3,41.3,0,4,49,0
Jordan Berry,PIT,@ KC,W  19-13,5,207,41.4,29.6,1,2,62,0
Ryan Allen,NE,@ NYJ,W  24-17,4,160,40.0,40.5,0,1,48,0
Matt Haack,MIA,@ ATL,W  20-17,2,80,40.0,30.0,1,1,42,0
Matt Bosher,ATL,vs MIA,L  17-20,3,118,39.3,36.7,0,0,55,0
Brad Nortman,JAX,vs LA,L  17-27,7,274,39.1,32.1,0,2,53,1
Ryan Quigley,MIN,vs GB,W  23-10,4,155,38.8,36.8,0,3,54,0
Bryan Anger,TB,@ ARI,L  33-38,4,154,38.5,38.5,0,3,45,0
