Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Adam Humphries,TB,vs ATL,L  21-24,5,43,8.6,1,0
Markus Wheaton,CHI,@ DET,L  10-20,2,42,21.0,0,0
T.Y. Hilton,IND,vs DEN,L  13-25,5,41,8.2,0,0
Troy Niklas,ARI,@ WAS,L  15-20,3,41,13.7,0,0
Jay Ajayi,PHI,@ NYG,W  34-29,2,40,20.0,0,0
Robby Anderson,NYJ,@ NO,L  19-31,5,40,8.0,0,0
Wayne Gallman,NYG,vs PHI,L  29-34,6,40,6.7,0,0
Duke Johnson,CLE,vs BAL,L  10-27,5,40,8.0,0,1
Trent Taylor,SF,vs TEN,W  25-23,4,40,10.0,0,0
Michael Crabtree,OAK,vs DAL,L  17-20,7,39,5.6,2,0
J.D. McKissic,SEA,vs LA,L  7-42,3,38,12.7,0,0
Frank Gore,IND,vs DEN,L  13-25,3,37,12.3,0,0
Delanie Walker,TEN,@ SF,L  23-25,5,37,7.4,1,1
Kenyan Drake,MIA,@ BUF,L  16-24,6,35,5.8,0,0
Geronimo Allison,GB,@ CAR,L  24-31,5,33,6.6,0,1
Alex Collins,BAL,@ CLE,W  27-10,5,33,6.6,0,0
Benny Cunningham,CHI,@ DET,L  10-20,4,33,8.2,1,0
Eric Ebron,DET,vs CHI,W  20-10,5,33,6.6,1,0
Justin Hardy,ATL,@ TB,W  24-21,2,33,16.5,1,0
Nick O'Leary,BUF,vs MIA,W  24-16,2,33,16.5,0,0
Golden Tate,DET,vs CHI,W  20-10,3,33,11.0,0,0
Ross Travis,IND,vs DEN,L  13-25,2,33,16.5,0,0
Daniel Brown,CHI,@ DET,L  10-20,3,32,10.7,0,0
Seth DeValve,CLE,vs BAL,L  10-27,2,32,16.0,0,0
James Hanna,DAL,@ OAK,W  20-17,1,31,31.0,0,0
Tyrell Williams,LAC,@ KC,L  13-30,3,31,10.3,0,0
Danny Woodhead,BAL,@ CLE,W  27-10,6,31,5.2,0,0
Stefon Diggs,MIN,vs CIN,W  34-7,5,30,6.0,1,0
A.J. Green,CIN,@ MIN,L  7-34,2,30,15.0,0,0
O.J. Howard,TB,vs ATL,L  21-24,1,30,30.0,1,0
Adam Thielen,MIN,vs CIN,W  34-7,3,30,10.0,0,0
Kenny Golladay,DET,vs CHI,W  20-10,4,29,7.2,0,0
Samaje Perine,WAS,vs ARI,W  20-15,2,29,14.5,0,0
Corey Davis,TEN,@ SF,L  23-25,3,28,9.3,0,0
Todd Gurley,LA,@ SEA,W  42-7,3,28,9.3,1,0
Hunter Henry,LAC,@ KC,L  13-30,3,28,9.3,0,0
Jermaine Kearse,NYJ,@ NO,L  19-31,3,28,9.3,0,0
Latavius Murray,MIN,vs CIN,W  34-7,1,28,28.0,0,0
Jordy Nelson,GB,@ CAR,L  24-31,3,28,9.3,0,0
Jordan Howard,CHI,@ DET,L  10-20,4,26,6.5,0,0
T.J. Jones,DET,vs CHI,W  20-10,3,26,8.7,1,0
Luke Willson,SEA,vs LA,L  7-42,1,26,26.0,1,0
Damiere Byrd,CAR,vs GB,W  31-24,3,25,8.3,2,0
T.J. Yeldon,JAX,vs HOU,W  45-7,4,25,6.2,0,0
Antonio Brown,PIT,vs NE,L  24-27,2,24,12.0,0,0
C.J. Uzomah,CIN,@ MIN,L  7-34,4,24,6.0,0,0
Danny Amendola,NE,@ PIT,W  27-24,2,23,11.5,0,0
Alan Cross,TB,vs ATL,L  21-24,1,23,23.0,0,0
Mohamed Sanu,ATL,@ TB,W  24-21,2,23,11.5,0,0
Willie Snead,NO,vs NYJ,W  31-19,1,23,23.0,0,0
D.J. Foster,ARI,@ WAS,L  15-20,4,22,5.5,0,0
Josh Hill,NO,vs NYJ,W  31-19,1,22,22.0,0,0
Jeremy Maclin,BAL,@ CLE,W  27-10,1,22,22.0,0,0
Chad Hansen,NYJ,@ NO,L  19-31,3,21,7.0,0,0
Cooper Kupp,LA,@ SEA,W  42-7,2,21,10.5,0,0
Jalen Richard,OAK,vs DAL,L  17-20,2,21,10.5,0,0
Rod Smith,DAL,@ OAK,W  20-17,3,21,7.0,0,0
Brandon Tate,BUF,vs MIA,W  24-16,1,21,21.0,0,0
Dede Westbrook,JAX,vs HOU,W  45-7,2,21,10.5,0,0
Kelvin Benjamin,BUF,vs MIA,W  24-16,2,20,10.0,0,0
Mike Davis,SEA,vs LA,L  7-42,2,20,10.0,0,0
Ryan Grant,WAS,vs ARI,W  20-15,2,20,10.0,0,0
Devin Funchess,CAR,vs GB,W  31-24,1,19,19.0,0,0
Tanner McEvoy,SEA,vs LA,L  7-42,1,19,19.0,0,1
JoJo Natson,NYJ,@ NO,L  19-31,1,19,19.0,0,0
Terrance Williams,DAL,@ OAK,W  20-17,3,19,6.3,0,0
Orson Charles,KC,vs LAC,W  30-13,1,18,18.0,0,0
Vernon Davis,WAS,vs ARI,W  20-15,2,18,9.0,0,1
Chris Godwin,TB,vs ATL,L  21-24,1,18,18.0,0,0
Marcedes Lewis,JAX,vs HOU,W  45-7,2,18,9.0,0,0
Paul Richardson,SEA,vs LA,L  7-42,2,18,9.0,0,0
Eli Rogers,PIT,vs NE,L  24-27,1,18,18.0,1,0
Michael Campanaro,BAL,@ CLE,W  27-10,1,17,17.0,0,0
Jared Cook,OAK,vs DAL,L  17-20,2,17,8.5,0,0
Kyle Rudolph,MIN,vs CIN,W  34-7,2,17,8.5,1,0
Torrey Smith,PHI,@ NYG,W  34-29,2,17,8.5,0,0
Tarik Cohen,CHI,@ DET,L  10-20,4,16,4.0,0,0
Corey Coleman,CLE,vs BAL,L  10-27,1,16,16.0,0,0
Brandon Coleman,NO,vs NYJ,W  31-19,3,16,5.3,0,2
Josh Doctson,WAS,vs ARI,W  20-15,2,16,8.0,0,0
Taylor Gabriel,ATL,@ TB,W  24-21,2,16,8.0,0,0
Kyle Juszczyk,SF,vs TEN,W  25-23,2,16,8.0,0,0
Marshawn Lynch,OAK,vs DAL,L  17-20,3,16,5.3,0,0
Deonte Thompson,BUF,vs MIA,W  24-16,1,16,16.0,0,0
DeAndre Washington,OAK,vs DAL,L  17-20,2,16,8.0,0,0
Peyton Barber,TB,vs ATL,L  21-24,3,15,5.0,0,1
Cole Beasley,DAL,@ OAK,W  20-17,1,15,15.0,0,0
Trey Burton,PHI,@ NYG,W  34-29,2,15,7.5,1,0
Anthony Fasano,MIA,@ BUF,L  16-24,2,15,7.5,0,0
James O'Shaughnessy,JAX,vs HOU,W  45-7,1,15,15.0,0,0
Julius Thomas,MIA,@ BUF,L  16-24,2,15,7.5,0,0
Shane Vereen,NYG,vs PHI,L  29-34,5,15,3.0,0,0
Albert Wilson,KC,vs LAC,W  30-13,1,15,15.0,0,0
Antony Auclair,TB,vs ATL,L  21-24,1,14,14.0,0,0
Travaris Cadet,BUF,vs MIA,W  24-16,1,14,14.0,0,0
Carlos Hyde,SF,vs TEN,W  25-23,2,14,7.0,0,0
Sammy Watkins,LA,@ SEA,W  42-7,2,14,7.0,0,0
Ameer Abdullah,DET,vs CHI,W  20-10,3,13,4.3,0,0
Giovani Bernard,CIN,@ MIN,L  7-34,3,13,4.3,0,0
Jakeem Grant,MIA,@ BUF,L  16-24,1,13,13.0,0,0
Dion Lewis,NE,@ PIT,W  27-24,1,13,13.0,0,0
Austin Seferian-Jenkins,NYJ,@ NO,L  19-31,2,13,6.5,0,0
Tyler Higbee,LA,@ SEA,W  42-7,1,12,12.0,0,0
Austin Hooper,ATL,@ TB,W  24-21,2,12,6.0,0,0
Theo Riddick,DET,vs CHI,W  20-10,3,12,4.0,0,1
Keith Smith,DAL,@ OAK,W  20-17,1,12,12.0,0,0
Alex Erickson,CIN,@ MIN,L  7-34,1,11,11.0,0,0
DeSean Jackson,TB,vs ATL,L  21-24,1,11,11.0,0,0
Freddie Martino,TB,vs ATL,L  21-24,1,11,11.0,0,0
Niles Paul,WAS,vs ARI,W  20-15,1,11,11.0,0,0
Ricky Seals-Jones,ARI,@ WAS,L  15-20,2,11,5.5,0,0
Jarius Wright,MIN,vs CIN,W  34-7,1,11,11.0,0,0
Dwayne Allen,NE,@ PIT,W  27-24,1,10,10.0,0,0
Devontae Booker,DEN,@ IND,W  25-13,1,10,10.0,0,0
Matt Forte,NYJ,@ NO,L  19-31,2,10,5.0,0,0
Antonio Gates,LAC,@ KC,L  13-30,1,10,10.0,1,0
Rashard Higgins,CLE,vs BAL,L  10-27,2,10,5.0,0,0
Nick Boyle,BAL,@ CLE,W  27-10,1,9,9.0,0,0
Jaron Brown,ARI,@ WAS,L  15-20,1,9,9.0,0,0
Orleans Darkwa,NYG,vs PHI,L  29-34,1,9,9.0,0,0
Derrick Henry,TEN,@ SF,L  23-25,2,9,4.5,0,0
Breshad Perriman,BAL,@ CLE,W  27-10,1,9,9.0,0,0
Dion Sims,CHI,@ DET,L  10-20,1,9,9.0,0,0
Jonathan Stewart,CAR,vs GB,W  31-24,1,9,9.0,0,0
Noah Brown,DAL,@ OAK,W  20-17,1,8,8.0,0,0
Sammie Coates,CLE,vs BAL,L  10-27,1,8,8.0,0,0
Amara Darboh,SEA,vs LA,L  7-42,1,8,8.0,0,0
Xavier Grimble,PIT,vs NE,L  24-27,1,8,8.0,0,0
Tyler Lockett,SEA,vs LA,L  7-42,2,8,4.0,0,0
Kenny Stills,MIA,@ BUF,L  16-24,1,8,8.0,0,0
James White,NE,@ PIT,W  27-24,2,8,4.0,0,0
Travis Benjamin,LAC,@ KC,L  13-30,1,7,7.0,0,0
Kenny Britt,NE,@ PIT,W  27-24,1,7,7.0,0,0
Demetrius Harris,KC,vs LAC,W  30-13,1,7,7.0,0,0
Jesse James,PIT,vs NE,L  24-27,2,7,3.5,0,0
Cordarrelle Patterson,OAK,vs DAL,L  17-20,1,7,7.0,0,0
Jamal Agnew,DET,vs CHI,W  20-10,1,6,6.0,0,0
Doug Baldwin,SEA,vs LA,L  7-42,1,6,6.0,0,0
Patrick DiMarco,BUF,vs MIA,W  24-16,1,6,6.0,0,0
Austin Ekeler,LAC,@ KC,L  13-30,1,6,6.0,0,1
C.J. Ham,MIN,vs CIN,W  34-7,1,6,6.0,0,0
Aaron Jones,GB,@ CAR,L  24-31,1,6,6.0,0,0
Charles Sims,TB,vs ATL,L  21-24,4,6,1.5,0,0
De'Anthony Thomas,KC,vs LAC,W  30-13,2,6,3.0,0,0
Terron Ward,ATL,@ TB,W  24-21,1,6,6.0,0,0
Rex Burkhead,NE,@ PIT,W  27-24,1,5,5.0,0,0
Dontrelle Inman,CHI,@ DET,L  10-20,1,5,5.0,0,0
Lance Kendricks,GB,@ CAR,L  24-31,1,5,5.0,0,0
Zach Line,NO,vs NYJ,W  31-19,1,5,5.0,0,0
Jonnu Smith,TEN,@ SF,L  23-25,1,5,5.0,0,0
Javorius Allen,BAL,@ CLE,W  27-10,1,4,4.0,0,0
Derek Carrier,LA,@ SEA,W  42-7,1,4,4.0,0,0
Phillip Dorsett,NE,@ PIT,W  27-24,1,4,4.0,0,0
DeMarco Murray,TEN,@ SF,L  23-25,1,4,4.0,0,0
Darrius Heyward-Bey,PIT,vs NE,L  24-27,1,3,3.0,0,0
Jay Prosch,HOU,@ JAX,L  7-45,1,3,3.0,0,0
Aldrick Robinson,SF,vs TEN,W  25-23,1,3,3.0,0,0
Lee Smith,OAK,vs DAL,L  17-20,1,3,3.0,0,0
Corey Clement,PHI,@ NYG,W  34-29,1,1,1.0,0,0
Tyler Kroft,CIN,@ MIN,L  7-34,2,1,0.5,0,0
Lamar Miller,HOU,@ JAX,L  7-45,2,1,0.5,0,0
Kamar Aiken,IND,vs DEN,L  13-25,0,0,0.0,0,0
Stephen Anderson,HOU,@ JAX,L  7-45,0,0,0.0,0,0
C.J. Anderson,DEN,@ IND,W  25-13,0,0,0.0,0,0
Alfred Blue,HOU,@ JAX,L  7-45,0,0,0.0,0,0
Malcolm Brown,LA,@ SEA,W  42-7,0,0,0.0,0,0
Kaelin Clay,CAR,vs GB,W  31-24,0,0,0.0,0,0
Derrick Coleman,ATL,@ TB,W  24-21,0,0,0.0,0,0
James Develin,NE,@ PIT,W  27-24,0,0,0.0,0,0
Gerald Everett,LA,@ SEA,W  42-7,0,0,0.0,0,0
Josh Ferguson,IND,vs DEN,L  13-25,0,0,0.0,0,0
Michael Floyd,MIN,vs CIN,W  34-7,0,0,0.0,0,0
Virgil Green,DEN,@ IND,W  25-13,0,0,0.0,0,0
Cobi Hamilton,HOU,@ JAX,L  7-45,0,0,0.0,0,0
Mack Hollins,PHI,@ NYG,W  34-29,0,0,0.0,0,0
Jacob Hollister,NE,@ PIT,W  27-24,0,0,0.0,0,0
Gabe Holmes,ARI,@ WAS,L  15-20,0,0,0.0,0,0
Zay Jones,BUF,vs MIA,W  24-16,0,0,0.0,0,0
Ben Koyack,JAX,vs HOU,W  45-7,1,0,0.0,0,0
Ricardo Louis,CLE,vs BAL,L  10-27,0,0,0.0,0,0
Marlon Mack,IND,vs DEN,L  13-25,0,0,0.0,0,0
Josh Malone,CIN,@ MIN,L  7-34,0,0,0.0,0,0
Chris Moore,BAL,@ CLE,W  27-10,0,0,0.0,0,0
Alfred Morris,DAL,@ OAK,W  20-17,2,0,0.0,0,0
David Njoku,CLE,vs BAL,L  10-27,0,0,0.0,0,0
Branden Oliver,LAC,@ KC,L  13-30,0,0,0.0,0,0
Logan Paulsen,SF,vs TEN,W  25-23,0,0,0.0,0,0
Elijhaa Penny,ARI,@ WAS,L  15-20,0,0,0.0,0,0
Bilal Powell,NYJ,@ NO,L  19-31,0,0,0.0,0,0
Chester Rogers,IND,vs DEN,L  13-25,0,0,0.0,0,0
ArDarius Stewart,NYJ,@ NO,L  19-31,0,0,0.0,0,0
Luke Stocker,TEN,@ SF,L  23-25,0,0,0.0,0,0
Charcandrick West,KC,vs LAC,W  30-13,0,0,0.0,0,0
DeAndrew White,HOU,@ JAX,L  7-45,0,0,0.0,0,0
Maxx Williams,BAL,@ CLE,W  27-10,0,0,0.0,0,0
Mike Williams,LAC,@ KC,L  13-30,0,0,0.0,0,0
Brandon Williams,IND,vs DEN,L  13-25,0,0,0.0,0,0
Kerwynn Williams,ARI,@ WAS,L  15-20,0,0,0.0,0,0
Jimmy Graham,SEA,vs LA,L  7-42,1,-1,-1.0,0,0
Jimmy Garoppolo,SF,vs TEN,W  25-23,1,-6,-6.0,0,0
Isaiah Crowell,CLE,vs BAL,L  10-27,4,-7,-1.8,0,0
