Name,Team,Opp,Score,No.,Yds,Gross Avg,Net Avg,Touchbacks,Inside 20,Long,Blocked
Shane Lechler,HOU,@ NE,L  33-36,4,234,58.5,45.3,0,2,68,0
Brett Kern,TEN,vs SEA,W  33-27,6,341,56.8,48.2,1,2,66,0
Johnny Hekker,LA,@ SF,W  41-39,2,113,56.5,52.0,0,0,64,0
Marquette King,OAK,@ WAS,L  10-27,7,369,52.7,49.4,0,4,61,0
Drew Kaser,LAC,vs KC,L  10-24,5,250,50.0,40.0,2,2,66,0
Thomas Morstead,NO,@ CAR,W  34-13,3,150,50.0,46.0,0,2,59,0
Brad Nortman,JAX,vs BAL,W  44-7,3,150,50.0,50.0,0,1,60,0
Dustin Colquitt,KC,@ LAC,W  24-10,5,249,49.8,47.4,0,3,63,0
Britton Colquitt,CLE,@ IND,L  28-31,7,347,49.6,47.3,0,3,55,0
Kevin Huber,CIN,@ GB,L  24-27,6,296,49.3,37.7,0,1,58,0
Justin Vogel,GB,vs CIN,W  27-24,6,296,49.3,44.2,0,2,61,0
Lachlan Edwards,NYJ,vs MIA,W  20-6,5,243,48.6,46.0,0,3,61,0
Jon Ryan,SEA,@ TEN,L  27-33,8,388,48.5,39.6,1,0,64,0
Jeff Locke,DET,vs ATL,L  26-30,5,239,47.8,40.2,0,1,52,0
Matt Haack,MIA,@ NYJ,L  6-20,7,333,47.6,40.3,1,1,64,0
Rigoberto Sanchez,IND,vs CLE,W  31-28,7,320,45.7,42.9,1,2,51,0
Matt Bosher,ATL,@ DET,W  30-26,2,91,45.5,40.5,0,1,48,0
Donnie Jones,PHI,vs NYG,W  27-24,4,182,45.5,40.5,1,0,58,0
Ryan Allen,NE,vs HOU,W  36-33,6,272,45.3,38.7,1,3,60,0
Andy Lee,ARI,vs DAL,L  17-28,6,271,45.2,38.0,0,2,58,0
Colton Schmidt,BUF,vs DEN,W  26-16,5,226,45.2,38.0,1,2,58,0
Pat O'Donnell,CHI,vs PIT,W  23-17,6,267,44.5,42.0,0,2,62,0
Chris Jones,DAL,@ ARI,W  28-17,7,311,44.4,43.9,0,4,56,0
Sam Koch,BAL,@ JAX,L  7-44,7,311,44.4,41.3,1,1,67,0
Tress Way,WAS,vs OAK,W  27-10,5,221,44.2,43.4,0,3,58,0
Michael Palardy,CAR,vs NO,L  13-34,3,129,43.0,32.3,1,0,56,0
Riley Dixon,DEN,@ BUF,L  16-26,3,125,41.7,28.3,1,0,45,0
Bradley Pinion,SF,vs LA,L  39-41,2,83,41.5,41.5,0,2,51,0
Bryan Anger,TB,@ MIN,L  17-34,4,163,40.8,40.8,0,0,47,0
Jordan Berry,PIT,@ CHI,L  17-23,5,203,40.6,36.6,1,3,46,0
Ryan Quigley,MIN,vs TB,W  34-17,3,121,40.3,40.3,0,1,47,0
Brad Wing,NYG,@ PHI,L  24-27,4,154,38.5,31.3,1,1,57,0
