Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Sterling Shepard,NYG,@ ATL,L  20-23,5,167,33.4,0,0
Odell Beckham,NYG,@ ATL,L  20-23,8,143,17.9,1,0
Zach Ertz,PHI,vs CAR,L  17-21,9,138,15.3,0,0
John Brown,BAL,vs NO,L  23-24,7,134,19.1,1,0
Trey Burton,CHI,vs NE,L  31-38,9,126,14.0,1,0
Tyrell Williams,LAC,vs TEN,W  20-19,4,118,29.5,1,0
A.J. Green,CIN,@ KC,L  10-45,7,117,16.7,0,0
Adam Thielen,MIN,@ NYJ,W  37-17,9,110,12.2,1,0
Mike Evans,TB,vs CLE,W  26-23,7,107,15.3,0,0
Julio Jones,ATL,vs NYG,W  23-20,9,104,11.6,0,1
Emmanuel Sanders,DEN,@ ARI,W  45-10,6,102,17.0,1,0
Tajae Sharpe,TEN,@ LAC,L  19-20,7,101,14.4,0,0
Josh Gordon,NE,@ CHI,W  38-31,4,100,25.0,0,0
George Kittle,SF,vs LA,L  10-39,5,98,19.6,1,0
Jarvis Landry,CLE,@ TB,L  23-26,10,97,9.7,1,0
Travis Kelce,KC,vs CIN,W  45-10,5,95,19.0,0,0
Alshon Jeffery,PHI,vs CAR,L  17-21,7,88,12.6,1,0
Danny Amendola,MIA,vs DET,L  21-32,6,84,14.0,1,0
Michael Gallup,DAL,@ WAS,L  17-20,3,81,27.0,1,0
Robert Woods,LA,@ SF,W  39-10,5,78,15.6,0,0
Donte Moncrief,JAX,vs HOU,L  7-20,7,76,10.9,0,0
Allen Hurns,DAL,@ WAS,L  17-20,5,74,14.8,0,0
Sammy Watkins,KC,vs CIN,W  45-10,4,74,18.5,0,0
Keenan Allen,LAC,vs TEN,W  20-19,5,72,14.4,0,0
Kelvin Benjamin,BUF,@ IND,L  5-37,4,71,17.8,0,0
Trenton Cannon,NYJ,vs MIN,L  17-37,4,69,17.2,0,0
Tarik Cohen,CHI,vs NE,L  31-38,8,69,8.6,1,0
Michael Thomas,NO,@ BAL,W  24-23,7,69,9.9,1,0
Will Fuller,HOU,@ JAX,W  20-7,6,68,11.3,0,0
Tyreek Hill,KC,vs CIN,W  45-10,7,68,9.7,1,0
O.J. Howard,TB,vs CLE,W  26-23,5,67,13.4,0,0
Michael Crabtree,BAL,vs NO,L  23-24,5,66,13.2,0,0
Brandin Cooks,LA,@ SF,W  39-10,4,64,16.0,1,0
Dion Lewis,TEN,@ LAC,L  19-20,6,64,10.7,0,0
Kevin White,CHI,vs NE,L  31-38,2,64,32.0,0,0
Marvin Hall,ATL,vs NYG,W  23-20,3,63,21.0,1,0
Chris Hogan,NE,@ CHI,W  38-31,6,63,10.5,0,0
Devin Funchess,CAR,@ PHI,W  21-17,6,62,10.3,1,0
Torrey Smith,CAR,@ PHI,W  21-17,4,61,15.2,0,0
Chris Godwin,TB,vs CLE,W  26-23,5,59,11.8,0,0
Christian Kirk,ARI,vs DEN,L  10-45,3,57,19.0,0,0
James White,NE,@ CHI,W  38-31,8,57,7.1,2,0
Cole Beasley,DAL,@ WAS,L  17-20,7,56,8.0,0,0
Kareem Hunt,KC,vs CIN,W  45-10,5,55,11.0,2,0
Mike Williams,LAC,vs TEN,W  20-19,1,55,55.0,1,0
David Njoku,CLE,@ TB,L  23-26,4,52,13.0,1,0
Saquon Barkley,NYG,@ ATL,L  20-23,9,51,5.7,0,0
Christian McCaffrey,CAR,@ PHI,W  21-17,6,51,8.5,0,0
DeAndre Hopkins,HOU,@ JAX,W  20-7,3,50,16.7,1,0
Austin Hooper,ATL,vs NYG,W  23-20,3,48,16.0,0,0
Michael Roberts,DET,@ MIA,W  32-21,3,48,16.0,2,0
Robby Anderson,NYJ,vs MIN,L  17-37,3,44,14.7,0,0
Mike Gesicki,MIA,vs DET,L  21-32,3,44,14.7,0,0
