Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Julio Jones,ATL,vs TB,W  34-20,12,253,21.1,2,0
Keenan Allen,LAC,@ DAL,W  28-6,11,172,15.6,1,0
Antonio Brown,PIT,vs GB,W  31-28,10,169,16.9,2,0
Robby Anderson,NYJ,vs CAR,L  27-35,6,146,24.3,2,0
Jamison Crowder,WAS,vs NYG,W  20-10,7,141,20.1,1,0
DeAndre Hopkins,HOU,@ BAL,L  16-23,7,125,17.9,0,0
Cooper Kupp,LA,vs NO,W  26-20,8,116,14.5,0,0
Marvin Jones,DET,vs MIN,L  23-30,6,109,18.2,2,0
Devin Funchess,CAR,@ NYJ,W  35-27,7,108,15.4,0,0
Jermaine Kearse,NYJ,vs CAR,L  27-35,7,105,15.0,1,0
Zach Ertz,PHI,vs CHI,W  31-3,10,103,10.3,1,0
Alvin Kamara,NO,@ LA,L  20-26,6,101,16.8,1,0
Jack Doyle,IND,vs TEN,L  16-20,7,94,13.4,0,0
Adam Thielen,MIN,@ DET,W  30-23,8,89,11.1,0,0
Le'Veon Bell,PIT,vs GB,W  31-28,12,88,7.3,0,1
Brandin Cooks,NE,vs MIA,W  35-17,6,83,13.8,1,0
Davante Adams,GB,@ PIT,L  28-31,5,82,16.4,1,0
Rob Gronkowski,NE,vs MIA,W  35-17,5,82,16.4,2,0
Sammy Watkins,LA,vs NO,W  26-20,4,82,20.5,1,0
Mike Evans,TB,@ ATL,L  20-34,6,78,13.0,0,0
Marquise Goodwin,SF,vs SEA,L  13-24,4,78,19.5,0,0
Hunter Henry,LAC,@ DAL,W  28-6,5,76,15.2,1,0
Cordarrelle Patterson,OAK,vs DEN,W  21-14,3,72,24.0,0,0
Ricky Seals-Jones,ARI,vs JAX,W  27-24,4,72,18.0,1,0
Ted Ginn,NO,@ LA,L  20-26,7,71,10.1,0,0
Jarvis Landry,MIA,@ NE,L  17-35,8,70,8.8,0,0
Paul Richardson,SEA,@ SF,W  24-13,4,70,17.5,0,0
Jamaal Williams,GB,@ PIT,L  28-31,4,69,17.2,1,0
Stefon Diggs,MIN,@ DET,W  30-23,5,66,13.2,0,0
A.J. Green,CIN,vs CLE,W  30-16,5,66,13.2,0,0
Corey Coleman,CLE,@ CIN,L  16-30,3,64,21.3,0,0
Dontrelle Inman,CHI,@ PHI,L  3-31,4,64,16.0,0,0
Mohamed Sanu,ATL,vs TB,W  34-20,8,64,8.0,0,0
Kyle Rudolph,MIN,@ DET,W  30-23,4,63,15.8,2,0
