Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Albert Wilson,MIA,vs CHI,W  31-28,6,155,25.8,2,0
Julio Jones,ATL,vs TB,W  34-29,10,144,14.4,0,0
Tyreek Hill,KC,@ NE,L  40-43,7,142,20.3,3,0
Davante Adams,GB,vs SF,W  33-30,10,132,13.2,2,0
Marquise Goodwin,SF,@ GB,L  30-33,4,126,31.5,2,0
Adam Thielen,MIN,vs ARI,W  27-17,11,123,11.2,1,0
Tyrell Williams,LAC,@ CLE,W  38-14,3,118,39.3,2,0
Emmanuel Sanders,DEN,vs LA,L  20-23,7,115,16.4,1,0
JuJu Smith-Schuster,PIT,@ CIN,W  28-21,7,111,15.9,0,0
Taylor Gabriel,CHI,@ MIA,L  28-31,5,110,22.0,0,0
Robert Woods,LA,@ DEN,W  23-20,7,109,15.6,0,0
Antonio Brown,PIT,@ CIN,W  28-21,5,105,21.0,1,0
Kareem Hunt,KC,@ NE,L  40-43,5,105,21.0,1,0
Jimmy Graham,GB,vs SF,W  33-30,5,104,20.8,0,0
Marquez Valdes-Scantling,GB,vs SF,W  33-30,3,103,34.3,0,0
Cole Beasley,DAL,vs JAX,W  40-7,9,101,11.2,2,0
Saquon Barkley,NYG,vs PHI,L  13-34,9,99,11.0,0,0
Rob Gronkowski,NE,vs KC,W  43-40,3,97,32.3,0,0
Jermaine Kearse,NYJ,vs IND,W  42-34,9,94,10.4,0,0
Michael Crabtree,BAL,@ TEN,W  21-0,6,93,15.5,1,0
Nelson Agholor,PHI,@ NYG,W  34-13,3,91,30.3,0,0
Doug Baldwin,SEA,@ OAK,W  27-3,6,91,15.2,0,0
Tarik Cohen,CHI,@ MIA,L  28-31,7,90,12.9,0,1
A.J. Green,CIN,vs PIT,L  21-28,7,85,12.1,0,0
Adam Humphries,TB,@ ATL,L  29-34,3,82,27.3,0,0
Damion Ratley,CLE,vs LAC,L  14-38,6,82,13.7,0,0
Chris Hogan,NE,vs KC,W  43-40,4,78,19.5,0,0
DeSean Jackson,TB,@ ATL,L  29-34,4,77,19.2,0,0
Christian Kirk,ARI,@ MIN,L  17-27,6,77,12.8,0,0
Devin Funchess,CAR,@ WAS,L  17-23,5,74,14.8,1,0
Alshon Jeffery,PHI,@ NYG,W  34-13,8,74,9.2,2,0
Duke Johnson,CLE,vs LAC,L  14-38,4,73,18.2,0,0
Eric Ebron,IND,@ NYJ,L  34-42,4,71,17.8,1,0
Austin Hooper,ATL,vs TB,W  34-29,9,71,7.9,1,0
Ricky Seals-Jones,ARI,@ MIN,L  17-27,5,69,13.8,0,0
Vance McDonald,PIT,@ CIN,W  28-21,7,68,9.7,0,0
Allen Robinson,CHI,@ MIA,L  28-31,5,64,12.8,1,0
DeAndre Hopkins,HOU,vs BUF,W  20-13,5,63,12.6,1,0
Keenan Allen,LAC,@ CLE,W  38-14,4,62,15.5,0,0
Tyler Boyd,CIN,vs PIT,L  21-28,7,62,8.9,2,0
O.J. Howard,TB,@ ATL,L  29-34,4,62,15.5,1,0
Travis Kelce,KC,@ NE,L  40-43,5,61,12.2,0,0
Willie Snead,BAL,@ TEN,W  21-0,7,60,8.6,0,0
Danny Amendola,MIA,vs CHI,W  31-28,8,59,7.4,0,0
D.J. Moore,CAR,@ WAS,L  17-23,4,59,14.8,0,2
Mike Evans,TB,@ ATL,L  29-34,4,58,14.5,0,0
Courtland Sutton,DEN,vs LA,L  20-23,3,58,19.3,0,0
Terrelle Pryor,NYJ,vs IND,W  42-34,5,57,11.4,1,0
Demaryius Thomas,DEN,vs LA,L  20-23,3,57,19.0,1,0
Chris Godwin,TB,@ ATL,L  29-34,6,56,9.3,1,0
Christopher Herndon,NYJ,vs IND,W  42-34,2,56,28.0,1,0
David Njoku,CLE,vs LAC,L  14-38,7,55,7.9,1,0
Chester Rogers,IND,@ NYJ,L  34-42,4,55,13.8,1,0
Julian Edelman,NE,vs KC,W  43-40,4,54,13.5,1,0
C.J. Uzomah,CIN,vs PIT,L  21-28,6,54,9.0,0,0
Brandin Cooks,LA,@ DEN,W  23-20,2,53,26.5,0,0
James White,NE,vs KC,W  43-40,5,53,10.6,0,0
Marcus Johnson,IND,@ NYJ,L  34-42,2,52,26.0,1,0
Cody Latimer,NYG,vs PHI,L  13-34,3,52,17.3,0,0
Nick O'Leary,MIA,vs CHI,W  31-28,4,49,12.2,1,0
Vernon Davis,WAS,vs CAR,W  23-17,3,48,16.0,1,0
Phillip Lindsay,DEN,vs LA,L  20-23,6,48,8.0,0,0
Greg Olsen,CAR,@ WAS,L  17-23,4,48,12.0,0,0
Jalen Richard,OAK,vs SEA,L  3-27,7,48,6.9,0,0
David Moore,SEA,@ OAK,W  27-3,2,47,23.5,1,0
Calvin Ridley,ATL,vs TB,W  34-29,3,47,15.7,0,0
Christian McCaffrey,CAR,@ WAS,L  17-23,7,46,6.6,0,0
Mohamed Sanu,ATL,vs TB,W  34-29,2,46,23.0,1,0
Odell Beckham,NYG,vs PHI,L  13-34,6,44,7.3,0,0
Kelvin Benjamin,BUF,@ HOU,L  13-20,2,43,21.5,0,0
Zach Ertz,PHI,@ NYG,W  34-13,7,43,6.1,1,0
Torrey Smith,CAR,@ WAS,L  17-23,5,43,8.6,1,0
Josh Gordon,NE,vs KC,W  43-40,5,42,8.4,0,0
Keelan Cole,JAX,@ DAL,L  7-40,4,41,10.2,0,1
Robby Anderson,NYJ,vs IND,W  42-34,3,39,13.0,0,0
