Name,Team,Opp,Score,Comp,Att,Yds,TD,Int,Sck,FUM,Rate
Drew Brees,NO,@ ARI,W  48-41,37,48,389,4,0,3,1,127.9
Matt Barkley,CHI,vs GB,L  27-30,30,43,362,2,3,1,1,81.7
Carson Palmer,ARI,vs NO,L  41-48,28,40,318,2,0,1,0,110.2
Kirk Cousins,WAS,vs CAR,L  15-26,32,47,315,0,1,1,1,77.9
Cam Newton,CAR,@ WAS,W  26-15,21,37,300,2,0,2,0,101.2
Sam Bradford,MIN,vs IND,L  6-34,32,42,291,0,1,5,1,84.5
Ben Roethlisberger,PIT,@ CIN,W  24-20,21,36,286,1,0,1,0,93.1
Matt Ryan,ATL,vs SF,W  41-13,17,23,286,2,0,1,0,144.5
Trevor Siemian,DEN,vs NE,L  3-16,25,40,282,0,1,4,0,73.1
Dak Prescott,DAL,vs TB,W  26-20,32,36,279,0,0,3,0,99.0
Matthew Stafford,DET,@ NYG,L  6-17,24,39,273,0,1,1,0,71.8
Tom Savage,HOU,vs JAX,W  21-20,23,36,260,0,0,0,0,85.4
Aaron Rodgers,GB,@ CHI,W  30-27,19,31,252,0,0,4,0,87.0
Andrew Luck,IND,@ MIN,W  34-6,21,28,250,2,0,0,0,125.6
Jameis Winston,TB,@ DAL,L  20-26,17,35,247,2,3,4,1,55.3
Marcus Mariota,TEN,@ KC,W  19-17,19,33,241,0,1,1,1,67.9
Matt Moore,MIA,@ NYJ,W  34-13,12,18,236,4,1,1,0,126.2
Bryce Petty,NYJ,vs MIA,L  13-34,20,36,235,1,2,3,1,61.7
Russell Wilson,SEA,vs LA,W  24-3,19,26,229,3,1,2,0,122.1
Derek Carr,OAK,@,W  19-16,19,30,213,1,1,2,0,81.7
Joe Flacco,BAL,vs PHI,W  27-26,16,30,206,2,1,3,1,83.5
Philip Rivers,,vs OAK,L  16-19,17,30,206,2,1,3,0,86.3
Eli Manning,NYG,vs DET,W  17-6,20,28,201,2,0,2,0,115.3
Robert Griffin,CLE,@ BUF,L  13-33,17,28,196,0,0,5,0,81.8
Tom Brady,NE,@ DEN,W  16-3,16,32,188,0,0,2,0,68.2
Colin Kaepernick,SF,@ ATL,L  13-41,20,33,183,2,0,2,0,95.9
Tyrod Taylor,BUF,vs CLE,W  33-13,17,24,174,1,0,1,0,105.2
Carson Wentz,PHI,@ BAL,L  26-27,22,42,170,0,1,1,0,52.7
Alex Smith,KC,vs TEN,L  17-19,15,28,163,0,1,1,0,56.1
Andy Dalton,CIN,vs PIT,L  20-24,16,27,157,0,1,1,0,60.3
Jared Goff,LA,@ SEA,L  3-24,13,25,135,0,0,4,0,67.9
Blake Bortles,JAX,@ HOU,L  20-21,12,28,92,0,1,2,0,36.6
Brock Osweiler,HOU,vs JAX,W  21-20,6,11,48,0,2,0,0,26.1
Case Keenum,LA,@ SEA,L  3-24,5,9,32,0,0,0,0,63.2
Ryan Fitzpatrick,NYJ,vs MIA,L  13-34,5,10,31,0,1,0,0,17.1
Matt Schaub,ATL,vs SF,W  41-13,1,1,16,0,0,0,0,118.8
Johnny Hekker,LA,@ SEA,L  3-24,0,1,0,0,0,0,0,39.6
E.J. Manuel,BUF,vs CLE,W  33-13,0,1,0,0,0,0,0,39.6
