Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
DeAndre Hopkins,HOU,@ NYJ,W  29-22,10,170,17.0,2,0
Alshon Jeffery,PHI,@ LA,W  30-23,8,160,20.0,0,0
Kenny Golladay,DET,@ BUF,L  13-14,7,146,20.9,0,0
Mike Evans,TB,@ BAL,L  12-20,4,121,30.2,0,0
Davante Adams,GB,@ CHI,L  17-24,8,119,14.9,0,0
Robert Foster,BUF,vs DET,W  14-13,4,108,27.0,1,0
Robby Anderson,NYJ,vs HOU,L  22-29,7,96,13.7,1,0
Julian Edelman,NE,@ PIT,L  10-17,7,90,12.9,0,0
Jordy Nelson,OAK,@ CIN,L  16-30,6,88,14.7,0,0
T.Y. Hilton,IND,vs DAL,W  23-0,5,85,17.0,0,0
Dante Pettis,SF,vs SEA,W  26-23,5,83,16.6,0,0
Larry Fitzgerald,ARI,@ ATL,L  14-40,7,82,11.7,0,0
Julio Jones,ATL,vs ARI,W  40-14,6,82,13.7,1,0
Doug Baldwin,SEA,@ SF,L  23-26,4,77,19.2,2,0
Todd Gurley,LA,vs PHI,L  23-30,10,76,7.6,0,0
Mike Williams,LAC,@ KC,W  29-28,7,76,10.9,2,0
Evan Engram,NYG,vs TEN,L  0-17,8,75,9.4,0,0
Damien Williams,KC,vs LAC,L  28-29,6,74,12.3,0,0
Robert Woods,LA,vs PHI,L  23-30,7,74,10.6,0,0
Tyrell Williams,LAC,@ KC,W  29-28,6,71,11.8,0,0
Josh Reynolds,LA,vs PHI,L  23-30,5,70,14.0,0,0
Chris Hogan,NE,@ PIT,L  10-17,2,68,34.0,1,0
David Johnson,ARI,@ ATL,L  14-40,3,68,22.7,0,0
Christian McCaffrey,CAR,vs NO,L  9-12,8,67,8.4,0,0
Jalen Richard,OAK,@ CIN,L  16-30,5,67,13.4,0,1
Tim Patrick,DEN,vs CLE,L  16-17,5,65,13.0,0,0
James Washington,PIT,vs NE,W  17-10,3,65,21.7,0,0
Mike Davis,SEA,@ SF,L  23-26,8,63,7.9,0,0
Garrett Celek,SF,vs SEA,W  26-23,2,61,30.5,1,0
Travis Kelce,KC,vs LAC,L  28-29,7,61,8.7,0,0
Brandin Cooks,LA,vs PHI,L  23-30,6,59,9.8,0,0
Demaryius Thomas,HOU,@ NYJ,W  29-22,6,59,9.8,0,0
Willie Snead,BAL,vs TB,W  20-12,5,58,11.6,0,0
Travis Benjamin,LAC,@ KC,W  29-28,2,57,28.5,0,0
DeAndre Carter,HOU,@ NYJ,W  29-22,2,55,27.5,0,0
Antonio Gates,LAC,@ KC,W  29-28,4,54,13.5,0,0
Allen Robinson,CHI,vs GB,W  24-17,3,54,18.0,0,0
Tyler Conklin,MIN,vs MIA,W  41-17,2,53,26.5,0,0
Christopher Herndon,NYJ,vs HOU,L  22-29,3,53,17.7,0,0
Isaiah McKenzie,BUF,vs DET,W  14-13,6,53,8.8,0,0
George Kittle,SF,vs SEA,W  26-23,3,51,17.0,0,0
Chris Manhertz,CAR,vs NO,L  9-12,1,50,50.0,1,0
Antonio Brown,PIT,vs NE,W  17-10,4,49,12.2,1,0
Stefon Diggs,MIN,vs MIA,W  41-17,4,49,12.2,1,0
Michael Thomas,NO,@ CAR,W  12-9,7,49,7.0,0,0
Matt Breida,SF,vs SEA,W  26-23,5,46,9.2,0,0
Jamison Crowder,WAS,@ JAX,W  16-13,4,46,11.5,0,0
Gerald Everett,LA,vs PHI,L  23-30,5,46,9.2,0,0
DaeSean Hamilton,DEN,vs CLE,L  16-17,7,46,6.6,0,0
Tyreek Hill,KC,vs LAC,L  28-29,4,46,11.5,0,0
Nyheim Hines,IND,vs DAL,W  23-0,4,45,11.2,0,0
Blake Jarwin,DAL,@ IND,L  0-23,4,45,11.2,0,0
Tyler Lockett,SEA,@ SF,L  23-26,2,45,22.5,0,0
Aldrick Robinson,MIN,vs MIA,W  41-17,2,44,22.0,1,0
Darren Waller,OAK,@ CIN,L  16-30,1,44,44.0,0,0
Bennie Fowler,NYG,vs TEN,L  0-17,2,43,21.5,0,0
Matt LaCosse,DEN,vs CLE,L  16-17,4,43,10.8,0,0
Golden Tate,PHI,@ LA,W  30-23,5,43,8.6,0,0
Cole Beasley,DAL,@ IND,L  0-23,4,42,10.5,0,0
Calvin Ridley,ATL,vs ARI,W  40-14,5,42,8.4,0,0
Courtland Sutton,DEN,vs CLE,L  16-17,5,42,8.4,0,0
Jamaal Williams,GB,@ CHI,L  17-24,4,42,10.5,0,0
Ezekiel Elliott,DAL,@ IND,L  0-23,7,41,5.9,0,0
Keith Kirkwood,NO,@ CAR,W  12-9,2,40,20.0,0,0
JuJu Smith-Schuster,PIT,vs NE,W  17-10,4,40,10.0,0,0
Adam Shaheen,CHI,vs GB,W  24-17,2,39,19.5,0,0
