Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Leonard Floyd,CHI,vs SF,W  26-6,2.0,8.0,1,4,0,0,0
Akiem Hicks,CHI,vs SF,W  26-6,2.0,7.0,2,8,2,1,0
Danielle Hunter,MIN,vs DAL,L  15-17,2.0,9.0,3,3,3,0,0
Olivier Vernon,NYG,@ PIT,L  14-24,2.0,17.0,2,4,0,0,0
Denico Autry,OAK,vs BUF,W  38-24,1.0,0.0,1,2,1,0,0
Robert Ayers,TB,@,W  28-21,1.0,7.0,2,2,1,0,0
Vic Beasley,ATL,vs KC,L  28-29,1.0,4.0,1,1,0,1,0
Joey Bosa,,vs TB,L  21-28,1.0,12.0,2,1,1,0,0
Ahmad Brooks,SF,@ CHI,L  6-26,1.0,8.0,1,3,0,0,0
Calais Campbell,ARI,vs WAS,W  31-23,1.0,15.0,2,3,0,1,0
Maliek Collins,DAL,@ MIN,W  17-15,1.0,7.0,1,1,1,0,0
James Cowser,OAK,vs BUF,W  38-24,1.0,10.0,1,1,0,0,0
Kony Ealy,CAR,@ SEA,L  7-40,1.0,6.0,1,2,1,1,0
Dannell Ellerbe,NO,vs DET,L  13-28,1.0,1.0,2,5,0,0,0
Eddie Goldman,CHI,vs SF,W  26-6,1.0,5.0,1,2,0,0,0
Tamba Hali,KC,@ ATL,W  29-28,1.0,7.0,3,2,0,0,0
James Harrison,PIT,vs NYG,W  24-14,1.0,9.0,2,3,0,0,0
Anthony Hitchens,DAL,@ MIN,W  17-15,1.0,8.0,1,6,4,0,0
Justin Houston,KC,@ ATL,W  29-28,1.0,0.0,1,4,0,0,0
Bruce Irvin,OAK,vs BUF,W  38-24,1.0,6.0,1,4,1,0,0
Charles Johnson,CAR,@ SEA,L  7-40,1.0,10.0,1,1,0,0,0
Matt Judon,BAL,vs MIA,W  38-6,1.0,9.0,2,1,0,0,0
Ryan Kerrigan,WAS,@ ARI,L  23-31,1.0,9.0,1,2,0,0,0
Chris Long,NE,vs LA,W  26-10,1.0,9.0,3,1,0,0,0
Dean Lowry,GB,vs HOU,W  21-13,1.0,8.0,1,1,0,0,0
Khalil Mack,OAK,vs BUF,W  38-24,1.0,5.0,1,4,3,1,1
Sen'Derrick Marks,JAX,vs DEN,L  10-20,1.0,2.0,1,3,0,0,0
Ricardo Mathews,PIT,vs NYG,W  24-14,1.0,8.0,1,2,0,0,0
Benson Mayowa,DAL,@ MIN,W  17-15,1.0,7.0,1,1,1,0,0
Shea McClellin,NE,vs LA,W  26-10,1.0,7.0,1,1,5,0,0
Gerald McCoy,TB,@,W  28-21,1.0,7.0,2,1,0,0,0
Whitney Mercilus,HOU,@ GB,L  13-21,1.0,9.0,1,5,1,0,1
Von Miller,DEN,@ JAX,W  20-10,1.0,2.0,1,4,0,1,0
Kevin Minter,ARI,vs WAS,W  31-23,1.0,10.0,1,3,2,0,0
Trent Murphy,WAS,@ ARI,L  23-31,1.0,10.0,2,2,1,0,0
Rob Ninkovich,NE,vs LA,W  26-10,1.0,7.0,2,1,1,0,0
David Parry,IND,@ NYJ,W  41-10,1.0,2.0,1,1,0,0,0
Julius Peppers,GB,vs HOU,W  21-13,1.0,10.0,1,4,1,0,0
Sheldon Rankins,NO,vs DET,L  13-28,1.0,3.0,1,3,0,0,0
Brian Robison,MIN,vs DAL,L  15-17,1.0,6.0,0,1,1,1,0
Logan Ryan,NE,vs LA,W  26-10,1.0,12.0,2,5,0,0,0
Telvin Smith,JAX,vs DEN,L  10-20,1.0,0.0,1,6,0,0,0
Devin Taylor,DET,@ NO,W  28-13,1.0,7.0,1,1,0,0,0
Brent Urban,BAL,vs MIA,W  38-6,1.0,2.0,1,2,0,0,0
Willie Young,CHI,vs SF,W  26-6,1.0,13.0,1,1,0,0,0
Thomas Davis,CAR,@ SEA,L  7-40,0.5,2.5,1,4,4,0,0
Carlos Dunlap,CIN,vs PHI,W  32-14,0.5,1.0,3,0,4,0,0
Wes Horton,CAR,@ SEA,L  7-40,0.5,2.5,2,0,2,0,0
Deon Simon,NYJ,vs IND,L  10-41,0.5,3.5,1,1,5,0,0
Leonard Williams,NYJ,vs IND,L  10-41,0.5,3.5,3,3,7,0,0
DeShawn Williams,CIN,vs PHI,W  32-14,0.5,1.0,2,0,1,0,0
Isa Abdul-Quddus,MIA,@ BAL,L  6-38,0.0,0.0,0,7,3,0,0
Mike Adams,IND,@ NYJ,W  41-10,0.0,0.0,0,2,1,0,0
Andrew Adams,NYG,@ PIT,L  14-24,0.0,0.0,0,3,1,0,0
Jahleel Addae,,vs TB,L  21-28,0.0,0.0,0,8,2,0,0
Lorenzo Alexander,BUF,@ OAK,L  24-38,0.0,0.0,1,3,1,0,0
Maurice Alexander,LA,@ NE,L  10-26,0.0,0.0,0,5,1,0,0
Kwon Alexander,TB,@,W  28-21,0.0,0.0,0,5,2,0,0
D.J. Alexander,KC,@ ATL,W  29-28,0.0,0.0,0,0,0,0,0
Robert Alford,ATL,vs KC,L  28-29,0.0,0.0,0,2,0,0,0
Nate Allen,OAK,vs BUF,W  38-24,0.0,0.0,0,1,2,0,0
Ricardo Allen,ATL,vs KC,L  28-29,0.0,0.0,0,5,3,0,0
Beau Allen,PHI,@ CIN,L  14-32,0.0,0.0,0,0,2,0,0
Antonio Allen,NYJ,vs IND,L  10-41,0.0,0.0,0,0,0,0,0
Kiko Alonso,MIA,@ BAL,L  6-38,0.0,0.0,0,6,1,0,0
Tyson Alualu,JAX,vs DEN,L  10-20,0.0,0.0,0,3,0,0,0
David Amerson,OAK,vs BUF,W  38-24,0.0,0.0,0,5,0,0,0
Prince Amukamara,JAX,vs DEN,L  10-20,0.0,0.0,0,5,0,0,0
Robby Anderson,NYJ,vs IND,L  10-41,0.0,0.0,0,0,0,0,0
Ezekiel Ansah,DET,@ NO,W  28-13,0.0,0.0,1,1,1,0,0
Stephone Anthony,NO,vs DET,L  13-28,0.0,0.0,0,1,0,0,0
Eli Apple,NYG,@ PIT,L  14-24,0.0,0.0,0,4,1,0,1
Thurston Armbrister,DET,@ NO,W  28-13,0.0,0.0,0,1,0,0,0
Geno Atkins,CIN,vs PHI,W  32-14,0.0,0.0,2,0,1,0,0
Cliff Avril,SEA,vs CAR,W  40-7,0.0,0.0,0,0,1,0,0
Jonathan Babineaux,ATL,vs KC,L  28-29,0.0,0.0,0,1,1,0,0
Chris Baker,WAS,@ ARI,L  23-31,0.0,0.0,1,0,0,0,0
Marcus Ball,SF,@ CHI,L  6-26,0.0,0.0,0,0,0,0,0
Chris Banjo,NO,vs DET,L  13-28,0.0,0.0,0,0,0,0,0
Peyton Barber,TB,@,W  28-21,0.0,0.0,0,0,0,0,0
T.J. Barnes,KC,@ ATL,W  29-28,0.0,0.0,0,1,0,0,0
Adairius Barnes,DET,@ NO,W  28-13,0.0,0.0,0,1,1,0,0
Anthony Barr,MIN,vs DAL,L  15-17,0.0,0.0,0,1,2,1,0
Shaquil Barrett,DEN,@ JAX,W  20-10,0.0,0.0,0,3,0,0,0
Mark Barron,LA,@ NE,L  10-26,0.0,0.0,0,1,4,0,0
Connor Barwin,PHI,@ CIN,L  14-32,0.0,0.0,0,1,2,0,0
Daren Bates,OAK,vs BUF,W  38-24,0.0,0.0,0,0,0,0,0
Vonn Bell,NO,vs DET,L  13-28,0.0,0.0,0,4,2,0,0
Nick Bellore,SF,@ CHI,L  6-26,0.0,0.0,0,9,2,0,0
Arrelious Benn,JAX,vs DEN,L  10-20,0.0,0.0,0,0,0,0,0
Michael Bennett,SEA,vs CAR,W  40-7,0.0,0.0,0,0,1,0,0
Eric Berry,KC,@ ATL,W  29-28,0.0,0.0,0,2,0,0,0
Antoine Bethea,SF,@ CHI,L  6-26,0.0,0.0,0,4,1,0,0
Justin Bethel,ARI,vs WAS,W  31-23,0.0,0.0,0,0,0,0,0
Will Blackmon,WAS,@ ARI,L  23-31,0.0,0.0,0,4,0,0,0
Alfred Blue,HOU,@ GB,L  13-21,0.0,0.0,0,0,0,0,0
Brandon Bolden,NE,vs LA,W  26-10,0.0,0.0,0,0,0,0,0
Clint Boling,CIN,vs PHI,W  32-14,0.0,0.0,0,0,0,0,0
Matt Bosher,ATL,vs KC,L  28-29,0.0,0.0,0,0,0,0,0
Tre Boston,CAR,@ SEA,L  7-40,0.0,0.0,0,0,4,0,0
