Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Antonio Brown,PIT,@ CLE,W  21-18,11,182,16.5,0,0
Adam Thielen,MIN,vs NO,W  29-19,9,157,17.4,0,0
Tyreek Hill,KC,@ NE,W  42-27,7,133,19.0,1,0
Austin Hooper,ATL,@ CHI,W  23-17,2,128,64.0,1,0
Golden Tate,DET,vs ARI,W  35-23,10,107,10.7,0,0
Danny Amendola,NE,vs KC,L  27-42,6,100,16.7,0,0
Kareem Hunt,KC,@ NE,W  42-27,5,98,19.6,2,1
Stefon Diggs,MIN,vs NO,W  29-19,7,93,13.3,2,0
Zach Ertz,PHI,@ WAS,W  30-17,8,93,11.6,0,0
Brandin Cooks,NE,vs KC,L  27-42,3,88,29.3,0,0
Nelson Agholor,PHI,@ WAS,W  30-17,6,86,14.3,1,0
Randall Cobb,GB,vs SEA,W  17-9,9,85,9.4,0,0
Michael Crabtree,OAK,@ TEN,W  26-16,6,83,13.8,0,0
Pierre Garcon,SF,vs CAR,L  3-23,6,81,13.5,0,0
Jordy Nelson,GB,vs SEA,W  17-9,7,79,11.3,1,0
Cooper Kupp,LA,vs IND,W  46-9,4,76,19.0,1,0
Delanie Walker,TEN,vs OAK,L  16-26,7,76,10.9,0,0
Larry Fitzgerald,ARI,@ DET,L  23-35,6,74,12.3,0,0
A.J. Green,CIN,vs BAL,L  0-20,5,74,14.8,0,0
Rishard Matthews,TEN,vs OAK,L  16-26,5,71,14.2,0,0
Corey Davis,TEN,vs OAK,L  16-26,6,69,11.5,0,0
Kenny Golladay,DET,vs ARI,W  35-23,4,69,17.2,2,0
Terrance Williams,DAL,vs NYG,W  19-3,6,68,11.3,0,0
David Johnson,ARI,@ DET,L  23-35,6,67,11.2,0,1
Demaryius Thomas,DEN,vs LAC,W  24-21,5,67,13.4,0,0
Julio Jones,ATL,@ CHI,W  23-17,4,66,16.5,0,0
Terrelle Pryor,WAS,vs PHI,L  17-30,6,66,11.0,0,0
Doug Baldwin,SEA,@ GB,L  9-17,4,63,15.8,0,0
Amari Cooper,OAK,@ TEN,W  26-16,5,62,12.4,1,0
Ryan Grant,WAS,vs PHI,L  17-30,4,61,15.2,0,0
Jordan Matthews,BUF,vs NYJ,W  21-12,2,61,30.5,0,0
Jermaine Kearse,NYJ,@ BUF,L  12-21,7,59,8.4,0,0
