Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Eric Kendricks,MIN,@ GB,L  25-38,2.5,25.5,3,7,4,0,0
Joey Bosa,,@ CLE,L  17-20,2.0,15.0,3,4,1,0,0
Markus Golden,ARI,@ SEA,W  34-31,2.0,18.0,3,3,0,0,0
Whitney Mercilus,HOU,vs CIN,W  12-10,2.0,14.0,2,3,0,0,0
Nick Perry,GB,vs MIN,W  38-25,2.0,15.0,2,2,0,0,0
Damion Square,,@ CLE,L  17-20,2.0,13.0,2,2,0,0,0
Wallace Gilberry,CIN,@ HOU,L  10-12,1.5,8.5,4,2,1,0,0
Danielle Hunter,MIN,@ GB,L  25-38,1.5,13.5,2,5,1,0,0
David Irving,DAL,vs DET,W  42-21,1.5,6.0,3,1,2,1,0
Chandler Jones,ARI,@ SEA,W  34-31,1.5,6.5,2,1,2,0,0
Benson Mayowa,DAL,vs DET,W  42-21,1.5,14.0,2,1,1,0,0
Mario Addison,CAR,vs ATL,L  16-33,1.0,6.0,1,4,0,0,0
Ezekiel Ansah,DET,@ DAL,L  21-42,1.0,11.0,1,4,3,0,0
Geno Atkins,CIN,@ HOU,L  10-12,1.0,7.0,1,3,0,0,0
Michael Bennett,SEA,vs ARI,L  31-34,1.0,8.0,4,3,0,0,0
Ronald Blair,SF,@ LA,W  22-21,1.0,1.0,1,1,0,0,0
Ahmad Brooks,SF,@ LA,W  22-21,1.0,2.0,0,4,1,0,0
DeForest Buckner,SF,@ LA,W  22-21,1.0,8.0,4,1,0,0,0
Will Clarke,CIN,@ HOU,L  10-12,1.0,3.0,1,2,0,0,0
Jadeveon Clowney,HOU,vs CIN,W  12-10,1.0,10.0,1,1,2,0,0
Trent Cole,IND,@ OAK,L  25-33,1.0,8.0,1,4,0,0,0
Kurt Coleman,CAR,vs ATL,L  16-33,1.0,8.0,1,2,2,0,0
Maliek Collins,DAL,vs DET,W  42-21,1.0,11.0,3,1,0,0,0
Blake Countess,LA,vs SF,L  21-22,1.0,0.0,1,8,3,0,0
Mike Daniels,GB,vs MIN,W  38-25,1.0,9.0,1,2,0,0,1
Lavonte David,TB,@ NO,L  24-31,1.0,4.0,1,6,1,0,0
Sheldon Day,JAX,vs TEN,W  38-17,1.0,4.0,1,1,0,0,0
Aaron Donald,LA,vs SF,L  21-22,1.0,3.0,2,4,1,0,0
Bud Dupree,PIT,vs BAL,W  31-27,1.0,6.0,1,3,1,0,0
Kony Ealy,CAR,vs ATL,L  16-33,1.0,2.0,1,2,0,1,0
Dominique Easley,LA,vs SF,L  21-22,1.0,5.0,1,4,1,0,0
Dante Fowler,JAX,vs TEN,W  38-17,1.0,8.0,3,2,0,0,0
Rodney Gunter,ARI,@ SEA,W  34-31,1.0,7.0,1,2,2,0,0
Ra'Shede Hageman,ATL,@ CAR,W  33-16,1.0,8.0,1,1,0,0,0
Eli Harold,SF,@ LA,W  22-21,1.0,1.0,2,2,3,0,0
Melvin Ingram,,@ CLE,L  17-20,1.0,10.0,1,3,0,0,0
Jason Jones,MIA,@ BUF,W  34-31,1.0,0.0,1,2,0,0,0
Cameron Jordan,NO,vs TB,W  31-24,1.0,7.0,1,2,0,0,0
Chris Long,NE,vs NYJ,W  41-3,1.0,7.0,1,1,1,0,0
Clay Matthews,GB,vs MIN,W  38-25,1.0,5.0,3,1,2,1,0
Clinton McDonald,TB,@ NO,L  24-31,1.0,1.0,1,1,3,0,0
Yannick Ngakoue,JAX,vs TEN,W  38-17,1.0,6.0,1,1,0,0,0
Alex Okafor,ARI,@ SEA,W  34-31,1.0,2.0,1,1,1,0,0
Denzel Perryman,,@ CLE,L  17-20,1.0,5.0,1,5,2,0,0
Darius Philon,,@ CLE,L  17-20,1.0,0.0,1,1,0,0,0
Sheldon Rankins,NO,vs TB,W  31-24,1.0,10.0,1,4,0,0,0
Kawann Short,CAR,vs ATL,L  16-33,1.0,5.0,5,2,3,0,0
Eugene Sims,LA,vs SF,L  21-22,1.0,5.0,1,2,0,0,0
Preston Smith,WAS,@ CHI,W  41-21,1.0,5.0,2,1,0,0,0
Sean Spence,TEN,@ JAX,L  17-38,1.0,5.0,1,5,0,0,0
Lawrence Timmons,PIT,vs BAL,W  31-27,1.0,10.0,1,8,2,1,0
Korey Toomer,,@ CLE,L  17-20,1.0,1.0,1,2,0,0,0
Cameron Wake,MIA,@ BUF,W  34-31,1.0,12.0,1,2,1,0,0
Muhammad Wilkerson,NYJ,@ NE,L  3-41,1.0,9.0,1,2,4,1,0
Alan Branch,NE,vs NYJ,W  41-3,0.5,0.5,1,1,2,0,0
Jatavis Brown,,@ CLE,L  17-20,0.5,2.0,1,8,2,0,0
Calais Campbell,ARI,@ SEA,W  34-31,0.5,3.5,3,1,3,0,1
Kyle Emanuel,,@ CLE,L  17-20,0.5,2.0,2,2,1,0,0
Michael Johnson,CIN,@ HOU,L  10-12,0.5,2.5,1,2,2,0,0
Brooks Reed,ATL,@ CAR,W  33-16,0.5,3.5,2,1,2,0,0
Jabaal Sheard,NE,vs NYJ,W  41-3,0.5,0.5,2,0,2,0,0
Courtney Upshaw,ATL,@ CAR,W  33-16,0.5,3.5,1,1,1,0,0
Isa Abdul-Quddus,MIA,@ BUF,W  34-31,0.0,0.0,0,2,1,0,0
Sam Acho,CHI,vs WAS,L  21-41,0.0,0.0,0,1,0,0,0
Kenneth Acker,KC,vs DEN,W  33-10,0.0,0.0,0,1,0,0,0
Mike Adams,IND,@ OAK,L  25-33,0.0,0.0,0,5,1,0,0
Andrew Adams,NYG,@ PHI,L  19-24,0.0,0.0,0,1,0,0,0
Jahleel Addae,,@ CLE,L  17-20,0.0,0.0,0,3,0,0,0
Kamar Aiken,BAL,@ PIT,L  27-31,0.0,0.0,0,0,0,0,0
Lorenzo Alexander,BUF,vs MIA,L  31-34,0.0,0.0,1,5,0,0,0
Kwon Alexander,TB,@ NO,L  24-31,0.0,0.0,0,5,5,0,0
D.J. Alexander,KC,vs DEN,W  33-10,0.0,0.0,0,0,0,0,0
Robert Alford,ATL,@ CAR,W  33-16,0.0,0.0,0,2,0,0,0
Nate Allen,OAK,vs IND,W  33-25,0.0,0.0,0,7,0,0,0
Ricardo Allen,ATL,@ CAR,W  33-16,0.0,0.0,0,2,2,0,0
Beau Allen,PHI,vs NYG,W  24-19,0.0,0.0,2,2,1,0,0
Kiko Alonso,MIA,@ BUF,W  34-31,0.0,0.0,0,5,2,0,0
Tyson Alualu,JAX,vs TEN,W  38-17,0.0,0.0,0,1,1,0,0
David Amerson,OAK,vs IND,W  33-25,0.0,0.0,0,1,0,0,0
Adrian Amos,CHI,vs WAS,L  21-41,0.0,0.0,0,1,0,0,0
Prince Amukamara,JAX,vs TEN,W  38-17,0.0,0.0,0,2,0,0,0
