Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Adrian Clayborn,ATL,vs DAL,W  27-7,6.0,32.0,6,6,0,2,1
Nick Perry,GB,@ CHI,W  23-16,3.0,15.0,3,6,0,0,0
Ronald Blair,SF,vs NYG,W  31-21,2.0,7.0,2,3,1,1,0
Gerald McCoy,TB,vs NYJ,W  15-10,2.0,14.0,4,4,0,0,0
Emmanuel Ogbah,CLE,@ DET,L  24-38,2.0,7.0,2,3,0,0,0
Brennan Scarlett,HOU,@ LA,L  7-33,2.0,11.0,2,4,0,0,0
Cornelius Washington,DET,vs CLE,W  38-24,2.0,11.0,2,3,1,0,0
Geno Atkins,CIN,@ TEN,L  20-24,1.0,9.0,1,2,0,0,0
Kendell Beckwith,TB,vs NYJ,W  15-10,1.0,8.0,1,2,0,0,0
Antoine Bethea,ARI,vs SEA,L  16-22,1.0,8.0,1,5,0,0,0
Joey Bosa,LAC,@ JAX,L  17-20,1.0,6.0,4,3,1,0,0
Michael Brockers,LA,vs HOU,W  33-7,1.0,3.0,1,2,1,0,0
Will Clarke,TB,vs NYJ,W  15-10,1.0,8.0,1,1,0,0,0
Jadeveon Clowney,HOU,@ LA,L  7-33,1.0,11.0,1,3,0,0,0
Mike Daniels,GB,@ CHI,W  23-16,1.0,6.0,1,5,0,0,0
Aaron Donald,LA,vs HOU,W  33-7,1.0,14.0,1,2,1,1,0
Elvis Dumervil,SF,vs NYG,W  31-21,1.0,6.0,2,1,0,0,0
Bud Dupree,PIT,@ IND,W  20-17,1.0,13.0,1,4,0,0,0
Samson Ebukam,LA,vs HOU,W  33-7,1.0,10.0,2,1,0,1,0
Kyle Emanuel,LAC,@ JAX,L  17-20,1.0,4.0,1,2,0,0,0
Davon House,GB,@ CHI,W  23-16,1.0,8.0,1,8,0,0,0
Danielle Hunter,MIN,@ WAS,W  38-30,1.0,14.0,2,4,0,0,0
William Jackson,CIN,@ TEN,L  20-24,1.0,7.0,1,2,0,0,0
Chandler Jones,ARI,vs SEA,L  16-22,1.0,5.0,1,2,1,0,0
Nazair Jones,SEA,@ ARI,W  22-16,1.0,8.0,1,2,0,0,0
Dion Jordan,SEA,@ ARI,W  22-16,1.0,9.0,3,1,0,0,0
