Name,Team,Opp,Score,Comp,Att,Yds,TD,Int,Sck,FUM,Rate
Philip Rivers,,@ ATL,W  33-30,27,44,371,1,1,4,1,86.5
Drew Brees,NO,@ KC,L  21-27,37,48,367,3,1,1,0,110.3
Andrew Luck,IND,@ TEN,W  34-26,27,39,353,3,0,2,0,123.1
Carson Palmer,ARI,vs SEA,T 6-6,29,49,342,0,0,4,0,80.5
Aaron Rodgers,GB,vs CHI,W  26-10,39,56,326,3,0,2,1,102.2
Andy Dalton,CIN,vs CLE,W  31-17,19,28,308,2,0,3,0,128.3
Kirk Cousins,WAS,@ DET,L  17-20,30,39,301,1,0,2,1,106.9
Case Keenum,LA,vs NYG,L  10-17,32,53,291,1,4,3,0,50.1
Landry Jones,PIT,vs NE,L  16-27,29,47,281,1,1,0,0,76.6
Matt Ryan,ATL,vs,L  30-33,22,34,273,1,1,3,0,87.0
Jameis Winston,TB,@ SF,W  34-17,21,30,269,3,1,2,0,117.2
Matthew Stafford,DET,vs WAS,W  20-17,18,29,266,1,0,3,0,103.5
Joe Flacco,BAL,@ NYJ,L  16-24,25,44,248,0,2,2,0,54.0
Blake Bortles,JAX,vs OAK,L  16-33,23,43,246,1,2,1,0,58.9
Marcus Mariota,TEN,vs IND,L  26-34,22,37,232,2,0,3,1,95.8
Russell Wilson,SEA,@ ARI,T 6-6,24,37,225,0,0,1,0,81.5
Sam Bradford,MIN,@ PHI,L  10-21,24,41,224,1,1,6,2,71.6
Tom Brady,NE,@ PIT,W  27-16,19,26,222,2,0,0,0,124.2
Tyrod Taylor,BUF,@ MIA,L  25-28,14,28,221,1,0,4,0,88.5
Alex Smith,KC,vs NO,W  27-21,17,24,214,2,0,0,0,126.0
Ryan Tannehill,MIA,vs BUF,W  28-25,15,25,204,1,0,1,0,99.4
Derek Carr,OAK,@ JAX,W  33-16,23,37,200,1,0,0,0,85.4
Eli Manning,NYG,@ LA,W  17-10,24,37,196,0,0,0,0,78.2
Trevor Siemian,DEN,vs HOU,W  27-9,14,25,157,1,0,0,0,88.2
Colin Kaepernick,SF,vs TB,L  17-34,16,34,143,1,1,4,1,56.4
Carson Wentz,PHI,vs MIN,W  21-10,16,28,138,1,2,0,1,52.4
Brock Osweiler,HOU,@ DEN,L  9-27,22,41,131,0,0,1,1,60.1
Ryan Fitzpatrick,NYJ,vs BAL,W  24-16,9,14,120,1,0,3,0,115.2
Kevin Hogan,CLE,@ CIN,L  17-31,12,24,100,0,2,2,0,26.4
Geno Smith,NYJ,vs BAL,W  24-16,4,8,95,1,0,2,0,132.8
Cody Kessler,CLE,@ CIN,L  17-31,9,11,82,0,0,0,0,97.7
Matt Barkley,CHI,@ GB,L  10-26,6,15,81,0,2,1,0,18.3
Brian Hoyer,CHI,@ GB,L  10-26,4,11,49,0,0,0,0,50.9
Travis Benjamin,,@ ATL,W  33-30,0,1,0,0,0,0,0,39.6
Brett Kern,TEN,vs IND,L  26-34,0,0,0,0,0,0,0,0.0
