Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Brandin Cooks,LA,vs ARI,W  34-0,7,159,22.7,0,0
Jesse James,PIT,vs KC,L  37-42,5,138,27.6,1,0
Adam Thielen,MIN,@ GB,T 29-29,12,131,10.9,1,0
DeSean Jackson,TB,vs PHI,W  27-21,4,129,32.2,1,0
Stefon Diggs,MIN,@ GB,T 29-29,9,128,14.2,2,0
JuJu Smith-Schuster,PIT,vs KC,L  37-42,13,121,9.3,1,0
Keelan Cole,JAX,vs NE,W  31-20,7,116,16.6,1,0
Amari Cooper,OAK,@ DEN,L  19-20,10,116,11.6,0,0
Will Fuller,HOU,@ TEN,L  17-20,8,113,14.1,1,0
DeAndre Hopkins,HOU,@ TEN,L  17-20,6,110,18.3,1,0
Travis Kelce,KC,@ PIT,W  42-37,7,109,15.6,2,0
Golden Tate,DET,@ SF,L  27-30,7,109,15.6,0,0
Christian McCaffrey,CAR,@ ATL,L  24-31,14,102,7.3,0,0
Sammy Watkins,KC,@ PIT,W  42-37,6,100,16.7,0,0
O.J. Howard,TB,vs PHI,W  27-21,3,96,32.0,1,0
Emmanuel Sanders,DEN,vs OAK,W  20-19,4,96,24.0,0,0
Jimmy Graham,GB,vs MIN,T 29-29,6,95,15.8,0,0
Zach Ertz,PHI,@ TB,L  21-27,11,94,8.5,0,0
John Brown,BAL,@ CIN,L  23-34,4,92,23.0,1,0
Quincy Enunwa,NYJ,vs MIA,L  12-20,7,92,13.1,0,0
Chris Thompson,WAS,vs IND,L  9-21,13,92,7.1,0,0
Tyler Boyd,CIN,vs BAL,W  34-23,6,91,15.2,1,0
Tyreek Hill,KC,@ PIT,W  42-37,5,90,18.0,1,0
Kenny Golladay,DET,@ SF,L  27-30,6,89,14.8,1,0
Michael Thomas,NO,vs CLE,W  21-18,12,89,7.4,2,1
Nelson Agholor,PHI,@ TB,L  21-27,8,88,11.0,1,0
Terrelle Pryor,NYJ,vs MIA,L  12-20,4,84,21.0,0,0
Mike Evans,TB,vs PHI,W  27-21,10,83,8.3,1,1
T.Y. Hilton,IND,@ WAS,W  21-9,7,83,11.9,1,0
Allen Robinson,CHI,vs SEA,W  24-17,10,83,8.3,0,0
Dede Westbrook,JAX,vs NE,W  31-20,4,82,20.5,1,0
Antonio Callaway,CLE,@ NO,L  18-21,3,81,27.0,1,0
Robert Woods,LA,vs ARI,W  34-0,6,81,13.5,0,0
Saquon Barkley,NYG,@ DAL,L  13-20,14,80,5.7,0,0
Tavon Austin,DAL,vs NYG,W  20-13,2,79,39.5,1,0
Devin Funchess,CAR,@ ATL,L  24-31,7,77,11.0,0,0
Bilal Powell,NYJ,vs MIA,L  12-20,5,74,14.8,1,0
James White,NE,@ JAX,L  20-31,7,73,10.4,0,0
Kyle Rudolph,MIN,@ GB,T 29-29,7,72,10.3,0,0
A.J. Green,CIN,vs BAL,W  34-23,5,69,13.8,3,0
Jarvis Landry,CLE,@ NO,L  18-21,5,69,13.8,0,0
Keenan Allen,LAC,@ BUF,W  31-20,6,67,11.2,0,0
Antonio Brown,PIT,vs KC,L  37-42,9,67,7.4,0,0
Evan Engram,NYG,@ DAL,L  13-20,7,67,9.6,1,0
Dane Cruikshank,TEN,vs HOU,W  20-17,1,66,66.0,1,0
Davante Adams,GB,vs MIN,T 29-29,8,64,8.0,1,0
Geronimo Allison,GB,vs MIN,T 29-29,6,64,10.7,0,0
Julio Jones,ATL,vs CAR,W  31-24,5,64,12.8,0,0
Calvin Ridley,ATL,vs CAR,W  31-24,4,64,16.0,1,0
Zay Jones,BUF,vs LAC,L  20-31,2,63,31.5,0,0
Cooper Kupp,LA,vs ARI,W  34-0,6,63,10.5,0,0
Paul Richardson,WAS,vs IND,L  9-21,4,63,15.8,0,0
Jarius Wright,CAR,@ ATL,L  24-31,5,62,12.4,1,0
Tyler Lockett,SEA,@ CHI,L  17-24,5,60,12.0,1,0
Austin Hooper,ATL,vs CAR,W  31-24,5,59,11.8,1,0
Pierre Garcon,SF,vs DET,W  30-27,4,57,14.2,0,0
Joshua Perkins,PHI,@ TB,L  21-27,4,57,14.2,0,0
Michael Crabtree,BAL,@ CIN,L  23-34,5,56,11.2,0,0
Chris Godwin,TB,vs PHI,W  27-21,5,56,11.2,1,0
Corey Grant,JAX,vs NE,W  31-20,6,56,9.3,0,0
Corey Clement,PHI,@ TB,L  21-27,5,55,11.0,0,0
Alex Collins,BAL,@ CIN,L  23-34,3,55,18.3,0,0
Corey Davis,TEN,vs HOU,W  20-17,5,55,11.0,0,0
Ted Ginn,NO,vs CLE,W  21-18,4,55,13.8,0,1
Virgil Green,LAC,@ BUF,W  31-20,3,55,18.3,0,0
Jordan Reed,WAS,vs IND,L  9-21,6,55,9.2,0,1
Marvin Jones,DET,@ SF,L  27-30,4,54,13.5,1,0
Willie Snead,BAL,@ CIN,L  23-34,5,54,10.8,0,0
Alvin Kamara,NO,vs CLE,W  21-18,6,53,8.8,0,0
