Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Keenan Allen,LAC,vs PHI,L  24-26,5,138,27.6,0,0
Tyrell Williams,LAC,vs PHI,L  24-26,5,115,23.0,1,0
Charles Clay,BUF,@ ATL,W  23-17,5,112,22.4,0,0
Travis Kelce,KC,vs WAS,W  29-20,7,111,15.9,1,0
DeAndre Hopkins,HOU,vs TEN,W  57-14,10,107,10.7,1,0
Jaron Brown,ARI,vs SF,W  18-15,8,105,13.1,0,0
Kelvin Benjamin,CAR,@ NE,W  33-30,4,104,26.0,0,0
Dez Bryant,DAL,vs LA,L  30-35,5,98,19.6,0,0
Stefon Diggs,MIN,vs DET,L  7-14,5,98,19.6,0,0
Todd Gurley,LA,@ DAL,W  35-30,7,94,13.4,1,0
Odell Beckham,NYG,@ TB,L  23-25,7,90,12.9,0,0
Vernon Davis,WAS,@ KC,L  20-29,2,89,44.5,0,0
Michael Thomas,NO,@ MIA,W  20-0,8,89,11.1,1,0
Andre Ellington,ARI,vs SF,W  18-15,9,86,9.6,0,0
Zach Ertz,PHI,@ LAC,W  26-24,5,81,16.2,0,0
Cameron Brate,TB,vs NYG,W  25-23,4,80,20.0,1,0
Rob Gronkowski,NE,vs CAR,L  30-33,4,80,20.0,0,0
A.J. Derby,DEN,vs OAK,W  16-10,4,75,18.8,1,0
Jordy Nelson,GB,vs CHI,W  35-14,4,75,18.8,2,0
Alvin Kamara,NO,@ MIA,W  20-0,10,71,7.1,1,0
Devin Funchess,CAR,@ NE,W  33-30,7,70,10.0,2,0
Adam Humphries,TB,vs NYG,W  25-23,6,70,11.7,0,0
Terrelle Pryor,WAS,@ KC,L  20-29,3,70,23.3,1,0
DeVante Parker,MIA,vs NO,L  0-20,6,69,11.5,0,0
Tyler Kroft,CIN,@ CLE,W  31-7,6,68,11.3,2,0
Giovani Bernard,CIN,@ CLE,W  31-7,3,67,22.3,1,0
Mike Evans,TB,vs NYG,W  25-23,5,67,13.4,1,0
Tyler Lockett,SEA,vs IND,W  46-18,4,67,16.8,0,0
Tevin Coleman,ATL,vs BUF,L  17-23,4,65,16.2,0,0
Paul Richardson,SEA,vs IND,W  46-18,3,65,21.7,0,0
Johnny Holton,OAK,@ DEN,L  10-16,1,64,64.0,1,0
Ricardo Louis,CLE,vs CIN,L  7-31,5,64,12.8,0,0
A.J. Green,CIN,@ CLE,W  31-7,5,63,12.6,1,0
O.J. Howard,TB,vs NYG,W  25-23,2,63,31.5,1,0
Albert Wilson,KC,vs WAS,W  29-20,4,63,15.8,0,0
Ed Dickson,CAR,@ NE,W  33-30,3,62,20.7,0,0
Evan Engram,NYG,@ TB,L  23-25,6,62,10.3,0,0
Jimmy Graham,SEA,vs IND,W  46-18,4,61,15.2,0,0
Chris Hogan,NE,vs CAR,L  30-33,5,60,12.0,1,0
Cooper Kupp,LA,@ DAL,W  35-30,5,60,12.0,1,0
Robby Anderson,NYJ,vs JAX,W  23-20,3,59,19.7,0,0
Leonard Fournette,JAX,@ NYJ,L  20-23,4,59,14.8,1,0
Adam Thielen,MIN,vs DET,L  7-14,5,59,11.8,0,1
Nelson Agholor,PHI,@ LAC,W  26-24,3,58,19.3,0,0
Lamar Miller,HOU,vs TEN,W  57-14,4,56,14.0,1,0
Mike Wallace,BAL,vs PIT,L  9-26,6,55,9.2,1,0
Ezekiel Elliott,DAL,vs LA,L  30-35,4,54,13.5,1,0
Sterling Shepard,NYG,@ TB,L  23-25,5,54,10.8,0,0
Kenny Britt,CLE,vs CIN,L  7-31,3,52,17.3,0,0
Aldrick Robinson,SF,@ ARI,L  15-18,3,52,17.3,0,0
Delanie Walker,TEN,@ HOU,L  14-57,3,51,17.0,0,0
Kendall Wright,CHI,@ GB,L  14-35,4,51,12.8,1,0
Austin Hooper,ATL,vs BUF,L  17-23,5,50,10.0,0,0
Rishard Matthews,TEN,@ HOU,L  14-57,3,49,16.3,0,0
Seth Roberts,OAK,@ DEN,L  10-16,4,49,12.2,0,0
Martavis Bryant,PIT,@ BAL,W  26-9,3,48,16.0,0,0
John Brown,ARI,vs SF,W  18-15,3,47,15.7,0,0
Tyler Higbee,LA,@ DAL,W  35-30,3,47,15.7,0,0
Duke Johnson,CLE,vs CIN,L  7-31,9,47,5.2,0,0
JuJu Smith-Schuster,PIT,@ BAL,W  26-9,3,47,15.7,1,0
Trent Taylor,SF,@ ARI,L  15-18,5,47,9.4,0,0
James White,NE,vs CAR,L  30-33,10,47,4.7,0,0
Jared Cook,OAK,@ DEN,L  10-16,3,46,15.3,0,0
Brandon Marshall,NYG,@ TB,L  23-25,6,46,7.7,0,0
Austin Seferian-Jenkins,NYJ,vs JAX,W  23-20,4,46,11.5,0,0
Zach Miller,CHI,@ GB,L  14-35,2,45,22.5,0,0
Wendell Smallwood,PHI,@ LAC,W  26-24,4,45,11.2,0,0
Randall Cobb,GB,vs CHI,W  35-14,4,44,11.0,1,0
Bruce Ellington,HOU,vs TEN,W  57-14,3,44,14.7,0,0
Deonte Thompson,CHI,@ GB,L  14-35,5,44,8.8,0,0
Benjamin Watson,BAL,vs PIT,L  9-26,5,43,8.6,0,0
Danny Amendola,NE,vs CAR,L  30-33,6,42,7.0,1,0
Le'Veon Bell,PIT,@ BAL,W  26-9,4,42,10.5,0,0
Allen Hurns,JAX,@ NYJ,L  20-23,4,42,10.5,0,0
Marvin Jones,DET,@ MIN,W  14-7,2,42,21.0,0,0
Darren Fells,DET,@ MIN,W  14-7,4,40,10.0,0,0
Jesse James,PIT,@ BAL,W  26-9,3,40,13.3,0,0
Jarvis Landry,MIA,vs NO,L  0-20,6,40,6.7,0,0
Martellus Bennett,GB,vs CHI,W  35-14,6,39,6.5,0,0
Brandin Cooks,NE,vs CAR,L  30-33,3,38,12.7,0,0
Elijah McGuire,NYJ,vs JAX,W  23-20,2,38,19.0,0,0
Javorius Allen,BAL,vs PIT,L  9-26,6,37,6.2,0,0
Jeremy Kerley,NYJ,vs JAX,W  23-20,5,37,7.4,0,0
Josh Bellamy,CHI,@ GB,L  14-35,3,36,12.0,0,0
Nick Boyle,BAL,vs PIT,L  9-26,5,36,7.2,0,0
Pierre Garcon,SF,@ ARI,L  15-18,4,36,9.0,0,0
Doug Baldwin,SEA,vs IND,W  46-18,3,35,11.7,0,0
Bennie Fowler,DEN,vs OAK,W  16-10,2,35,17.5,0,0
Will Fuller,HOU,vs TEN,W  57-14,4,35,8.8,2,0
Tyreek Hill,KC,vs WAS,W  29-20,5,35,7.0,0,0
George Kittle,SF,@ ARI,L  15-18,2,35,17.5,0,0
Antonio Brown,PIT,@ BAL,W  26-9,4,34,8.5,0,0
Frank Gore,IND,@ SEA,L  18-46,3,34,11.3,0,0
