Name,Team,Opp,Score,No.,Yds,Gross Avg,Net Avg,Touchbacks,Inside 20,Long,Blocked
Bryan Anger,,@ TB,L  31-38,4,221,55.3,34.0,0,1,63,0
Mike Scifres,,vs PIT,L  20-24,5,267,53.4,48.0,0,0,58,0
Marquette King,OAK,vs DEN,L  10-16,4,207,51.8,50.8,0,3,61,0
Matt Bosher,ATL,vs WAS,W  25-19,1,51,51.0,41.0,0,0,51,0
Colton Schmidt,BUF,@ TEN,W  14-13,7,357,51.0,41.6,0,1,65,0
Jon Ryan,SEA,@ CIN,L  24-27,8,407,50.9,36.8,1,0,62,0
Tress Way,WAS,@ ATL,L  19-25,4,201,50.3,46.8,0,2,57,0
Donnie Jones,PHI,vs NO,W  39-17,1,50,50.0,49.0,0,0,50,0
Chris Jones,DAL,vs NE,L  6-30,6,298,49.7,41.0,0,1,59,0
Sam Koch,BAL,vs CLE,L  30-33,6,297,49.5,49.2,0,2,57,0
Pat McAfee,IND,@ HOU,W  27-20,3,147,49.0,45.3,0,2,53,0
Kevin Huber,CIN,vs SEA,W  27-24,6,293,48.8,44.2,1,3,51,0
Tim Masthay,GB,vs,W  24-10,4,191,47.8,36.8,2,0,53,0
Dustin Colquitt,KC,vs CHI,L  17-18,7,331,47.3,41.6,1,4,55,0
Pat O'Donnell,CHI,@ KC,W  18-17,5,235,47.0,43.6,0,0,49,0
Bradley Pinion,SF,@ NYG,L  27-30,3,138,46.0,35.7,0,0,50,0
Johnny Hekker,,@ GB,L  10-24,4,181,45.3,38.0,1,1,51,0
Brad Wing,NYG,vs SF,W  30-27,2,90,45.0,37.0,0,1,55,0
Ryan Allen,NE,@ DAL,W  30-6,4,175,43.8,42.3,0,3,60,0
Andy Lee,CLE,@ BAL,W  33-30,5,217,43.4,37.4,0,2,51,0
Sam Martin,DET,vs ARI,L  17-42,4,172,43.0,39.0,0,3,54,0
Britton Colquitt,DEN,@ OAK,W  16-10,5,211,42.2,33.2,1,1,44,0
Brett Kern,TEN,vs BUF,L  13-14,6,251,41.8,31.8,1,3,58,0
Shane Lechler,HOU,vs IND,L  20-27,3,123,41.0,35.7,0,0,55,0
Brandon McManus,DEN,@ OAK,W  16-10,1,41,41.0,21.0,1,0,41,0
Jordan Berry,PIT,@,W  24-20,8,322,40.3,39.6,0,6,56,0
Brandon Fields,NO,@ PHI,L  17-39,6,237,39.5,36.2,1,3,57,0
Drew Butler,ARI,@ DET,W  42-17,6,227,37.8,37.5,0,3,49,0
Jacob Schum,TB,vs,W  38-31,3,101,33.7,31.0,0,1,49,0
