Name,Team,Opp,Score,No.,Yds,Gross Avg,Net Avg,Touchbacks,Inside 20,Long,Blocked
Cameron Johnston,PHI,@ JAX,W  24-18,3,155,51.7,41.3,0,0,60,0
Sam Koch,BAL,@ CAR,L  21-36,3,153,51.0,44.0,0,1,57,0
Bryan Anger,TB,@ CIN,L  34-37,3,149,49.7,40.0,0,0,61,0
Michael Dickson,SEA,@ DET,W  28-14,4,198,49.5,47.5,0,2,60,0
Tress Way,WAS,@ NYG,W  20-13,5,246,49.2,45.6,0,3,58,0
Logan Cooke,JAX,vs PHI,L  18-24,2,96,48.0,48.0,0,1,53,0
Britton Colquitt,CLE,@ PIT,L  18-33,5,235,47.0,37.8,0,0,54,0
Matt Haack,MIA,@ HOU,L  23-42,4,188,47.0,43.8,0,3,60,0
Rigoberto Sanchez,IND,@ OAK,W  42-28,1,46,46.0,47.0,0,0,46,0
Andy Lee,ARI,vs SF,W  18-15,5,229,45.8,39.4,0,1,55,0
Michael Palardy,CAR,vs BAL,W  36-21,3,137,45.7,38.0,0,2,51,0
Sam Martin,DET,vs SEA,L  14-28,4,181,45.3,37.8,1,1,54,0
Johnny Hekker,LA,vs GB,W  29-27,7,316,45.1,43.3,0,3,52,0
Pat O'Donnell,CHI,vs NYJ,W  24-10,5,225,45.0,35.4,2,2,55,0
Jordan Berry,PIT,vs CLE,W  33-18,4,176,44.0,37.5,0,2,48,0
Riley Dixon,NYG,vs WAS,L  13-20,5,220,44.0,44.0,0,3,53,0
Kevin Huber,CIN,vs TB,W  37-34,6,263,43.8,42.5,0,3,54,0
Colby Wadman,DEN,@ KC,L  23-30,4,175,43.8,40.0,0,1,59,0
Thomas Morstead,NO,@ MIN,W  30-20,2,86,43.0,41.0,0,1,56,0
J.K. Scott,GB,@ LA,L  27-29,5,214,42.8,38.4,1,0,55,0
Trevor Daniel,HOU,vs MIA,W  42-23,5,211,42.2,32.4,1,1,53,0
Lachlan Edwards,NYJ,@ CHI,L  10-24,8,337,42.1,37.6,0,1,55,0
Bradley Pinion,SF,@ ARI,L  15-18,7,285,40.7,40.7,0,4,48,0
Matt Wile,MIN,vs NO,L  20-30,2,81,40.5,33.0,0,1,41,0
Johnny Townsend,OAK,vs IND,L  28-42,2,80,40.0,35.0,0,0,55,0
Corey Bojorquez,BUF,vs NE,L  6-25,5,198,39.6,31.6,2,2,53,0
Dustin Colquitt,KC,vs DEN,W  30-23,5,196,39.2,32.6,1,3,55,0
Ryan Allen,NE,@ BUF,W  25-6,4,148,37.0,28.8,0,0,55,0
