Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Fletcher Cox,PHI,@ WAS,W  24-0,3.0,20.0,3,4,0,1,0
Olivier Vernon,NYG,vs DAL,L  35-36,2.5,9.5,6,3,2,0,0
Rodney Gunter,ARI,@ SEA,L  24-27,2.0,16.0,2,4,1,0,0
Cameron Heyward,PIT,vs CIN,W  16-13,2.0,15.0,2,2,0,0,0
Shaq Lawson,BUF,vs MIA,W  42-17,2.0,11.0,3,2,0,1,0
Jarran Reed,SEA,vs ARI,W  27-24,2.0,6.0,2,3,0,0,0
Calais Campbell,JAX,@ HOU,L  3-20,1.5,3.5,2,5,2,0,0
Akiem Hicks,CHI,@ MIN,W  24-10,1.5,11.5,2,2,1,0,0
Justin Houston,KC,vs OAK,W  35-3,1.5,11.0,2,3,2,1,1
Malik Jackson,JAX,@ HOU,L  3-20,1.5,9.0,2,3,1,0,0
Yannick Ngakoue,JAX,@ HOU,L  3-20,1.5,5.5,4,3,2,0,0
J.J. Watt,HOU,vs JAX,W  20-3,1.5,12.0,1,3,1,1,0
Mario Addison,CAR,@ NO,W  33-14,1.0,2.0,1,1,0,0,0
Jerome Baker,MIA,@ BUF,L  17-42,1.0,9.0,1,6,0,0,0
Mark Barron,LA,vs SF,W  48-32,1.0,10.0,1,4,2,1,0
Michael Bennett,PHI,@ WAS,W  24-0,1.0,10.0,2,3,0,0,0
Antoine Bethea,ARI,@ SEA,L  24-27,1.0,8.0,1,4,0,0,0
Joey Bosa,LAC,@ DEN,W  23-9,1.0,4.0,1,2,0,0,1
Taven Bryan,JAX,@ HOU,L  3-20,1.0,4.0,1,1,0,0,0
Deone Bucannon,ARI,@ SEA,L  24-27,1.0,8.0,1,4,3,0,0
Adam Butler,NE,vs NYJ,W  38-3,1.0,5.0,0,1,0,1,0
Lorenzo Carter,NYG,vs DAL,L  35-36,1.0,5.0,1,2,1,0,0
Frank Clark,SEA,vs ARI,W  27-24,1.0,6.0,3,1,0,0,1
Jamie Collins,CLE,@ BAL,L  24-26,1.0,5.0,1,7,2,0,0
Jarrad Davis,DET,@ GB,W  31-0,1.0,12.0,1,5,3,0,0
Aaron Donald,LA,vs SF,W  48-32,1.0,8.0,3,4,0,0,0
Tremaine Edmunds,BUF,vs MIA,W  42-17,1.0,4.0,1,11,1,0,0
Kyler Fackrell,GB,vs DET,L  0-31,1.0,2.0,1,2,3,0,0
Trey Flowers,NE,vs NYJ,W  38-3,1.0,8.0,1,4,2,1,0
Dee Ford,KC,vs OAK,W  35-3,1.0,5.0,0,3,0,1,0
Myles Garrett,CLE,@ BAL,L  24-26,1.0,7.0,1,1,0,0,0
Eddie Goldman,CHI,@ MIN,W  24-10,1.0,6.0,1,2,2,0,0
Lawrence Guy,NE,vs NYJ,W  38-3,1.0,9.0,1,1,2,0,0
Shaun Dion Hamilton,WAS,vs PHI,L  0-24,1.0,5.0,2,5,2,0,0
Jerry Hughes,BUF,vs MIA,W  42-17,1.0,9.0,1,1,0,0,0
Kerry Hyder,DET,@ GB,W  31-0,1.0,13.0,2,1,1,0,0
Quinton Jefferson,SEA,vs ARI,W  27-24,1.0,8.0,1,1,2,0,1
Chandler Jones,ARI,@ SEA,L  24-27,1.0,7.0,1,3,1,0,0
Ryan Kerrigan,WAS,vs PHI,L  0-24,1.0,4.0,2,1,0,0,0
Harold Landry,TEN,vs IND,L  17-33,1.0,7.0,1,3,1,0,0
Demarcus Lawrence,DAL,@ NYG,W  36-35,1.0,3.0,1,2,1,1,0
Matt Longacre,LA,vs SF,W  48-32,1.0,0.0,1,1,0,0,0
Jacob Martin,SEA,vs ARI,W  27-24,1.0,7.0,1,2,0,1,0
Stacy McGee,WAS,vs PHI,L  0-24,1.0,3.0,1,2,0,0,0
Takkarist McKinley,ATL,@ TB,W  34-32,1.0,4.0,2,1,0,0,0
Bilal Nichols,CHI,@ MIN,W  24-10,1.0,10.0,3,2,0,0,0
Julius Peppers,CAR,@ NO,W  33-14,1.0,6.0,1,4,0,0,0
Jason Pierre-Paul,TB,vs ATL,L  32-34,1.0,3.0,1,4,0,0,0
Christian Ringo,CIN,@ PIT,L  13-16,1.0,9.0,2,2,0,0,0
Derek Rivers,NE,vs NYJ,W  38-3,1.0,10.0,2,1,0,0,0
Carlos Watkins,HOU,vs JAX,W  20-3,1.0,2.0,1,2,1,0,0
T.J. Watt,PIT,vs CIN,W  16-13,1.0,6.0,0,4,3,2,0
Leonard Williams,NYJ,@ NE,L  3-38,1.0,6.0,1,5,1,0,0
Tavon Wilson,DET,@ GB,W  31-0,1.0,4.0,1,3,0,0,0
Anthony Chickillo,PIT,vs CIN,W  16-13,0.5,1.5,1,0,1,0,0
Marcus Davenport,NO,vs CAR,L  14-33,0.5,2.5,3,1,2,0,0
B.J. Hill,NYG,vs DAL,L  35-36,0.5,4.5,1,1,2,0,0
Myles Jack,JAX,@ HOU,L  3-20,0.5,4.0,1,6,4,0,0
Whitney Mercilus,HOU,vs JAX,W  20-3,0.5,4.0,1,1,1,0,0
Zach Moore,ARI,@ SEA,L  24-27,0.5,2.0,1,0,4,0,0
David Onyemata,NO,vs CAR,L  14-33,0.5,2.5,1,1,1,0,0
Corey Peters,ARI,@ SEA,L  24-27,0.5,2.0,1,3,4,0,0
Roy Robertson-Harris,CHI,@ MIN,W  24-10,0.5,3.5,2,0,1,0,0
Stephon Tuitt,PIT,vs CIN,W  16-13,0.5,1.5,2,2,1,0,0
Xavier Williams,KC,vs OAK,W  35-3,0.5,4.0,1,2,1,0,0
Mike Adams,CAR,@ NO,W  33-14,0.0,0.0,0,0,1,0,0
Andrew Adams,TB,vs ATL,L  32-34,0.0,0.0,0,3,1,0,0
Tyrell Adams,HOU,vs JAX,W  20-3,0.0,0.0,0,0,0,0,0
Montravius Adams,GB,vs DET,L  0-31,0.0,0.0,0,3,4,0,0
Jamal Adams,NYJ,@ NE,L  3-38,0.0,0.0,0,7,4,0,0
Matthew Adams,IND,@ TEN,W  33-17,0.0,0.0,0,1,1,0,0
Jahleel Addae,LAC,@ DEN,W  23-9,0.0,0.0,0,3,1,0,0
Walt Aikens,MIA,@ BUF,L  17-42,0.0,0.0,0,0,1,0,0
Lorenzo Alexander,BUF,vs MIA,W  42-17,0.0,0.0,0,5,1,1,0
Adonis Alexander,WAS,vs PHI,L  0-24,0.0,0.0,0,0,0,0,0
Maurice Alexander,SEA,vs ARI,W  27-24,0.0,0.0,0,0,0,0,0
Mackensie Alexander,MIN,vs CHI,L  10-24,0.0,0.0,0,2,0,0,0
Robert Alford,ATL,@ TB,W  34-32,0.0,0.0,0,3,0,0,0
Keenan Allen,LAC,@ DEN,W  23-9,0.0,0.0,0,0,0,0,0
Jonathan Allen,WAS,vs PHI,L  0-24,0.0,0.0,0,4,2,0,0
Beau Allen,TB,vs ATL,L  32-34,0.0,0.0,0,1,1,0,0
Marcus Allen,PIT,vs CIN,W  16-13,0.0,0.0,0,1,0,0,0
Kiko Alonso,MIA,@ BUF,L  17-42,0.0,0.0,2,1,4,0,0
Tyson Alualu,PIT,vs CIN,W  16-13,0.0,0.0,0,0,2,0,0
David Amerson,ARI,@ SEA,L  24-27,0.0,0.0,0,0,0,0,0
Adrian Amos,CHI,@ MIN,W  24-10,0.0,0.0,0,5,0,0,0
Prince Amukamara,CHI,@ MIN,W  24-10,0.0,0.0,0,2,1,0,0
Alex Anzalone,NO,vs CAR,L  14-33,0.0,0.0,0,5,1,0,0
Eli Apple,NO,vs CAR,L  14-33,0.0,0.0,0,1,1,0,0
Arik Armstead,SF,@ LA,L  32-48,0.0,0.0,0,0,2,0,0
Ray-Ray Armstrong,CLE,@ BAL,L  24-26,0.0,0.0,0,3,1,0,0
Cornell Armstrong,MIA,@ BUF,L  17-42,0.0,0.0,0,3,0,0,0
Geno Atkins,CIN,@ PIT,L  13-16,0.0,0.0,0,1,1,0,0
Denico Autry,IND,@ TEN,W  33-17,0.0,0.0,0,1,0,0,0
Anthony Averett,BAL,vs CLE,W  26-24,0.0,0.0,0,0,0,0,0
Genard Avery,CLE,@ BAL,L  24-26,0.0,0.0,0,1,0,0,0
Chidobe Awuzie,DAL,@ NYG,W  36-35,0.0,0.0,0,2,3,0,0
Johnson Bademosi,HOU,vs JAX,W  20-3,0.0,0.0,0,0,0,0,0
Allen Bailey,KC,vs OAK,W  35-3,0.0,0.0,1,2,1,1,1
Budda Baker,ARI,@ SEA,L  24-27,0.0,0.0,0,9,3,0,0
