Name,Team,Opp,Score,No.,Yds,Gross Avg,Net Avg,Touchbacks,Inside 20,Long,Blocked
Dustin Colquitt,KC,vs JAX,W  30-14,2,116,58.0,55.0,0,1,63,0
Trevor Daniel,HOU,vs DAL,W  19-16,3,160,53.3,39.3,1,1,61,0
Brett Kern,TEN,@ BUF,L  12-13,2,106,53.0,49.0,0,1,61,0
Michael Palardy,CAR,vs NYG,W  33-31,3,153,51.0,46.0,0,2,55,0
Britton Colquitt,CLE,vs BAL,W  12-9,9,452,50.2,41.4,1,3,64,0
Riley Dixon,NYG,@ CAR,L  31-33,2,99,49.5,51.0,0,1,51,0
Johnny Townsend,OAK,@ LAC,L  10-26,4,197,49.3,40.5,0,0,51,0
Ryan Allen,NE,vs IND,W  38-24,4,193,48.3,38.8,0,1,59,0
Jordan Berry,PIT,vs ATL,W  41-17,3,143,47.7,46.7,0,2,55,0
Rigoberto Sanchez,IND,@ NE,L  24-38,3,142,47.3,40.7,0,1,51,0
Cameron Johnston,PHI,vs MIN,L  21-23,4,187,46.8,41.3,0,2,57,0
Sam Koch,BAL,@ CLE,L  9-12,8,366,45.8,40.4,1,6,56,0
Sam Martin,DET,vs GB,W  31-23,5,228,45.6,45.2,0,4,53,0
Lachlan Edwards,NYJ,vs DEN,W  34-16,3,134,44.7,37.7,1,2,46,0
Bradley Pinion,SF,vs ARI,L  18-28,4,177,44.3,39.3,1,1,50,0
Chris Jones,DAL,@ HOU,L  16-19,5,220,44.0,34.2,1,2,55,0
Corey Bojorquez,BUF,vs TEN,W  13-12,4,175,43.8,29.0,1,1,48,0
Kevin Huber,CIN,vs MIA,W  27-17,4,173,43.3,22.0,0,1,50,0
Donnie Jones,LAC,vs OAK,W  26-10,3,129,43.0,42.3,0,3,59,0
Matt Haack,MIA,@ CIN,L  17-27,5,209,41.8,38.0,0,4,58,0
Colby Wadman,DEN,@ NYJ,L  16-34,8,329,41.1,32.3,0,3,57,0
Andy Lee,ARI,@ SF,W  28-18,8,317,39.6,39.3,0,5,52,0
Matt Bosher,ATL,@ PIT,L  17-41,3,117,39.0,29.3,0,2,42,1
Matt Wile,MIN,@ PHI,W  23-21,2,78,39.0,39.0,0,0,43,0
Johnny Hekker,LA,@ SEA,W  33-31,1,38,38.0,41.0,0,1,38,0
Tress Way,WAS,@ NO,L  19-43,3,110,36.7,36.7,0,1,37,0
Logan Cooke,JAX,@ KC,L  14-30,3,108,36.0,35.3,0,2,43,0
Michael Dickson,SEA,vs LA,L  31-33,4,138,34.5,26.8,1,1,55,0
