Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Russell Shepard,NYG,vs CHI,W  30-27,2,59,29.5,1,0
Josh Gordon,NE,vs MIN,W  24-10,3,58,19.3,1,0
Nelson Agholor,PHI,vs WAS,W  28-13,4,56,14.0,0,0
Christian McCaffrey,CAR,@ TB,L  17-24,9,55,6.1,1,0
Christian Kirk,ARI,@ GB,W  20-17,3,54,18.0,0,0
Cordarrelle Patterson,NE,vs MIN,W  24-10,2,53,26.5,0,0
Tyler Lockett,SEA,vs SF,W  43-16,1,52,52.0,1,0
Mike Williams,LAC,@ PIT,W  33-30,3,52,17.3,0,0
Matt Breida,SF,@ SEA,L  16-43,3,51,17.0,0,0
Josh Doctson,WAS,@ PHI,L  13-28,3,51,17.0,0,0
Tajae Sharpe,TEN,vs NYJ,W  26-22,3,51,17.0,0,0
Kenny Golladay,DET,vs LA,L  16-30,3,50,16.7,0,0
Jimmy Graham,GB,vs ARI,L  17-20,8,50,6.2,0,0
Nyheim Hines,IND,@ JAX,L  0-6,9,50,5.6,0,0
Stefon Diggs,MIN,@ NE,L  10-24,5,49,9.8,0,0
JuJu Smith-Schuster,PIT,vs LAC,L  30-33,6,49,8.2,0,0
T.J. Yeldon,JAX,vs IND,W  6-0,7,49,7.0,0,0
Robby Anderson,NYJ,@ TEN,L  22-26,4,48,12.0,0,0
Mike Evans,TB,vs CAR,W  24-17,4,48,12.0,0,0
Larry Fitzgerald,ARI,@ GB,W  20-17,3,48,16.0,0,0
Mark Andrews,BAL,@ ATL,W  26-16,3,47,15.7,0,0
Corey Clement,PHI,vs WAS,W  28-13,3,47,15.7,0,0
Isaiah McKenzie,BUF,@ MIA,L  17-21,4,46,11.5,0,1
Ian Thomas,CAR,@ TB,L  17-24,5,46,9.2,0,0
Travis Benjamin,LAC,@ PIT,W  33-30,2,44,22.0,1,0
Austin Hooper,ATL,vs BAL,L  16-26,5,44,8.8,1,0
D.J. Moore,CAR,@ TB,L  17-24,4,44,11.0,0,0
Jarius Wright,CAR,@ TB,L  17-24,2,44,22.0,0,0
DeVante Parker,MIA,vs BUF,W  21-17,4,43,10.8,1,0
Corey Davis,TEN,vs NYJ,W  26-22,3,42,14.0,1,0
Rhett Ellison,NYG,vs CHI,W  30-27,4,42,10.5,0,0
Anthony Firkser,TEN,vs NYJ,W  26-22,3,42,14.0,1,0
Ty Montgomery,BAL,@ ATL,W  26-16,5,42,8.4,0,0
Nick Chubb,CLE,@ HOU,L  13-29,3,41,13.7,0,0
Dontrell Hilliard,CLE,@ HOU,L  13-29,4,40,10.0,0,0
Donte Moncrief,JAX,vs IND,W  6-0,3,40,13.3,0,0
Michael Thomas,NO,@ DAL,L  10-13,5,40,8.0,0,0
Chris Carson,SEA,vs SF,W  43-16,3,39,13.0,0,0
Demetrius Harris,KC,@ OAK,W  40-33,3,39,13.0,1,0
Devontae Booker,DEN,@ CIN,W  24-10,2,38,19.0,0,0
Patrick DiMarco,BUF,@ MIA,L  17-21,1,38,38.0,0,0
Demarcus Robinson,KC,@ OAK,W  40-33,1,38,38.0,0,0
Kyle Rudolph,MIN,@ NE,L  10-24,3,38,12.7,0,0
Aldrick Robinson,MIN,@ NE,L  10-24,5,37,7.4,0,0
Mohamed Sanu,ATL,vs BAL,L  16-26,3,37,12.3,0,0
Kenny Stills,MIA,vs BUF,W  21-17,4,37,9.2,1,0
Cameron Brate,TB,vs CAR,W  24-17,3,36,12.0,0,0
Michael Crabtree,BAL,@ ATL,W  26-16,3,36,12.0,0,0
Jamison Crowder,WAS,@ PHI,L  13-28,4,36,9.0,0,0
Alvin Kamara,NO,@ DAL,L  10-13,8,36,4.5,0,0
Odell Beckham,NYG,vs CHI,W  30-27,3,35,11.7,1,0
Bruce Ellington,DET,vs LA,L  16-30,7,35,5.0,0,0
Todd Gurley,LA,@ DET,W  30-16,3,33,11.0,0,0
C.J. Uzomah,CIN,vs DEN,L  10-24,5,33,6.6,0,0
Giovani Bernard,CIN,vs DEN,L  10-24,6,32,5.3,0,0
DeAndre Carter,HOU,vs CLE,W  29-13,6,32,5.3,0,0
Demaryius Thomas,HOU,vs CLE,W  29-13,3,32,10.7,0,0
Jordan Thomas,HOU,vs CLE,W  29-13,3,32,10.7,1,0
Christopher Herndon,NYJ,@ TEN,L  22-26,2,31,15.5,0,0
Alshon Jeffery,PHI,vs WAS,W  28-13,3,31,10.3,0,0
Jalen Richard,OAK,vs KC,L  33-40,3,31,10.3,0,1
Cody Core,CIN,vs DEN,L  10-24,1,30,30.0,1,0
Keith Kirkwood,NO,@ DAL,L  10-13,1,30,30.0,1,0
Jonnu Smith,TEN,vs NYJ,W  26-22,2,29,14.5,0,0
Vance McDonald,PIT,vs LAC,L  30-33,4,28,7.0,0,0
Sterling Shepard,NYG,vs CHI,W  30-27,4,28,7.0,0,0
Adam Thielen,MIN,@ NE,L  10-24,5,28,5.6,1,0
Robert Foster,BUF,@ MIA,L  17-21,1,27,27.0,0,0
Rob Gronkowski,NE,vs MIN,W  24-10,3,26,8.7,0,0
Breshad Perriman,CLE,@ HOU,L  13-29,2,26,13.0,0,0
Theo Riddick,DET,vs LA,L  16-30,3,26,8.7,0,0
Brice Butler,MIA,vs BUF,W  21-17,4,25,6.2,0,0
Randall Cobb,GB,vs ARI,L  17-20,3,25,8.3,0,0
Chris Conley,KC,@ OAK,W  40-33,3,25,8.3,1,0
Julian Edelman,NE,vs MIN,W  24-10,3,25,8.3,0,0
T.J. Jones,DET,vs LA,L  16-30,1,25,25.0,0,0
Seth Roberts,OAK,vs KC,L  33-40,3,25,8.3,0,0
Scott Simonson,NYG,vs CHI,W  30-27,2,25,12.5,0,0
Dede Westbrook,JAX,vs IND,W  6-0,3,25,8.3,0,0
Doug Baldwin,SEA,vs SF,W  43-16,2,22,11.0,1,0
Dalvin Cook,MIN,@ NE,L  10-24,8,22,2.8,0,0
Austin Ekeler,LAC,@ PIT,W  33-30,5,22,4.4,0,0
Calvin Ridley,ATL,vs BAL,L  16-26,3,22,7.3,0,0
Saquon Barkley,NYG,vs CHI,W  30-27,3,21,7.0,0,0
Rex Burkhead,NE,vs MIN,W  24-10,2,21,10.5,0,0
Chris Moore,BAL,@ ATL,W  26-16,1,21,21.0,0,0
Jordan Reed,WAS,@ PHI,L  13-28,4,21,5.2,0,0
Trent Sherfield,ARI,@ GB,W  20-17,1,21,21.0,0,0
Dan Arnold,NO,@ DAL,L  10-13,2,20,10.0,0,0
Kelvin Benjamin,BUF,@ MIA,L  17-21,2,20,10.0,0,0
Chris Hogan,NE,vs MIN,W  24-10,2,20,10.0,0,0
Kyle Juszczyk,SF,@ SEA,L  16-43,3,20,6.7,0,0
Jaylen Samuels,PIT,vs LAC,L  30-33,3,20,6.7,1,0
Seth DeValve,CLE,@ HOU,L  13-29,1,19,19.0,0,0
Tyler Higbee,LA,@ DET,W  30-16,2,19,9.5,0,0
Justin Jackson,LAC,@ PIT,W  33-30,1,19,19.0,0,0
James O'Shaughnessy,JAX,vs IND,W  6-0,2,19,9.5,0,0
Josh Reynolds,LA,@ DET,W  30-16,2,19,9.5,0,0
Emmanuel Sanders,DEN,@ CIN,W  24-10,4,19,4.8,0,0
Marquez Valdes-Scantling,GB,vs ARI,L  17-20,2,19,9.5,0,0
Julio Jones,ATL,vs BAL,L  16-26,2,18,9.0,0,0
Jordan Leggett,NYJ,@ TEN,L  22-26,2,18,9.0,0,0
Chris Thompson,WAS,@ PHI,L  13-28,3,18,6.0,0,0
Taylor Gabriel,CHI,@ NYG,L  27-30,3,17,5.7,0,1
Marcell Ateman,OAK,vs KC,L  33-40,2,16,8.0,1,0
Keelan Cole,JAX,vs IND,W  6-0,2,16,8.0,0,0
Aaron Jones,GB,vs ARI,L  17-20,4,16,4.0,0,0
Taquan Mizzell,CHI,@ NYG,L  27-30,2,16,8.0,0,0
Zach Pascal,IND,@ JAX,L  0-6,1,16,16.0,0,0
Vernon Davis,WAS,@ PHI,L  13-28,2,15,7.5,0,0
James Conner,PIT,vs LAC,L  30-33,3,14,4.7,0,0
Dontrelle Inman,IND,@ JAX,L  0-6,2,14,7.0,0,0
Tyrell Williams,LAC,@ PIT,W  33-30,1,14,14.0,0,0
Jamaal Williams,GB,vs ARI,L  17-20,4,14,3.5,0,0
Jordan Akins,HOU,vs CLE,W  29-13,1,13,13.0,0,0
Kenyan Drake,MIA,vs BUF,W  21-17,2,13,6.5,1,0
Chase Edmonds,ARI,@ GB,W  20-17,2,13,6.5,0,0
Tyreek Hill,KC,@ OAK,W  40-33,1,13,13.0,0,0
Joe Mixon,CIN,vs DEN,L  10-24,2,13,6.5,0,0
Greg Olsen,CAR,@ TB,L  17-24,1,13,13.0,0,0
John Ross,CIN,vs DEN,L  10-24,2,13,6.5,0,0
Laquon Treadwell,MIN,@ NE,L  10-24,2,13,6.5,0,0
Ryan Griffin,HOU,vs CLE,W  29-13,1,12,12.0,0,0
Blake Jarwin,DAL,vs NO,W  13-10,1,12,12.0,0,0
Duke Johnson,CLE,@ HOU,L  13-29,2,12,6.0,0,0
LeSean McCoy,BUF,@ MIA,L  17-21,4,12,3.0,0,0
Lamar Miller,HOU,vs CLE,W  29-13,1,12,12.0,0,0
Deonte Thompson,BUF,@ MIA,L  17-21,1,12,12.0,0,0
Taylor Decker,DET,vs LA,L  16-30,1,11,11.0,1,0
Bennie Fowler,NYG,vs CHI,W  30-27,1,11,11.0,0,0
C.J. Ham,MIN,@ NE,L  10-24,2,11,5.5,0,0
Jake Kumerow,GB,vs ARI,L  17-20,1,11,11.0,0,0
Trent Taylor,SF,@ SEA,L  16-43,1,11,11.0,0,0
Devin Funchess,CAR,@ TB,L  17-24,1,10,10.0,1,0
Frank Gore,MIA,vs BUF,W  21-17,1,10,10.0,0,0
Andre Roberts,NYJ,@ TEN,L  22-26,1,10,10.0,0,0
Ricky Seals-Jones,ARI,@ GB,W  20-17,1,10,10.0,0,0
Cole Beasley,DAL,vs NO,W  13-10,2,9,4.5,0,0
Noah Brown,DAL,vs NO,W  13-10,1,9,9.0,0,0
Charles Clay,BUF,@ MIA,L  17-21,1,9,9.0,0,0
Isaiah Crowell,NYJ,@ TEN,L  22-26,4,9,2.2,0,0
James Develin,NE,vs MIN,W  24-10,1,9,9.0,0,0
Quincy Enunwa,NYJ,@ TEN,L  22-26,2,9,4.5,0,0
Michael Floyd,WAS,@ PHI,L  13-28,1,9,9.0,0,0
Dwayne Harris,OAK,vs KC,L  33-40,1,9,9.0,0,0
Matt Lengel,CIN,vs DEN,L  10-24,1,9,9.0,0,0
Nick O'Leary,MIA,vs BUF,W  21-17,1,9,9.0,0,0
Ryan Switzer,PIT,vs LAC,L  30-33,2,9,4.5,0,0
Josh Bellamy,CHI,@ NYG,L  27-30,1,8,8.0,0,0
David Njoku,CLE,@ HOU,L  13-29,3,8,2.7,0,0
Willie Snead,BAL,@ ATL,W  26-16,1,8,8.0,0,0
Luke Willson,DET,vs LA,L  16-30,1,8,8.0,0,0
Cameron Batson,TEN,vs NYJ,W  26-22,1,7,7.0,0,0
Nick Boyle,BAL,@ ATL,W  26-16,1,7,7.0,0,0
Trenton Cannon,NYJ,@ TEN,L  22-26,1,7,7.0,0,0
Gerald Everett,LA,@ DET,W  30-16,1,7,7.0,0,0
Russell Gage,ATL,vs BAL,L  16-26,1,7,7.0,0,0
A.J. Green,CIN,vs DEN,L  10-24,1,7,7.0,0,0
Jesse James,PIT,vs LAC,L  30-33,1,7,7.0,0,0
Andy Janovich,DEN,@ CIN,W  24-10,1,7,7.0,0,0
Sony Michel,NE,vs MIN,W  24-10,1,7,7.0,0,0
Dalton Schultz,DAL,vs NO,W  13-10,1,7,7.0,0,0
Damien Williams,KC,@ OAK,W  40-33,2,7,3.5,0,0
Kenneth Dixon,BAL,@ ATL,W  26-16,1,6,6.0,0,0
Marlon Mack,IND,@ JAX,L  0-6,1,6,6.0,0,0
Doug Martin,OAK,vs KC,L  33-40,2,6,3.0,0,1
Derrick Henry,TEN,vs NYJ,W  26-22,2,5,2.5,0,0
Adam Shaheen,CHI,@ NYG,L  27-30,2,5,2.5,1,0
Robert Tonyan,GB,vs ARI,L  17-20,1,5,5.0,0,0
Spencer Ware,KC,@ OAK,W  40-33,1,5,5.0,0,0
Jordan Howard,CHI,@ NYG,L  27-30,1,4,4.0,0,0
Jordan Matthews,PHI,vs WAS,W  28-13,1,4,4.0,1,0
MyCole Pruitt,TEN,vs NYJ,W  26-22,1,4,4.0,0,0
Erik Swoope,IND,@ JAX,L  0-6,1,4,4.0,0,0
Nick Vannett,SEA,vs SF,W  43-16,1,4,4.0,0,0
Tevin Coleman,ATL,vs BAL,L  16-26,1,3,3.0,0,0
Alan Cross,TB,vs CAR,W  24-17,1,3,3.0,0,0
David Johnson,ARI,@ GB,W  20-17,1,3,3.0,0,0
Latavius Murray,MIN,@ NE,L  10-24,2,3,1.5,0,0
Alex Erickson,CIN,vs DEN,L  10-24,1,2,2.0,0,1
Phillip Lindsay,DEN,@ CIN,W  24-10,1,2,2.0,0,0
Damion Ratley,CLE,@ HOU,L  13-29,1,2,2.0,0,0
Carlos Hyde,JAX,vs IND,W  6-0,1,1,1.0,0,1
Mark Ingram,NO,@ DAL,L  10-13,2,1,0.5,0,0
Anthony Miller,CHI,@ NYG,L  27-30,1,1,1.0,1,0
Lee Smith,OAK,vs KC,L  33-40,1,1,1.0,1,0
Malik Turner,SEA,vs SF,W  43-16,1,1,1.0,0,0
Peyton Barber,TB,vs CAR,W  24-17,0,0,0.0,0,1
LeGarrette Blount,DET,vs LA,L  16-30,0,0,0.0,0,0
Ben Braunecker,CHI,@ NYG,L  27-30,0,0,0.0,0,0
John Brown,BAL,@ ATL,W  26-16,0,0,0.0,0,0
Trey Burton,CHI,@ NYG,L  27-30,0,0,0.0,0,0
Pharoh Cooper,LA,@ DET,W  30-16,0,0,0.0,0,0
Gehrig Dieter,KC,@ OAK,W  40-33,0,0,0.0,0,0
Isaiah Ford,MIA,vs BUF,W  21-17,0,0,0.0,0,0
Jordan Franks,CIN,vs DEN,L  10-24,0,0,0.0,0,0
Antonio Gates,LAC,@ PIT,W  33-30,0,0,0.0,0,0
Dallas Goedert,PHI,vs WAS,W  28-13,0,0,0.0,0,0
Ryan Grant,IND,@ JAX,L  0-6,0,0,0.0,0,0
Maurice Harris,WAS,@ PHI,L  13-28,0,0,0.0,0,0
Darrius Heyward-Bey,PIT,vs LAC,L  30-33,0,0,0.0,0,0
Justin Hunter,PIT,vs LAC,L  30-33,0,0,0.0,0,0
Richie James,SF,@ SEA,L  16-43,0,0,0.0,0,1
Darius Jennings,TEN,vs NYJ,W  26-22,0,0,0.0,0,0
Matt LaCosse,DEN,@ CIN,W  24-10,0,0,0.0,0,0
J.D. McKissic,SEA,vs SF,W  43-16,0,0,0.0,0,0
David Moore,SEA,vs SF,W  43-16,0,0,0.0,0,0
Elijhaa Penny,NYG,vs CHI,W  30-27,0,0,0.0,0,0
Ito Smith,ATL,vs BAL,L  16-26,1,0,0.0,0,0
Tre'Quan Smith,NO,@ DAL,L  10-13,0,0,0.0,0,0
Equanimeous St. Brown,GB,vs ARI,L  17-20,0,0,0.0,0,0
Justin Watson,TB,vs CAR,W  24-17,0,0,0.0,0,0
Jordan Wilkins,IND,@ JAX,L  0-6,1,0,0.0,0,0
Wayne Gallman,NYG,vs CHI,W  30-27,1,-2,-2.0,0,0
Dion Lewis,TEN,vs NYJ,W  26-22,2,-2,-1.0,0,0
Elijah McGuire,NYJ,@ TEN,L  22-26,1,-4,-4.0,0,0
