Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Geno Atkins,CIN,vs BAL,W  34-23,2.0,6.0,4,2,3,0,0
Jurrell Casey,TEN,vs HOU,W  20-17,2.0,9.0,1,4,1,1,0
Jarrad Davis,DET,@ SF,L  27-30,2.0,12.0,3,5,1,0,0
Cameron Jordan,NO,vs CLE,W  21-18,2.0,11.0,2,2,0,0,0
Devon Kennard,DET,@ SF,L  27-30,2.0,19.0,2,3,1,0,0
Benson Mayowa,ARI,@ LA,L  0-34,2.0,12.0,2,6,1,0,0
Larry Ogunjobi,CLE,@ NO,L  18-21,2.0,21.0,2,3,0,0,0
Danny Trevathan,CHI,vs SEA,W  24-17,2.0,6.0,2,6,2,1,0
Melvin Ingram,LAC,@ BUF,W  31-20,1.5,13.5,3,3,1,0,0
Jamal Adams,NYJ,vs MIA,L  12-20,1.0,6.0,1,4,3,1,0
Lorenzo Alexander,BUF,vs LAC,L  20-31,1.0,7.0,1,5,2,0,0
Mackensie Alexander,MIN,@ GB,T 29-29,1.0,7.0,1,7,0,0,0
Kwon Alexander,TB,vs PHI,W  27-21,1.0,0.0,1,6,1,1,0
Henry Anderson,NYJ,vs MIA,L  12-20,1.0,15.0,1,1,0,0,0
Allen Bailey,KC,@ PIT,W  42-37,1.0,10.0,1,2,0,0,0
Nigel Bradham,PHI,@ TB,L  21-27,1.0,2.0,1,3,5,0,0
Jatavis Brown,LAC,@ BUF,W  31-20,1.0,8.0,1,2,0,0,0
DeForest Buckner,SF,vs DET,W  30-27,1.0,8.0,2,5,0,0,0
T.J. Carrie,CLE,@ NO,L  18-21,1.0,9.0,1,6,2,0,0
Taco Charlton,DAL,vs NYG,W  20-13,1.0,13.0,2,3,0,0,1
Kenny Clark,GB,vs MIN,T 29-29,1.0,7.0,1,2,2,0,0
Frank Clark,SEA,@ CHI,L  17-24,1.0,3.0,1,3,0,0,0
Brandon Copeland,NYJ,vs MIA,L  12-20,1.0,8.0,2,3,0,0,0
Kamalei Correa,TEN,vs HOU,W  20-17,1.0,5.0,2,3,2,0,0
Fletcher Cox,PHI,@ TB,L  21-27,1.0,7.0,3,4,1,0,0
Tyrone Crawford,DAL,vs NYG,W  20-13,1.0,10.0,1,1,1,0,0
Samson Ebukam,LA,vs ARI,W  34-0,1.0,7.0,2,1,0,0,0
Duke Ejiofor,HOU,@ TEN,L  17-20,1.0,8.0,1,2,1,0,0
Dante Fowler,JAX,vs NE,W  31-20,1.0,8.0,0,1,0,1,1
Kavon Frazier,DAL,vs NYG,W  20-13,1.0,11.0,1,4,0,0,0
Eddie Goldman,CHI,vs SEA,W  24-17,1.0,7.0,1,1,0,0,0
Eli Harold,DET,@ SF,L  27-30,1.0,10.0,1,1,0,0,0
D.J. Hayden,JAX,vs NE,W  31-20,1.0,6.0,1,4,0,0,0
William Hayes,MIA,@ NYJ,W  20-12,1.0,3.0,1,2,0,0,0
Sam Hubbard,CIN,vs BAL,W  34-23,1.0,11.0,1,3,2,0,0
Jerry Hughes,BUF,vs LAC,L  20-31,1.0,9.0,3,5,1,0,0
Danielle Hunter,MIN,@ GB,T 29-29,1.0,8.0,1,5,1,0,0
Maurice Hurst,OAK,@ DEN,L  19-20,1.0,5.0,1,1,0,0,0
Matt Ioannidis,WAS,vs IND,L  9-21,1.0,2.0,2,2,0,0,0
Eddie Jackson,CHI,vs SEA,W  24-17,1.0,2.0,1,3,0,1,0
Derwin James,LAC,@ BUF,W  31-20,1.0,6.0,1,6,1,0,0
Jordan Jenkins,NYJ,vs MIA,L  12-20,1.0,17.0,1,1,0,1,1
Christian Jones,DET,@ SF,L  27-30,1.0,9.0,2,5,1,0,0
Mychal Kendricks,SEA,@ CHI,L  17-24,1.0,12.0,1,3,0,0,0
Demarcus Lawrence,DAL,vs NYG,W  20-13,1.0,9.0,2,2,0,0,0
Elijah Lee,SF,vs DET,W  30-27,1.0,10.0,0,10,2,1,0
Darius Leonard,IND,@ WAS,W  21-9,1.0,10.0,1,15,4,1,0
Aaron Lynch,CHI,vs SEA,W  24-17,1.0,0.0,1,2,0,0,0
Khalil Mack,CHI,vs SEA,W  24-17,1.0,9.0,0,4,1,1,0
Gerald McCoy,TB,vs PHI,W  27-21,1.0,9.0,2,2,1,0,0
Daniel McCullers,PIT,vs KC,L  37-42,1.0,4.0,1,1,0,0,0
Takkarist McKinley,ATL,vs CAR,W  31-24,1.0,5.0,1,2,0,0,0
Von Miller,DEN,vs OAK,W  20-19,1.0,7.0,1,3,2,0,0
Uchenna Nwosu,LAC,@ BUF,W  31-20,1.0,3.0,1,2,1,0,0
David Parry,MIN,@ GB,T 29-29,1.0,6.0,1,1,1,0,0
Jordan Phillips,MIA,@ NYJ,W  20-12,1.0,5.0,2,1,0,0,0
Jason Pierre-Paul,TB,vs PHI,W  27-21,1.0,4.0,4,5,0,0,0
Brian Poole,ATL,vs CAR,W  31-24,1.0,12.0,1,6,1,0,0
Robert Quinn,MIA,@ NYJ,W  20-12,1.0,6.0,1,2,0,0,0
Sheldon Rankins,NO,vs CLE,W  21-18,1.0,1.0,2,2,4,0,0
Logan Ryan,TEN,vs HOU,W  20-17,1.0,7.0,1,4,0,0,0
Jabaal Sheard,IND,@ WAS,W  21-9,1.0,7.0,2,2,2,0,0
Jihad Ward,IND,@ WAS,W  21-9,1.0,6.0,3,1,0,0,0
Shawn Williams,CIN,vs BAL,W  34-23,1.0,0.0,1,6,2,1,0
