Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Chris Hogan,NE,vs BAL,W  30-23,5,129,25.8,1,0
Demaryius Thomas,DEN,@ TEN,L  10-13,10,126,12.6,0,0
T.Y. Hilton,IND,vs HOU,L  17-22,9,115,12.8,1,0
Marqise Lee,JAX,vs MIN,L  16-25,5,113,22.6,0,0
Zach Ertz,PHI,vs WAS,L  22-27,10,112,11.2,0,0
Davante Adams,GB,vs SEA,W  38-10,4,104,26.0,1,0
Jarvis Landry,MIA,vs ARI,W  26-23,4,103,25.8,0,1
DeSean Jackson,WAS,@ PHI,W  27-22,3,102,34.0,1,0
Travis Kelce,KC,vs OAK,W  21-13,5,101,20.2,0,0
Adam Thielen,MIN,@ JAX,W  25-16,4,101,25.2,0,0
Emmanuel Sanders,DEN,@ TEN,L  10-13,11,100,9.1,1,0
Robby Anderson,NYJ,@ SF,W  23-17,6,99,16.5,0,0
Kenny Stills,MIA,vs ARI,W  26-23,6,97,16.2,1,0
Odell Beckham,NYG,vs DAL,W  10-7,4,94,23.5,1,0
Greg Olsen,CAR,vs,W  28-16,4,87,21.8,0,0
Willie Snead,NO,@ TB,L  11-16,6,85,14.2,0,0
Kenny Britt,LA,vs ATL,L  14-42,7,82,11.7,0,0
Taylor Gabriel,ATL,@ LA,W  42-14,3,82,27.3,1,0
LeSean McCoy,BUF,vs PIT,L  20-27,6,81,13.5,0,0
James White,NE,vs BAL,W  30-23,3,81,27.0,0,0
Jordan Matthews,PHI,vs WAS,L  22-27,8,79,9.9,0,0
Antonio Brown,PIT,@ BUF,W  27-20,5,78,15.6,0,0
Terrance Williams,DAL,@ NYG,L  7-10,5,76,15.2,1,0
Julian Edelman,NE,vs BAL,W  30-23,7,73,10.4,0,0
Cameron Meredith,CHI,@ DET,L  17-20,6,72,12.0,1,0
Dontrelle Inman,,@ CAR,L  16-28,6,71,11.8,1,0
Martellus Bennett,NE,vs BAL,W  30-23,4,70,17.5,1,0
Chris Conley,KC,vs OAK,W  21-13,2,70,35.0,0,0
Tyrell Williams,,@ CAR,L  16-28,2,68,34.0,0,0
Marvin Jones,DET,vs CHI,W  20-17,4,67,16.8,0,0
Tyreek Hill,KC,vs OAK,W  21-13,6,66,11.0,1,1
Trey Burton,PHI,vs WAS,L  22-27,7,65,9.3,0,0
Tavon Austin,LA,vs ATL,L  14-42,7,62,8.9,0,0
Le'Veon Bell,PIT,@ BUF,W  27-20,4,62,15.5,0,0
Brandin Cooks,NO,@ TB,L  11-16,5,61,12.2,0,0
Antonio Gates,,@ CAR,L  16-28,5,61,12.2,0,0
Kyle Rudolph,MIN,@ JAX,W  25-16,4,60,15.0,1,0
Pierre Garcon,WAS,@ PHI,W  27-22,5,59,11.8,1,0
Golden Tate,DET,vs CHI,W  20-17,6,58,9.7,0,0
A.J. Derby,DEN,@ TEN,L  10-13,5,57,11.4,0,1
Steve Smith,BAL,@ NE,L  23-30,4,57,14.2,0,0
Stefon Diggs,MIN,@ JAX,W  25-16,3,55,18.3,0,0
Jack Doyle,IND,vs HOU,L  17-22,5,55,11.0,0,0
Sammy Watkins,BUF,vs PIT,L  20-27,4,54,13.5,1,0
Charles Clay,BUF,vs PIT,L  20-27,3,52,17.3,1,0
Breshad Perriman,BAL,@ NE,L  23-30,3,52,17.3,0,0
Mike Wallace,BAL,@ NE,L  23-30,5,52,10.4,0,0
Jeremy Kerley,SF,vs NYJ,L  17-23,5,50,10.0,0,0
Anquan Boldin,DET,vs CHI,W  20-17,3,49,16.3,1,0
Tyler Boyd,CIN,@ CLE,W  23-10,6,49,8.2,0,0
Nick Williams,ATL,@ LA,W  42-14,4,49,12.2,0,0
Tyler Eifert,CIN,@ CLE,W  23-10,5,48,9.6,2,0
Cameron Brate,TB,vs NO,W  16-11,4,47,11.8,0,0
Brandon Coleman,NO,@ TB,L  11-16,5,47,9.4,0,0
Doug Baldwin,SEA,@ GB,L  10-38,6,46,7.7,0,0
Kyle Juszczyk,BAL,@ NE,L  23-30,3,46,15.3,0,0
Josh Bellamy,CHI,@ DET,L  17-20,3,45,15.0,0,0
Jermaine Gresham,ARI,@ MIA,L  23-26,5,45,9.0,0,0
Ty Montgomery,GB,vs SEA,W  38-10,3,45,15.0,0,0
Daniel Brown,CHI,@ DET,L  17-20,6,42,7.0,0,0
Kenneth Dixon,BAL,@ NE,L  23-30,8,42,5.2,1,0
Mike Evans,TB,vs NO,W  16-11,4,42,10.5,0,0
Aldrick Robinson,ATL,@ LA,W  42-14,3,42,14.0,0,0
Cole Beasley,DAL,@ NYG,L  7-10,4,41,10.2,0,0
David Johnson,ARI,@ MIA,L  23-26,5,41,8.2,0,1
Tyler Lockett,SEA,@ GB,L  10-38,4,41,10.2,0,0
Tanner McEvoy,SEA,@ GB,L  10-38,3,41,13.7,1,0
Malcolm Mitchell,NE,vs BAL,W  30-23,4,41,10.2,1,0
Jordy Nelson,GB,vs SEA,W  38-10,6,41,6.8,2,0
Sterling Shepard,NYG,vs DAL,W  10-7,3,39,13.0,0,0
Jerick McKinnon,MIN,@ JAX,W  25-16,6,38,6.3,0,0
Marcel Reece,SEA,@ GB,L  10-38,2,38,19.0,0,0
Jamison Crowder,WAS,@ PHI,W  27-22,2,37,18.5,0,0
Austin Seferian-Jenkins,NYJ,@ SF,W  23-17,3,35,11.7,0,0
Bilal Powell,NYJ,@ SF,W  23-17,5,34,6.8,0,0
Randall Cobb,GB,vs SEA,W  38-10,3,33,11.0,0,0
Alex Collins,SEA,@ GB,L  10-38,3,33,11.0,0,1
