Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Antonio Brown,PIT,@ KC,W  19-13,8,155,19.4,1,0
Larry Fitzgerald,ARI,vs TB,W  38-33,10,138,13.8,1,1
Demaryius Thomas,DEN,vs NYG,L  10-23,10,133,13.3,0,1
Chris Thompson,WAS,vs SF,W  26-24,4,105,26.2,0,0
Kelvin Benjamin,CAR,vs PHI,L  23-28,9,99,11.0,0,0
Marvin Jones,DET,@ NO,L  38-52,6,96,16.0,1,0
Golden Tate,DET,@ NO,L  38-52,7,96,13.7,1,0
Adam Thielen,MIN,vs GB,W  23-10,9,96,10.7,0,0
Mike Evans,TB,@ ARI,L  33-38,3,95,31.7,1,0
Brandin Cooks,NE,@ NYJ,W  24-17,6,93,15.5,0,0
Hunter Henry,LAC,@ OAK,W  17-16,5,90,18.0,0,0
Kareem Hunt,KC,vs PIT,L  13-19,5,89,17.8,0,0
Eric Decker,TEN,vs IND,W  36-22,7,88,12.6,0,0
Rob Gronkowski,NE,@ NYJ,W  24-17,6,83,13.8,2,0
Marqise Lee,JAX,vs LA,L  17-27,5,83,16.6,0,0
Evan Engram,NYG,@ DEN,W  23-10,5,82,16.4,1,0
Jermaine Kearse,NYJ,vs NE,L  17-24,4,79,19.8,0,0
Devontae Booker,DEN,vs NYG,L  10-23,4,78,19.5,0,0
Robby Anderson,NYJ,vs NE,L  17-24,4,76,19.0,0,0
Cameron Brate,TB,@ ARI,L  33-38,6,76,12.7,1,0
Emmanuel Sanders,DEN,vs NYG,L  10-23,5,76,15.2,0,0
Chris Ivory,JAX,vs LA,L  17-27,9,74,8.2,1,0
Julio Jones,ATL,vs MIA,L  17-20,6,72,12.0,0,0
Alshon Jeffery,PHI,@ CAR,W  28-23,4,71,17.8,0,0
Robert Woods,LA,@ JAX,W  27-17,5,70,14.0,0,1
Rishard Matthews,TEN,vs IND,W  36-22,4,69,17.2,0,0
Melvin Gordon,LAC,@ OAK,W  17-16,9,67,7.4,1,0
