Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Mario Addison,CAR,@ LA,W  13-10,2.0,8.0,2,3,0,0,0
Maliek Collins,DAL,@ CLE,W  35-10,2.0,16.0,2,3,0,0,0
Aaron Donald,LA,vs CAR,L  10-13,2.0,19.0,2,4,0,0,0
Dee Ford,KC,vs JAX,W  19-14,2.0,8.0,3,3,0,0,0
James Harrison,PIT,@ BAL,L  14-21,2.0,20.0,1,5,0,1,0
Kerry Hyder,DET,@ MIN,W  22-16,2.0,14.0,3,2,1,0,0
Khalil Mack,OAK,vs DEN,W  30-20,2.0,17.0,1,2,1,1,1
Cameron Wake,MIA,vs NYJ,W  27-23,2.0,14.0,2,4,0,2,0
Cliff Avril,SEA,vs BUF,W  31-25,1.5,10.5,3,1,2,0,0
Lorenzo Alexander,BUF,@ SEA,L  25-31,1.0,6.0,3,1,2,0,0
Mark Barron,LA,vs CAR,L  10-13,1.0,8.0,1,9,0,0,0
Morgan Burnett,GB,vs IND,L  26-31,1.0,5.0,1,3,3,0,0
Frank Clark,SEA,vs BUF,W  31-25,1.0,8.5,3,0,3,0,0
Adrian Clayborn,ATL,@ TB,W  43-28,1.0,5.0,3,3,0,0,0
Landon Collins,NYG,vs PHI,W  28-23,1.0,12.0,1,6,6,0,0
Brock Coyle,SEA,vs BUF,W  31-25,1.0,1.0,1,4,4,0,0
Thomas Davis,CAR,@ LA,W  13-10,1.0,4.0,1,10,1,1,0
Justin Durant,DAL,@ CLE,W  35-10,1.0,2.0,1,2,0,0,0
Kony Ealy,CAR,@ LA,W  13-10,1.0,4.0,1,2,1,0,0
Lavar Edwards,IND,@ GB,W  31-26,1.0,7.0,1,1,0,0,0
William Gholston,TB,vs ATL,L  28-43,1.0,10.0,3,3,1,0,0
Everson Griffen,MIN,vs DET,L  16-22,1.0,5.0,2,5,2,0,0
Gerald Hodges,SF,vs NO,L  23-41,1.0,0.0,0,9,2,0,0
Jerry Hughes,BUF,@ SEA,L  25-31,1.0,10.0,1,3,0,0,0
Grady Jarrett,ATL,@ TB,W  43-28,1.0,5.0,2,2,0,0,0
Matt Judon,BAL,vs PIT,W  21-14,1.0,12.0,1,3,0,0,0
Shaq Lawson,BUF,@ SEA,L  25-31,1.0,12.0,1,1,0,0,0
Sen'Derrick Marks,JAX,@ KC,L  14-19,1.0,11.0,2,1,0,0,0
Gerald McCoy,TB,vs ATL,L  28-43,1.0,9.0,1,3,0,1,0
Von Miller,DEN,@ OAK,L  20-30,1.0,5.0,2,1,1,0,0
David Parry,IND,@ GB,W  31-26,1.0,1.0,1,4,0,0,0
Jerraud Powers,BAL,vs PIT,W  21-14,1.0,11.0,1,1,0,0,0
Bradley Roby,DEN,@ OAK,L  20-30,1.0,0.0,0,8,1,0,0
Eugene Sims,LA,vs CAR,L  10-13,1.0,8.0,1,3,0,0,0
Ndamukong Suh,MIA,vs NYJ,W  27-23,1.0,8.0,1,4,1,0,0
Cam Thomas,LA,vs CAR,L  10-13,1.0,5.0,1,1,0,0,0
Destiny Vaeao,PHI,@ NYG,L  23-28,1.0,9.0,1,4,0,0,0
Olivier Vernon,NYG,vs PHI,W  28-23,1.0,5.0,0,4,1,0,0
Erik Walden,IND,@ GB,W  31-26,1.0,0.0,1,1,0,0,0
Kyle Williams,BUF,@ SEA,L  25-31,1.0,9.0,1,3,1,0,0
Wesley Woodyard,TEN,@,L  35-43,1.0,7.0,1,5,0,0,0
K.J. Wright,SEA,vs BUF,W  31-25,1.0,1.0,2,7,4,0,0
Vonn Bell,NO,@ SF,W  41-23,0.5,2.5,1,3,1,0,1
Anthony Chickillo,PIT,@ BAL,L  14-21,0.5,3.0,2,4,2,0,0
Ha Ha Clinton-Dix,GB,vs IND,L  26-31,0.5,3.0,1,1,2,0,0
Dante Fowler,JAX,@ KC,L  14-19,0.5,3.5,1,1,3,0,0
Anthony Hitchens,DAL,@ CLE,W  35-10,0.5,4.0,1,3,3,0,0
Malik Jackson,JAX,@ KC,L  14-19,0.5,3.5,1,0,1,0,0
Cameron Jordan,NO,@ SF,W  41-23,0.5,2.5,1,1,1,0,0
Josh Martin,NYJ,@ MIA,L  23-27,0.5,6.0,1,0,1,0,0
Lorenzo Mauldin,NYJ,@ MIA,L  23-27,0.5,6.0,3,2,1,0,0
Nick Perry,GB,vs IND,L  26-31,0.5,3.0,1,1,3,0,0
Ryan Shazier,PIT,@ BAL,L  14-21,0.5,3.0,1,6,3,1,0
Bobby Wagner,SEA,vs BUF,W  31-25,0.5,5.0,3,8,8,0,0
Damien Wilson,DAL,@ CLE,W  35-10,0.5,4.0,1,0,1,0,0
Isa Abdul-Quddus,MIA,vs NYJ,W  27-23,0.0,0.0,0,2,2,0,0
Kenneth Acker,KC,vs JAX,W  19-14,0.0,0.0,0,0,0,0,0
Andrew Adams,NYG,vs PHI,W  28-23,0.0,0.0,0,9,0,0,0
Jude Adjei-Barimah,TB,vs ATL,L  28-43,0.0,0.0,0,4,0,0,0
Nelson Agholor,PHI,@ NYG,L  23-28,0.0,0.0,0,0,0,0,0
Kamar Aiken,BAL,vs PIT,W  21-14,0.0,0.0,0,0,0,0,0
Walt Aikens,MIA,vs NYJ,W  27-23,0.0,0.0,0,0,0,0,0
Jay Ajayi,MIA,vs NYJ,W  27-23,0.0,0.0,0,0,0,0,0
D.J. Alexander,KC,vs JAX,W  19-14,0.0,0.0,0,0,0,0,0
Maurice Alexander,LA,vs CAR,L  10-13,0.0,0.0,0,1,0,0,0
Mackensie Alexander,MIN,vs DET,L  16-22,0.0,0.0,0,1,0,0,0
Kwon Alexander,TB,vs ATL,L  28-43,0.0,0.0,0,3,3,0,0
Robert Alford,ATL,@ TB,W  43-28,0.0,0.0,0,4,0,0,0
Nate Allen,OAK,vs DEN,W  30-20,0.0,0.0,0,0,0,0,0
Ricardo Allen,ATL,@ TB,W  43-28,0.0,0.0,0,4,3,0,0
Javorius Allen,BAL,vs PIT,W  21-14,0.0,0.0,0,0,0,0,0
Beau Allen,PHI,@ NYG,L  23-28,0.0,0.0,0,3,2,0,0
Kiko Alonso,MIA,vs NYJ,W  27-23,0.0,0.0,0,5,0,0,0
Tyson Alualu,JAX,@ KC,L  14-19,0.0,0.0,0,1,0,0,0
David Amerson,OAK,vs DEN,W  30-20,0.0,0.0,0,5,0,0,0
Prince Amukamara,JAX,@ KC,L  14-19,0.0,0.0,0,3,0,0,0
Zaire Anderson,DEN,@ OAK,L  20-30,0.0,0.0,0,0,0,0,0
Ezekiel Ansah,DET,@ MIN,W  22-16,0.0,0.0,0,5,0,0,0
