Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Julio Jones,ATL,vs DAL,W  27-7,6,57,9.5,0,0
Marqise Lee,JAX,vs LAC,W  20-17,6,55,9.2,1,0
Randall Cobb,GB,@ CHI,W  23-16,3,52,17.3,0,0
Maurice Harris,WAS,vs MIN,L  30-38,2,50,25.0,1,0
Rishard Matthews,TEN,vs CIN,W  24-20,5,50,10.0,0,0
Austin Hooper,ATL,vs DAL,W  27-7,6,49,8.2,1,0
Tyrell Williams,LAC,@ JAX,L  17-20,2,49,24.5,0,0
Keenan Allen,LAC,@ JAX,L  17-20,4,48,12.0,0,0
Corey Davis,TEN,vs CIN,W  24-20,4,48,12.0,0,1
Louis Murphy,SF,vs NYG,W  31-21,2,48,24.0,0,0
Antonio Brown,PIT,@ IND,W  20-17,3,47,15.7,0,0
Cooper Kupp,LA,vs HOU,W  33-7,6,47,7.8,0,0
Kendall Wright,CHI,vs GB,L  16-23,5,46,9.2,0,0
Curtis Samuel,CAR,vs MIA,W  45-21,5,45,9.0,0,0
Demaryius Thomas,DEN,vs NE,L  16-41,5,44,8.8,1,0
Paul Richardson,SEA,@ ARI,W  22-16,1,43,43.0,0,0
Kelvin Benjamin,BUF,vs NO,L  10-47,3,42,14.0,0,0
Kendrick Bourne,SF,vs NYG,W  31-21,3,42,14.0,0,0
Martavis Bryant,PIT,@ IND,W  20-17,3,42,14.0,0,0
Jarvis Landry,MIA,@ CAR,L  21-45,5,42,8.4,1,0
Bruce Ellington,HOU,@ LA,L  7-33,4,41,10.2,1,0
Chris Thompson,WAS,vs MIN,L  30-38,3,41,13.7,0,0
Sammy Watkins,LA,vs HOU,W  33-7,2,41,20.5,1,0
Russell Shepard,CAR,vs MIA,W  45-21,3,40,13.3,0,0
Dez Bryant,DAL,@ ATL,L  7-27,4,39,9.8,0,0
Eric Ebron,DET,vs CLE,W  38-24,2,39,19.5,1,0
Adam Shaheen,CHI,vs GB,L  16-23,2,39,19.5,0,0
T.J. Yeldon,JAX,vs LAC,W  20-17,6,39,6.5,0,0
Martellus Bennett,NE,@ DEN,W  41-16,3,38,12.7,0,0
Giovani Bernard,CIN,@ TEN,L  20-24,5,38,7.6,0,0
Kenny Britt,CLE,@ DET,L  24-38,2,38,19.0,1,0
Sammie Coates,CLE,@ DET,L  24-38,2,38,19.0,0,0
Kyle Rudolph,MIN,@ WAS,W  38-30,5,37,7.4,0,0
Danny Amendola,NE,@ DEN,W  41-16,4,36,9.0,0,0
Elijah McGuire,NYJ,@ TB,L  10-15,4,36,9.0,0,0
Jermaine Kearse,NYJ,@ TB,L  10-15,4,35,8.8,0,0
Rashard Higgins,CLE,@ DET,L  24-38,4,34,8.5,0,0
Duke Johnson,CLE,@ DET,L  24-38,6,34,5.7,0,0
Taywan Taylor,TEN,vs CIN,W  24-20,2,34,17.0,0,0
Ed Dickson,CAR,vs MIA,W  45-21,3,33,11.0,1,0
Chad Hansen,NYJ,@ TB,L  10-15,3,33,11.0,0,0
Roger Lewis,NYG,@ SF,L  21-31,3,33,11.0,1,0
Le'Veon Bell,PIT,@ IND,W  20-17,5,32,6.4,0,0
Benny Cunningham,CHI,vs GB,L  16-23,3,32,10.7,0,1
Alvin Kamara,NO,@ BUF,W  47-10,5,32,6.4,0,0
Evan Engram,NYG,@ SF,L  21-31,6,31,5.2,1,0
Stephen Anderson,HOU,@ LA,L  7-33,2,30,15.0,0,0
Brice Butler,DAL,@ ATL,L  7-27,1,30,30.0,0,0
Brandon Coleman,NO,@ BUF,W  47-10,1,30,30.0,0,0
Josh Doctson,WAS,vs MIN,L  30-38,4,30,7.5,0,0
DeMarco Murray,TEN,vs CIN,W  24-20,4,30,7.5,1,0
Marcedes Lewis,JAX,vs LAC,W  20-17,2,29,14.5,0,0
Mohamed Sanu,ATL,vs DAL,W  27-7,3,29,9.7,0,0
Cody Latimer,DEN,vs NE,L  16-41,3,28,9.3,0,0
John Brown,ARI,vs SEA,L  16-22,2,27,13.5,0,0
Rex Burkhead,NE,@ DEN,W  41-16,3,27,9.0,1,0
Jimmy Graham,SEA,@ ARI,W  22-16,6,27,4.5,2,0
Kyle Juszczyk,SF,vs NYG,W  31-21,5,27,5.4,0,1
Christian McCaffrey,CAR,vs MIA,W  45-21,3,27,9.0,1,0
Shane Vereen,NYG,@ SF,L  21-31,4,27,6.8,0,0
Andre Ellington,ARI,vs SEA,L  16-22,3,26,8.7,0,0
Ryan Grant,WAS,vs MIN,L  30-38,3,25,8.3,0,0
Samaje Perine,WAS,vs MIN,L  30-38,1,25,25.0,0,0
Mike Williams,LAC,@ JAX,L  17-20,2,24,12.0,0,0
Cole Beasley,DAL,@ ATL,L  7-27,2,23,11.5,0,0
Daniel Brown,CHI,vs GB,L  16-23,2,23,11.5,0,0
T.Y. Hilton,IND,vs PIT,L  17-20,2,23,11.5,0,0
Tyler Higbee,LA,vs HOU,W  33-7,2,22,11.0,0,0
Marvin Jones,DET,vs CLE,W  38-24,1,22,22.0,0,0
Tavarres King,NYG,@ SF,L  21-31,2,22,11.0,0,0
Nick Vannett,SEA,@ ARI,W  22-16,2,22,11.0,0,0
Patrick DiMarco,BUF,vs NO,L  10-47,3,21,7.0,0,0
J.D. McKissic,SEA,@ ARI,W  22-16,4,20,5.0,0,0
Jordy Nelson,GB,@ CHI,W  23-16,3,20,6.7,0,0
Jonnu Smith,TEN,vs CIN,W  24-20,2,20,10.0,0,0
Damien Williams,MIA,@ CAR,L  21-45,2,20,10.0,0,0
Eric Decker,TEN,vs CIN,W  24-20,2,19,9.5,0,0
Marlon Mack,IND,vs PIT,L  17-20,2,19,9.5,0,0
Orleans Darkwa,NYG,@ SF,L  21-31,2,18,9.0,0,0
Adam Humphries,TB,vs NYJ,W  15-10,2,17,8.5,0,0
J.J. Nelson,ARI,vs SEA,L  16-22,1,17,17.0,0,0
Mike Tolbert,BUF,vs NO,L  10-47,2,17,8.5,0,0
James Develin,NE,@ DEN,W  41-16,2,16,8.0,0,0
Phillip Dorsett,NE,@ DEN,W  41-16,2,16,8.0,0,0
Tyler Lockett,SEA,@ ARI,W  22-16,1,16,16.0,0,0
Vance McDonald,PIT,@ IND,W  20-17,2,16,8.0,1,0
Will Fuller,HOU,@ LA,L  7-33,2,15,7.5,0,0
Melvin Gordon,LAC,@ JAX,L  17-20,5,15,3.0,0,0
Ricardo Louis,CLE,@ DET,L  24-38,2,15,7.5,0,0
Jerick McKinnon,MIN,@ WAS,W  38-30,2,15,7.5,0,0
Rod Smith,DAL,@ ATL,L  7-27,4,15,3.8,0,0
Jordan Matthews,BUF,vs NO,L  10-47,1,14,14.0,0,0
Lamar Miller,HOU,@ LA,L  7-33,1,14,14.0,0,0
Ty Montgomery,GB,@ CHI,W  23-16,2,14,7.0,0,0
Jaron Brown,ARI,vs SEA,L  16-22,2,13,6.5,0,0
Charles Clay,BUF,vs NO,L  10-47,2,13,6.5,0,0
Leonard Fournette,JAX,vs LAC,W  20-17,2,13,6.5,0,0
Adrian Peterson,ARI,vs SEA,L  16-22,1,13,13.0,0,1
Brenton Bersin,CAR,vs MIA,W  45-21,1,12,12.0,0,0
Pharoh Cooper,LA,vs HOU,W  33-7,2,12,6.0,0,0
Thomas Rawls,SEA,@ ARI,W  22-16,2,12,6.0,0,0
Theo Riddick,DET,vs CLE,W  38-24,3,12,4.0,1,0
Aaron Ripkowski,GB,@ CHI,W  23-16,1,12,12.0,0,0
Aldrick Robinson,SF,vs NYG,W  31-21,1,12,12.0,0,0
Derek Watt,LAC,@ JAX,L  17-20,1,12,12.0,0,0
Dwayne Allen,NE,@ DEN,W  41-16,1,11,11.0,1,0
LeSean McCoy,BUF,vs NO,L  10-47,3,11,3.7,0,0
Jaydon Mickens,JAX,vs LAC,W  20-17,1,11,11.0,0,0
James White,NE,@ DEN,W  41-16,3,11,3.7,1,0
Cameron Brate,TB,vs NYJ,W  15-10,1,10,10.0,0,0
Tarik Cohen,CHI,vs GB,L  16-23,1,10,10.0,0,0
Kenyan Drake,MIA,@ CAR,L  21-45,2,10,5.0,0,0
C.J. Fiedorowicz,HOU,@ LA,L  7-33,2,10,5.0,0,0
Charles Sims,TB,vs NYJ,W  15-10,3,10,3.3,1,0
Deonte Thompson,BUF,vs NO,L  10-47,1,10,10.0,0,0
Levine Toilolo,ATL,vs DAL,W  27-7,1,10,10.0,0,0
Dwayne Washington,DET,vs CLE,W  38-24,1,10,10.0,0,0
Jack Doyle,IND,vs PIT,L  17-20,2,9,4.5,0,0
Lance Kendricks,GB,@ CHI,W  23-16,1,9,9.0,0,0
Terrance Williams,DAL,@ ATL,L  7-27,1,9,9.0,0,0
Richard Rodgers,GB,@ CHI,W  23-16,1,8,8.0,0,0
Julius Thomas,MIA,@ CAR,L  21-45,2,8,4.0,1,0
Frank Gore,IND,vs PIT,L  17-20,1,7,7.0,0,0
Justin Hardy,ATL,vs DAL,W  27-7,2,7,3.5,1,0
Hunter Henry,LAC,@ JAX,L  17-20,1,7,7.0,0,0
Nick O'Leary,BUF,vs NO,L  10-47,1,7,7.0,1,0
Jamaal Williams,GB,@ CHI,W  23-16,1,7,7.0,0,0
Jarius Wright,MIN,@ WAS,W  38-30,1,7,7.0,1,0
Carlos Hyde,SF,vs NYG,W  31-21,2,6,3.0,0,0
Josh Malone,CIN,@ TEN,L  20-24,1,6,6.0,0,0
Bilal Powell,NYJ,@ TB,L  10-15,1,6,6.0,0,1
Devontae Booker,DEN,vs NE,L  16-41,1,5,5.0,0,0
Kaelin Clay,CAR,vs MIA,W  45-21,1,5,5.0,0,0
Tevin Coleman,ATL,vs DAL,W  27-7,1,5,5.0,0,0
Isaiah Crowell,CLE,@ DET,L  24-38,1,5,5.0,0,0
Alex Erickson,CIN,@ TEN,L  20-24,1,4,4.0,0,0
Jeff Heuerman,DEN,vs NE,L  16-41,1,4,4.0,0,0
Michael Hoomanawanui,NO,@ BUF,W  47-10,1,4,4.0,0,0
Rob Kelley,WAS,vs MIN,L  30-38,2,4,2.0,0,0
Tyler Kroft,CIN,@ TEN,L  20-24,1,4,4.0,0,0
Ameer Abdullah,DET,vs CLE,W  38-24,1,3,3.0,0,0
Matt Breida,SF,vs NYG,W  31-21,1,3,3.0,0,0
Amara Darboh,SEA,@ ARI,W  22-16,1,3,3.0,0,0
Antonio Gates,LAC,@ JAX,L  17-20,1,3,3.0,0,0
Ted Ginn,NO,@ BUF,W  47-10,1,3,3.0,0,0
Joe Mixon,CIN,@ TEN,L  20-24,1,3,3.0,0,0
David Njoku,CLE,@ DET,L  24-38,1,3,3.0,0,0
A.J. Derby,DEN,vs NE,L  16-41,1,2,2.0,0,0
Hroniss Grasu,CHI,vs GB,L  16-23,0,2,0.0,0,0
T.J. Jones,DET,vs CLE,W  38-24,1,2,2.0,0,0
Eli Rogers,PIT,@ IND,W  20-17,1,2,2.0,0,0
C.J. Anderson,DEN,vs NE,L  16-41,1,1,1.0,0,0
David Morgan,MIN,@ WAS,W  38-30,1,1,1.0,1,0
Keith Smith,DAL,@ ATL,L  7-27,1,1,1.0,0,0
Travis Benjamin,LAC,@ JAX,L  17-20,0,0,0.0,0,0
Tommy Bohanon,JAX,vs LAC,W  20-17,0,0,0.0,0,0
Jamaal Charles,DEN,vs NE,L  16-41,0,0,0.0,0,0
Darrell Daniels,IND,vs PIT,L  17-20,0,0,0.0,0,0
Lance Dunbar,LA,vs HOU,W  33-7,0,0,0.0,0,0
Gerald Everett,LA,vs HOU,W  33-7,0,0,0.0,0,0
Darren Fells,DET,vs CLE,W  38-24,0,0,0.0,0,0
Coby Fleener,NO,@ BUF,W  47-10,0,0,0.0,0,0
Bennie Fowler,DEN,vs NE,L  16-41,0,0,0.0,0,0
Wayne Gallman,NYG,@ SF,L  21-31,0,0,0.0,0,0
Marvin Hall,ATL,vs DAL,W  27-7,0,0,0.0,0,0
Derrick Henry,TEN,vs CIN,W  24-20,0,0,0.0,0,0
Jesse James,PIT,@ IND,W  20-17,0,0,0.0,0,0
Aaron Jones,GB,@ CHI,W  23-16,1,0,0.0,0,0
Ben Koyack,JAX,vs LAC,W  20-17,0,0,0.0,0,0
Doug Martin,TB,vs NYJ,W  15-10,0,0,0.0,0,0
Freddie Martino,TB,vs NYJ,W  15-10,0,0,0.0,0,0
Tre McBride,CHI,vs GB,L  16-23,0,0,0.0,0,0
Troy Niklas,ARI,vs SEA,L  16-22,0,0,0.0,0,0
John Ross,CIN,@ TEN,L  20-24,0,0,0.0,0,0
Neal Sterling,NYJ,@ TB,L  10-15,0,0,0.0,0,0
ArDarius Stewart,NYJ,@ TB,L  10-15,1,0,0.0,0,0
Laquon Treadwell,MIN,@ WAS,W  38-30,0,0,0.0,0,0
Bryce Treggs,CLE,@ DET,L  24-38,0,0,0.0,0,0
Dan Vitale,CLE,@ DET,L  24-38,0,0,0.0,0,0
Josh Hill,NO,@ BUF,W  47-10,1,-2,-2.0,0,1
Chris Ivory,JAX,vs LAC,W  20-17,1,-5,-5.0,0,0
