Name,Team,Opp,Score,No.,Yds,Gross Avg,Net Avg,Touchbacks,Inside 20,Long,Blocked
Matt Bosher,ATL,@ CHI,W  23-17,3,178,59.3,44.3,0,0,62,0
Thomas Morstead,NO,@ MIN,L  19-29,3,171,57.0,53.3,0,1,68,0
Marquette King,OAK,@ TEN,W  26-16,3,158,52.7,44.3,1,1,59,0
Michael Palardy,CAR,@ SF,W  23-3,3,155,51.7,48.7,0,1,58,0
Rigoberto Sanchez,IND,@ LA,L  9-46,6,302,50.3,47.8,0,2,53,0
Kasey Redfern,DET,vs ARI,W  35-23,1,50,50.0,50.0,0,0,50,0
Lachlan Edwards,NYJ,@ BUF,L  12-21,6,297,49.5,43.7,0,2,58,0
Pat O'Donnell,CHI,vs ATL,L  17-23,5,244,48.8,40.0,1,3,69,0
Britton Colquitt,CLE,vs PIT,L  18-21,5,242,48.4,35.0,0,3,61,1
Riley Dixon,DEN,vs LAC,W  24-21,3,144,48.0,49.0,0,2,53,0
Brett Kern,TEN,vs OAK,L  16-26,4,188,47.0,40.8,1,2,53,0
Brad Nortman,JAX,@ HOU,W  29-7,4,187,46.8,36.5,1,0,61,0
Drew Kaser,LAC,@ DEN,L  21-24,5,230,46.0,36.4,0,2,62,0
Andy Lee,ARI,@ DET,L  23-35,4,184,46.0,34.0,0,0,57,0
Jordan Berry,PIT,@ CLE,W  21-18,6,275,45.8,40.2,0,0,59,0
Jon Ryan,SEA,@ GB,L  9-17,6,275,45.8,45.8,0,4,59,0
Brad Wing,NYG,@ DAL,L  3-19,6,269,44.8,41.5,1,0,55,0
Justin Vogel,GB,vs SEA,W  17-9,5,219,43.8,42.4,0,1,57,0
Dustin Colquitt,KC,@ NE,W  42-27,6,262,43.7,42.3,0,3,59,0
Johnny Hekker,LA,vs IND,W  46-9,5,218,43.6,43.6,0,5,47,0
Ryan Quigley,MIN,vs NO,W  29-19,2,87,43.5,43.5,0,1,52,0
Shane Lechler,HOU,vs JAX,L  7-29,5,216,43.2,41.8,0,2,54,0
Colton Schmidt,BUF,vs NYJ,W  21-12,6,257,42.8,35.0,1,1,55,0
Donnie Jones,PHI,@ WAS,W  30-17,4,170,42.5,41.8,0,1,50,0
Kevin Huber,CIN,vs BAL,L  0-20,5,212,42.4,37.8,0,1,53,0
Sam Koch,BAL,@ CIN,W  20-0,6,250,41.7,39.3,0,2,52,0
Bradley Pinion,SF,vs CAR,L  3-23,4,163,40.8,39.0,0,1,49,0
Tress Way,WAS,vs PHI,L  17-30,4,162,40.5,40.5,0,2,50,0
Ryan Allen,NE,vs KC,L  27-42,6,242,40.3,38.7,0,2,54,0
Chris Jones,DAL,vs NYG,W  19-3,4,139,34.8,34.5,0,4,40,0
Matt Prater,DET,vs ARI,W  35-23,4,139,34.8,34.8,0,1,47,0
