Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Michael Thomas,NO,@ ATL,L  32-38,10,156,15.6,1,0
Julian Edelman,NE,@ MIA,W  35-14,8,151,18.9,1,0
Zach Ertz,PHI,vs DAL,W  27-13,13,139,10.7,2,0
DeAndre Hopkins,HOU,@ TEN,L  17-24,7,123,17.6,0,0
Kyle Rudolph,MIN,vs CHI,W  38-10,11,117,10.6,1,0
Rishard Matthews,TEN,vs HOU,W  24-17,9,114,12.7,1,0
Pierre Garcon,WAS,vs NYG,L  10-19,4,96,24.0,0,0
Julio Jones,ATL,vs NO,W  38-32,7,96,13.7,1,0
T.Y. Hilton,IND,vs JAX,W  24-20,6,95,15.8,0,0
Adam Humphries,TB,vs CAR,W  17-16,10,94,9.4,0,0
Terrelle Pryor,CLE,@ PIT,L  24-27,7,94,13.4,0,0
Kelvin Benjamin,CAR,@ TB,L  16-17,6,93,15.5,1,0
Geronimo Allison,GB,@ DET,W  31-24,4,91,22.8,1,0
Dennis Pitta,BAL,@ CIN,L  10-27,11,91,8.3,0,0
Marqise Lee,JAX,@ IND,L  20-24,6,86,14.3,0,0
Bryan Walters,JAX,@ IND,L  20-24,8,84,10.5,0,0
Cody Core,CIN,vs BAL,W  27-10,4,82,20.5,0,0
Allen Robinson,JAX,@ IND,L  20-24,5,82,16.4,0,0
Willie Snead,NO,@ ATL,L  32-38,3,82,27.3,0,0
Quincy Enunwa,NYJ,vs BUF,W  30-10,5,81,16.2,0,0
Devonta Freeman,ATL,vs NO,W  38-32,5,81,16.2,0,0
Golden Tate,DET,vs GB,L  24-31,6,77,12.8,1,0
Marvin Jones,DET,vs GB,L  24-31,5,76,15.2,0,0
Jarvis Landry,MIA,vs NE,L  14-35,9,76,8.4,1,0
J.J. Nelson,ARI,@ LA,W  44-6,4,75,18.8,0,0
Chester Rogers,IND,vs JAX,W  24-20,4,72,18.0,0,0
Tyrell Williams,,vs KC,L  27-37,6,70,11.7,0,0
Ted Ginn,CAR,@ TB,L  16-17,4,69,17.2,0,0
Shaun Draughn,SF,vs SEA,L  23-25,4,68,17.0,0,0
Brandon LaFell,CIN,vs BAL,W  27-10,7,67,9.6,0,0
Jordy Nelson,GB,@ DET,W  31-24,6,66,11.0,0,0
Mike Evans,TB,vs CAR,W  17-16,5,65,13.0,1,0
