Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Ryan Kerrigan,WAS,vs PHI,W  27-20,2.5,14.0,5,3,1,0,0
Cliff Avril,SEA,vs ATL,W  26-24,2.0,12.0,2,2,2,1,0
DeForest Buckner,SF,@ BUF,L  16-45,2.0,0.0,3,5,4,0,1
Dee Ford,KC,@ OAK,W  26-10,2.0,4.0,2,4,1,1,0
Willie Young,CHI,vs JAX,L  16-17,2.0,8.0,2,3,0,1,0
Andre Branch,MIA,vs PIT,W  30-15,1.5,15.5,2,3,1,0,0
Dont'a Hightower,NE,vs CIN,W  35-17,1.5,12.5,3,3,10,0,0
Lorenzo Alexander,BUF,vs SF,W  45-16,1.0,12.0,2,2,0,1,0
Arik Armstead,SF,@ BUF,L  16-45,1.0,0.0,1,3,0,1,0
Zach Brown,BUF,vs SF,W  45-16,1.0,1.0,1,5,3,0,0
Jatavis Brown,,vs DEN,W  21-13,1.0,10.0,1,13,1,1,0
Vontaze Burfict,CIN,@ NE,L  17-35,1.0,8.0,1,4,4,0,0
Jurrell Casey,TEN,vs CLE,W  28-26,1.0,10.0,2,2,0,0,0
Landon Collins,NYG,vs BAL,W  27-23,1.0,10.0,1,10,2,0,0
Aaron Donald,LA,@ DET,L  28-31,1.0,5.0,2,4,0,0,0
Kasim Edebali,NO,vs CAR,W  41-38,1.0,8.0,1,3,0,0,0
Andre Hal,HOU,vs IND,W  26-23,1.0,7.0,1,2,2,0,0
Johnathan Hankins,NYG,vs BAL,W  27-23,1.0,4.0,1,4,1,0,0
David Irving,DAL,@ GB,W  30-16,1.0,0.0,0,3,1,3,1
Ricky Jean Francois,WAS,vs PHI,W  27-20,1.0,9.0,1,2,1,0,0
Michael Johnson,CIN,@ NE,L  17-35,1.0,5.0,2,2,1,0,0
Khalil Mack,OAK,vs KC,L  10-26,1.0,1.0,1,5,2,0,0
Cassius Marsh,SEA,vs ATL,W  26-24,1.0,13.0,1,1,1,0,0
Robert Mathis,IND,@ HOU,L  23-26,1.0,13.0,0,1,1,1,0
Benardrick McKinney,HOU,vs IND,W  26-23,1.0,9.0,2,7,5,0,0
Whitney Mercilus,HOU,vs IND,W  26-23,1.0,5.0,1,4,2,0,0
Von Miller,DEN,@,L  13-21,1.0,0.0,2,6,0,0,0
Derrick Morgan,TEN,vs CLE,W  28-26,1.0,10.0,4,1,0,0,0
Yannick Ngakoue,JAX,@ CHI,W  17-16,1.0,5.0,2,1,0,0,0
Emmanuel Ogbah,CLE,@ TEN,L  26-28,1.0,4.0,1,1,2,0,0
Alex Okafor,ARI,vs NYJ,W  28-3,1.0,8.0,3,1,0,1,0
Brian Orakpo,TEN,vs CLE,W  28-26,1.0,9.0,2,2,0,0,0
Julius Peppers,GB,vs DAL,L  16-30,1.0,4.0,0,1,0,1,0
Jarran Reed,SEA,vs ATL,W  26-24,1.0,0.0,2,1,2,0,0
Danny Shelton,CLE,@ TEN,L  26-28,1.0,10.0,1,5,0,0,0
Pat Sims,CIN,@ NE,L  17-35,1.0,5.0,2,1,2,0,0
Sean Spence,TEN,vs CLE,W  28-26,1.0,2.0,1,4,0,0,0
Terrell Suggs,BAL,@ NYG,L  23-27,1.0,6.0,2,5,0,0,0
Devin Taylor,DET,vs LA,W  31-28,1.0,10.0,1,2,0,1,0
Desmond Trufant,ATL,@ SEA,L  24-26,1.0,9.0,1,2,2,1,0
Adolphus Washington,BUF,vs SF,W  45-16,1.0,7.0,1,1,0,0,0
Tourek Williams,,vs DEN,W  21-13,1.0,0.0,0,1,0,0,0
Avery Williamson,TEN,vs CLE,W  28-26,1.0,5.0,1,6,3,0,0
Wesley Woodyard,TEN,vs CLE,W  28-26,1.0,0.0,1,3,0,0,0
Mario Addison,CAR,@ NO,L  38-41,0.5,2.5,2,1,1,0,0
Will Blackmon,WAS,vs PHI,W  27-20,0.5,2.0,1,1,5,0,0
Jared Crick,DEN,@,L  13-21,0.5,6.0,2,3,2,0,0
Nick Fairley,NO,vs CAR,W  41-38,0.5,5.5,1,0,3,0,0
Charles Johnson,CAR,@ NO,L  38-41,0.5,2.5,3,1,2,0,0
Trent Murphy,WAS,vs PHI,W  27-20,0.5,4.5,3,0,2,0,0
Shane Ray,DEN,@,L  13-21,0.5,6.0,1,2,1,0,0
Jabaal Sheard,NE,vs CIN,W  35-17,0.5,4.5,1,0,2,0,0
Preston Smith,WAS,vs PHI,W  27-20,0.5,4.5,1,1,1,0,0
Darryl Tapp,NO,vs CAR,W  41-38,0.5,5.5,2,0,2,0,0
Cameron Wake,MIA,vs PIT,W  30-15,0.5,4.5,2,1,1,0,0
Isa Abdul-Quddus,MIA,vs PIT,W  30-15,0.0,0.0,0,2,0,0,0
Sam Acho,CHI,vs JAX,L  16-17,0.0,0.0,1,3,0,0,0
Mike Adams,IND,@ HOU,L  23-26,0.0,0.0,0,6,3,0,0
Andrew Adams,NYG,vs BAL,W  27-23,0.0,0.0,1,2,2,0,0
Dominique Alexander,CLE,@ TEN,L  26-28,0.0,0.0,0,0,0,0,0
Maurice Alexander,LA,@ DET,L  28-31,0.0,0.0,0,1,0,0,0
Robert Alford,ATL,@ SEA,L  24-26,0.0,0.0,0,3,0,0,0
Beau Allen,PHI,@ WAS,L  20-27,0.0,0.0,0,1,2,0,0
Ricardo Allen,ATL,@ SEA,L  24-26,0.0,0.0,0,0,6,0,0
Kiko Alonso,MIA,vs PIT,W  30-15,0.0,0.0,0,3,3,0,0
Tyson Alualu,JAX,@ CHI,W  17-16,0.0,0.0,1,2,0,0,0
David Amerson,OAK,vs KC,L  10-26,0.0,0.0,0,4,3,0,0
Adrian Amos,CHI,vs JAX,L  16-17,0.0,0.0,0,3,0,0,0
Prince Amukamara,JAX,@ CHI,W  17-16,0.0,0.0,0,4,0,0,0
Robby Anderson,NYJ,@ ARI,L  3-28,0.0,0.0,0,0,0,0,0
Henry Anderson,IND,@ HOU,L  23-26,0.0,0.0,1,1,0,0,0
Antonio Andrews,TEN,vs CLE,W  28-26,0.0,0.0,0,0,0,0,0
