Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Bradley Chubb,DEN,vs LA,L  20-23,3.0,16.0,3,4,1,0,0
Za'Darius Smith,BAL,@ TEN,W  21-0,3.0,18.0,2,4,1,1,0
Frank Clark,SEA,@ OAK,W  27-3,2.5,18.5,3,3,1,2,0
Danielle Hunter,MIN,vs ARI,W  27-17,2.0,16.0,3,3,2,0,0
Yannick Ngakoue,JAX,@ DAL,L  7-40,2.0,10.0,3,4,0,0,0
Patrick Onwuasor,BAL,@ TEN,W  21-0,2.0,14.0,2,3,1,0,0
Corey Peters,ARI,@ MIN,L  17-27,2.0,9.0,2,2,3,0,0
Kyle Williams,BUF,@ HOU,L  13-20,2.0,13.0,3,1,2,1,0
Lorenzo Alexander,BUF,@ HOU,L  13-20,1.5,11.5,2,3,1,0,0
Jerry Hughes,BUF,@ HOU,L  13-20,1.5,6.0,3,1,2,1,0
Chandler Jones,ARI,@ MIN,L  17-27,1.5,4.0,2,4,1,1,0
Corey Liuget,LAC,@ CLE,W  38-14,1.5,9.5,2,2,1,0,0
Von Miller,DEN,vs LA,L  20-23,1.5,9.5,2,1,4,0,0
Damion Square,LAC,@ CLE,W  38-14,1.5,5.0,2,2,1,0,0
Mario Addison,CAR,@ WAS,L  17-23,1.0,3.0,1,4,0,0,0
Mackensie Alexander,MIN,vs ARI,W  27-17,1.0,8.0,1,4,1,0,0
Michael Bennett,PHI,@ NYG,W  34-13,1.0,8.0,3,4,2,1,0
Ronald Blair,SF,@ GB,L  30-33,1.0,6.0,2,2,2,0,0
Nigel Bradham,PHI,@ NYG,W  34-13,1.0,7.0,1,6,0,0,0
DeForest Buckner,SF,@ GB,L  30-33,1.0,9.0,1,1,1,0,0
Calais Campbell,JAX,@ DAL,L  7-40,1.0,1.0,2,4,2,0,0
Kenny Clark,GB,vs SF,W  33-30,1.0,6.0,1,6,1,0,0
Maliek Collins,DAL,vs JAX,W  40-7,1.0,8.0,1,1,0,0,0
Fletcher Cox,PHI,@ NYG,W  34-13,1.0,6.0,3,3,3,0,0
Jack Crawford,ATL,vs TB,W  34-29,1.0,6.0,2,1,1,0,0
Sheldon Day,SF,@ GB,L  30-33,1.0,5.0,1,1,0,0,0
Aaron Donald,LA,@ DEN,W  23-20,1.0,14.0,2,2,1,0,0
Randy Gregory,DAL,vs JAX,W  40-7,1.0,2.0,3,3,0,0,0
Javon Hargrave,PIT,@ CIN,W  28-21,1.0,5.0,1,2,3,0,0
Branden Jackson,SEA,@ OAK,W  27-3,1.0,7.0,1,3,0,0,0
Tony Jefferson,BAL,@ TEN,W  21-0,1.0,7.0,1,2,1,0,0
Chris Jones,KC,@ NE,L  40-43,1.0,6.0,0,1,1,1,0
Lamarcus Joyner,LA,@ DEN,W  23-20,1.0,11.0,1,5,2,0,0
Matt Judon,BAL,@ TEN,W  21-0,1.0,8.0,1,3,0,0,0
Arden Key,OAK,vs SEA,L  3-27,1.0,8.0,2,4,0,0,0
Shaq Lawson,BUF,@ HOU,L  13-20,1.0,2.0,1,2,0,0,0
Anthony Levine,BAL,@ TEN,W  21-0,1.0,2.0,0,1,0,0,0
Clay Matthews,GB,vs SF,W  33-30,1.0,12.0,2,2,2,0,0
Benardrick McKinney,HOU,vs BUF,W  20-13,1.0,5.0,2,6,5,0,0
Julius Peppers,CAR,@ WAS,L  17-23,1.0,0.0,1,2,0,1,0
Jason Pierre-Paul,TB,@ ATL,L  29-34,1.0,8.0,1,2,0,0,0
Brooks Reed,ATL,vs TB,W  34-29,1.0,0.0,1,1,0,0,0
Jarran Reed,SEA,@ OAK,W  27-3,1.0,1.0,2,5,0,0,1
Isaac Rochell,LAC,@ CLE,W  38-14,1.0,5.0,1,1,1,0,0
Jabaal Sheard,IND,@ NYJ,L  34-42,1.0,10.0,1,3,0,0,0
Harrison Smith,MIN,vs ARI,W  27-17,1.0,8.0,1,4,3,0,0
Shamar Stephen,SEA,@ OAK,W  27-3,1.0,6.0,1,1,0,0,0
Terrell Suggs,BAL,@ TEN,W  21-0,1.0,8.0,1,2,1,0,0
D.J. Swearinger,WAS,vs CAR,W  23-17,1.0,6.0,1,4,3,1,0
Vincent Taylor,MIA,vs CHI,W  31-28,1.0,6.0,1,1,1,0,0
Shaq Thompson,CAR,@ WAS,L  17-23,1.0,4.0,1,2,1,0,0
Stephon Tuitt,PIT,@ CIN,W  28-21,1.0,7.0,2,1,4,0,0
Destiny Vaeao,PHI,@ NYG,W  34-13,1.0,6.0,1,1,0,0,0
Olivier Vernon,NYG,vs PHI,L  13-34,1.0,7.0,2,2,0,0,0
Jihad Ward,IND,@ NYJ,L  34-42,1.0,3.0,1,2,0,0,0
J.J. Watt,HOU,vs BUF,W  20-13,1.0,11.0,1,3,0,0,0
Vince Williams,PIT,@ CIN,W  28-21,1.0,4.0,1,6,1,0,0
Jonathan Woodard,MIA,vs CHI,W  31-28,1.0,7.0,2,3,0,0,0
Chris Wormley,BAL,@ TEN,W  21-0,1.0,6.0,1,1,0,0,0
Kenny Young,BAL,@ TEN,W  21-0,1.0,3.0,1,2,1,0,0
Rafael Bush,BUF,@ HOU,L  13-20,0.5,1.5,1,0,1,0,0
Tyrone Crawford,DAL,vs JAX,W  40-7,0.5,0.0,1,0,2,0,0
Markus Golden,ARI,@ MIN,L  17-27,0.5,4.0,2,2,1,0,0
Derwin James,LAC,@ CLE,W  38-14,0.5,1.0,1,4,1,0,0
Quinton Jefferson,SEA,@ OAK,W  27-3,0.5,3.5,2,2,1,0,0
