Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Allen Robinson,JAX,@ TEN,L  39-42,10,153,15.3,3,0
Odell Beckham,NYG,vs NYJ,L  20-23,6,149,24.8,1,0
Richard Rodgers,GB,@ DET,W  27-23,8,146,18.2,1,0
Brandon Marshall,NYJ,@ NYG,W  23-20,12,131,10.9,1,0
Greg Olsen,CAR,@ NO,W  41-38,9,129,14.3,0,1
A.J. Green,CIN,@ CLE,W  37-3,5,128,25.6,1,0
Dorial Green-Beckham,TEN,vs JAX,W  42-39,5,119,23.8,1,0
Antonio Brown,PIT,vs IND,W  45-10,8,118,14.8,2,0
James White,NE,vs PHI,L  28-35,10,115,11.5,1,0
Martavis Bryant,PIT,vs IND,W  45-10,4,114,28.5,1,0
John Brown,ARI,@,W  27-3,6,113,18.8,0,0
Sammy Watkins,BUF,vs HOU,W  30-21,3,109,36.3,1,0
Javorius Allen,BAL,@ MIA,L  13-15,12,107,8.9,1,0
Brandin Cooks,NO,vs CAR,L  38-41,6,104,17.3,1,0
Michael Floyd,ARI,@,W  27-3,7,104,14.9,0,0
Eric Decker,NYJ,@ NYG,W  23-20,8,101,12.6,0,0
Jeremy Maclin,KC,@ OAK,W  34-20,9,95,10.6,2,1
Doug Baldwin,SEA,@ MIN,W  38-7,5,94,18.8,2,0
Julio Jones,ATL,@ TB,L  19-23,8,93,11.6,0,0
Delanie Walker,TEN,vs JAX,W  42-39,8,92,11.5,1,0
Bilal Powell,NYJ,@ NYG,W  23-20,8,91,11.4,1,0
Cecil Shorts,HOU,@ BUF,L  21-30,6,91,15.2,0,0
Tyler Lockett,SEA,@ MIN,W  38-7,7,90,12.9,0,0
DeAndre Hopkins,HOU,@ BUF,L  21-30,5,88,17.6,1,0
Vincent Jackson,TB,vs ATL,W  23-19,3,87,29.0,0,0
Alshon Jeffery,CHI,vs SF,L  20-26,4,85,21.2,0,0
Brian Hartline,CLE,vs CIN,L  3-37,8,83,10.4,0,0
Ted Ginn,CAR,@ NO,W  41-38,5,80,16.0,2,0
DeSean Jackson,WAS,vs DAL,L  16-19,6,80,13.3,1,1
T.J. Yeldon,JAX,@ TEN,L  39-42,4,79,19.8,0,0
Torrey Smith,SF,@ CHI,W  26-20,2,76,38.0,1,0
Brandon Coleman,NO,vs CAR,L  38-41,4,73,18.2,1,0
Will Tye,NYG,vs NYJ,L  20-23,3,70,23.3,0,0
Amari Cooper,OAK,vs KC,L  20-34,4,69,17.2,0,0
Chris Givens,BAL,@ MIA,L  13-15,3,68,22.7,0,0
Charles Clay,BUF,vs HOU,W  30-21,4,66,16.5,1,0
