Name,Team,Opp,Score,Sacks,Sack Yds,QB Hits,Tackles,Assists,Fumbles Forced,Fumbles Recovered
Danielle Hunter,MIN,vs DET,W  24-9,3.5,14.5,4,6,3,0,1
Mario Addison,CAR,vs TB,W  42-28,3.0,24.0,3,3,2,1,0
Tom Johnson,MIN,vs DET,W  24-9,2.5,18.5,4,4,1,0,0
Cassius Marsh,SF,vs OAK,W  34-3,2.5,13.0,3,3,1,0,0
Jack Crawford,ATL,@ WAS,W  38-14,2.0,10.0,1,4,0,0,0
Jordan Jenkins,NYJ,@ MIA,L  6-13,2.0,19.0,2,2,2,0,0
Akeem Spence,MIA,vs NYJ,W  13-6,2.0,10.0,2,2,1,0,0
Cameron Wake,MIA,vs NYJ,W  13-6,2.0,17.0,4,2,1,0,0
Everson Griffen,MIN,vs DET,W  24-9,1.5,2.5,3,3,1,0,0
Dekoda Watson,SF,vs OAK,W  34-3,1.5,6.0,3,3,1,1,0
Jahleel Addae,LAC,@ SEA,W  25-17,1.0,13.0,1,3,7,0,0
Mackensie Alexander,MIN,vs DET,W  24-9,1.0,8.0,1,3,1,0,0
Adrian Amos,CHI,@ BUF,W  41-9,1.0,2.0,1,6,1,0,0
Ezekiel Ansah,DET,@ MIN,L  9-24,1.0,9.0,1,1,0,0,0
Jeremiah Attaochu,NYJ,@ MIA,L  6-13,1.0,8.0,3,1,1,0,0
Genard Avery,CLE,vs KC,L  21-37,1.0,2.0,1,3,0,0,0
Ronald Blair,SF,vs OAK,W  34-3,1.0,7.0,2,1,0,0,0
Jayon Brown,TEN,@ DAL,W  28-14,1.0,2.0,1,3,1,1,0
DeForest Buckner,SF,vs OAK,W  34-3,1.0,5.0,1,2,0,0,0
Bradley Chubb,DEN,vs HOU,L  17-19,1.0,3.0,1,5,1,0,0
Frank Clark,SEA,vs LAC,L  17-25,1.0,3.0,1,1,0,0,0
Jadeveon Clowney,HOU,@ DEN,W  19-17,1.0,10.0,2,1,0,0,0
Tyrone Crawford,DAL,vs TEN,L  14-28,1.0,9.0,2,2,0,0,0
Mike Daniels,GB,@ NE,L  17-31,1.0,10.0,1,1,1,0,0
Myles Garrett,CLE,vs KC,L  21-37,1.0,13.0,3,2,0,0,0
Melvin Ingram,LAC,@ SEA,W  25-17,1.0,4.0,2,1,3,0,0
Matt Ioannidis,WAS,vs ATL,L  14-38,1.0,8.0,1,6,1,0,0
Isaiah Irving,CHI,@ BUF,W  41-9,1.0,9.0,1,3,0,0,0
Grady Jarrett,ATL,@ WAS,W  38-14,1.0,9.0,1,1,2,0,0
Austin Johnson,TEN,@ DAL,W  28-14,1.0,6.0,1,1,0,0,0
Chris Jones,KC,@ CLE,W  37-21,1.0,13.0,1,3,0,0,0
Matt Judon,BAL,vs PIT,L  16-23,1.0,10.0,3,5,0,0,0
