Name,Team,Opp,Score,No.,Yds,Gross Avg,Net Avg,Touchbacks,Inside 20,Long,Blocked
Donnie Jones,PHI,vs DEN,W  51-23,2,108,54.0,32.0,0,0,55,0
Brad Wing,NYG,vs LA,L  17-51,4,213,53.3,27.6,1,0,66,1
Brett Kern,TEN,vs BAL,W  23-20,5,256,51.2,46.8,0,3,56,0
Riley Dixon,DEN,@ PHI,L  23-51,6,302,50.3,46.7,0,0,55,0
Michael Palardy,CAR,vs ATL,W  20-17,5,249,49.8,47.2,0,3,57,0
Matt Bosher,ATL,@ CAR,L  17-20,4,196,49.0,48.5,0,2,59,0
Shane Lechler,HOU,vs IND,L  14-20,8,390,48.8,43.3,1,5,59,0
Kevin Huber,CIN,@ JAX,L  7-23,7,336,48.0,35.4,0,3,55,0
Brad Nortman,JAX,vs CIN,W  23-7,2,94,47.0,37.0,1,1,62,0
Marquette King,OAK,@ MIA,W  27-24,3,140,46.7,45.0,0,2,49,0
Colton Schmidt,BUF,@ NYJ,L  21-34,6,278,46.3,44.2,0,1,53,0
Dustin Colquitt,KC,@ DAL,L  17-28,5,231,46.2,42.0,1,1,54,0
Thomas Morstead,NO,vs TB,W  30-10,2,91,45.5,45.5,0,1,51,0
Sam Koch,BAL,@ TEN,L  20-23,4,180,45.0,39.5,0,2,61,0
Andy Lee,ARI,@ SF,W  20-10,6,270,45.0,43.3,0,3,58,0
Matt Haack,MIA,vs OAK,L  24-27,5,221,44.2,40.0,0,2,54,0
Bradley Pinion,SF,vs ARI,L  10-20,8,352,44.0,42.0,0,3,54,0
Jon Ryan,SEA,vs WAS,L  14-17,6,263,43.8,39.3,1,1,59,0
Justin Vogel,GB,vs DET,L  17-30,3,128,42.7,39.7,0,1,48,0
Lachlan Edwards,NYJ,vs BUF,W  34-21,5,208,41.6,38.0,0,2,56,0
Rigoberto Sanchez,IND,@ HOU,W  20-14,6,249,41.5,40.8,0,1,50,0
Tress Way,WAS,@ SEA,W  17-14,8,320,40.0,34.4,0,1,53,0
Bryan Anger,TB,@ NO,L  10-30,6,239,39.8,34.9,0,3,48,1
Chris Jones,DAL,vs KC,W  28-17,5,195,39.0,39.0,0,4,50,0
Johnny Hekker,LA,@ NYG,W  51-17,2,75,37.5,37.5,0,1,38,0
