Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
DeAndre Hopkins,HOU,@ ATL,L  21-48,9,157,17.4,0,0
Jeremy Maclin,KC,@ CIN,L  21-36,11,148,13.5,0,0
Vincent Jackson,TB,vs CAR,L  23-37,10,147,14.7,1,0
Brandon Marshall,NYJ,@ MIA,W  27-14,7,128,18.3,0,0
Allen Hurns,,@ IND,L  13-16,11,116,10.5,1,0
Charles Clay,BUF,vs NYG,L  10-24,9,111,12.3,0,0
Leonard Hankerson,ATL,vs HOU,W  48-21,6,103,17.2,1,0
Larry Fitzgerald,ARI,vs,L  22-24,7,99,14.1,0,1
C.J. Spiller,NO,vs DAL,W  26-20,5,99,19.8,1,0
James Jones,GB,@ SF,W  17-3,5,98,19.6,0,0
Tavon Austin,,@ ARI,W  24-22,6,96,16.0,2,0
Demaryius Thomas,DEN,vs MIN,W  23-20,9,93,10.3,0,0
Willie Snead,NO,vs DAL,W  26-20,6,89,14.8,0,0
Dontrelle Inman,,vs CLE,W  30-27,3,88,29.3,0,0
Stefon Diggs,MIN,@ DEN,L  20-23,6,87,14.5,0,0
Cecil Shorts,HOU,@ ATL,L  21-48,6,87,14.5,1,1
Duke Johnson,CLE,@,L  27-30,9,85,9.4,1,0
Jermaine Kearse,SEA,vs DET,W  13-10,2,84,42.0,0,0
Mohamed Sanu,CIN,vs KC,W  36-21,4,84,21.0,0,0
Danny Woodhead,,vs CLE,W  30-27,4,84,21.0,0,0
Martellus Bennett,CHI,vs OAK,W  22-20,11,83,7.5,1,0
Coby Fleener,IND,vs,W  16-13,9,83,9.2,1,0
Mike Wallace,MIN,@ DEN,L  20-23,8,83,10.4,1,0
A.J. Green,CIN,vs KC,W  36-21,7,82,11.7,0,0
Devonta Freeman,ATL,vs HOU,W  48-21,5,81,16.2,0,0
Kenny Stills,MIA,vs NYJ,L  14-27,5,81,16.2,1,0
Michael Crabtree,OAK,@ CHI,L  20-22,5,80,16.0,0,0
Allen Robinson,,@ IND,L  13-16,4,80,20.0,0,0
Marquess Wilson,CHI,vs OAK,W  22-20,6,80,13.3,0,0
