Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Zach Ertz,PHI,vs DAL,L  20-27,14,145,10.4,2,0
Allen Robinson,CHI,vs DET,W  34-22,6,133,22.2,2,0
Corey Davis,TEN,vs NE,W  34-10,7,125,17.9,1,0
Anthony Miller,CHI,vs DET,W  34-22,5,122,24.4,1,0
Tyreek Hill,KC,vs ARI,W  26-14,7,117,16.7,2,0
Julio Jones,ATL,@ CLE,L  16-28,7,107,15.3,1,0
Robert Foster,BUF,@ NYJ,W  41-10,3,105,35.0,0,0
Julian Edelman,NE,@ TEN,L  10-34,9,104,11.6,0,0
Chris Godwin,TB,vs WAS,L  3-16,7,103,14.7,0,0
Jacquizz Rodgers,TB,vs WAS,L  3-16,8,102,12.8,0,1
Brandin Cooks,LA,vs SEA,W  36-31,10,100,10.0,0,0
Donte Moncrief,JAX,@ IND,L  26-29,3,98,32.7,1,0
Antonio Brown,PIT,vs CAR,W  52-21,6,96,16.0,1,0
Zay Jones,BUF,@ NYJ,W  41-10,8,93,11.6,1,0
JuJu Smith-Schuster,PIT,vs CAR,W  52-21,3,90,30.0,1,0
Robert Woods,LA,vs SEA,W  36-31,4,89,22.2,0,0
David Johnson,ARI,@ KC,L  14-26,7,85,12.1,1,0
Nelson Agholor,PHI,vs DAL,L  20-27,5,83,16.6,0,0
George Kittle,SF,vs NYG,L  23-27,9,83,9.2,0,0
Josh Gordon,NE,@ TEN,L  10-34,4,81,20.2,0,0
Kenny Golladay,DET,@ CHI,L  22-34,6,78,13.0,1,0
T.Y. Hilton,IND,vs JAX,W  29-26,3,77,25.7,0,0
Amari Cooper,DAL,@ PHI,W  27-20,6,75,12.5,0,0
Odell Beckham,NYG,@ SF,W  27-23,4,73,18.2,2,0
Danny Amendola,MIA,@ GB,L  12-31,7,72,10.3,0,0
Melvin Gordon,LAC,@ OAK,W  20-6,5,72,14.4,1,0
Michael Thomas,NO,@ CIN,W  51-14,8,70,8.8,2,0
Eric Ebron,IND,vs JAX,W  29-26,3,69,23.0,2,0
Marquise Goodwin,SF,vs NYG,L  23-27,4,69,17.2,0,0
DeSean Jackson,TB,vs WAS,L  3-16,5,67,13.4,0,0
Tyler Lockett,SEA,@ LA,L  31-36,5,67,13.4,1,0
Tyler Boyd,CIN,vs NO,L  14-51,3,65,21.7,0,0
Christian McCaffrey,CAR,@ PIT,L  21-52,5,61,12.2,2,0
Theo Riddick,DET,@ CHI,L  22-34,6,60,10.0,0,0
Mark Ingram,NO,@ CIN,W  51-14,3,58,19.3,1,0
Davante Adams,GB,vs MIA,W  31-12,4,57,14.2,2,0
Keenan Allen,LAC,@ OAK,W  20-6,6,57,9.5,1,0
Leonard Fournette,JAX,@ IND,L  26-29,5,56,11.2,1,0
Austin Hooper,ATL,@ CLE,L  16-28,10,56,5.6,1,0
Marvin Jones,DET,@ CHI,L  22-34,3,55,18.3,0,0
Adam Humphries,TB,vs WAS,L  3-16,2,53,26.5,0,0
Jared Cook,OAK,vs LAC,L  6-20,4,52,13.0,0,0
Maurice Harris,WAS,@ TB,W  16-3,5,52,10.4,0,0
Jalen Richard,OAK,vs LAC,L  6-20,5,52,10.4,0,0
Mike Evans,TB,vs WAS,L  3-16,3,51,17.0,0,0
Jordan Reed,WAS,@ TB,W  16-3,4,51,12.8,0,0
Ricky Seals-Jones,ARI,@ KC,L  14-26,5,51,10.2,0,0
T.J. Yeldon,JAX,@ IND,L  26-29,5,51,10.2,0,0
Larry Fitzgerald,ARI,@ KC,L  14-26,6,50,8.3,0,0
Alshon Jeffery,PHI,vs DAL,L  20-27,4,48,12.0,0,0
Brandon LaFell,OAK,vs LAC,L  6-20,4,47,11.8,0,0
Mohamed Sanu,ATL,@ CLE,L  16-28,6,47,7.8,0,1
Josh Doctson,WAS,@ TB,W  16-3,4,46,11.5,1,0
Evan Engram,NYG,@ SF,W  27-23,4,46,11.5,0,0
Alvin Kamara,NO,@ CIN,W  51-14,4,46,11.5,0,0
Travis Kelce,KC,vs ARI,W  26-14,6,46,7.7,0,0
James O'Shaughnessy,JAX,@ IND,L  26-29,5,46,9.2,0,0
Tyrell Williams,LAC,@ OAK,W  20-6,4,46,11.5,0,0
Keith Kirkwood,NO,@ CIN,W  51-14,2,45,22.5,0,0
Jonnu Smith,TEN,vs NE,W  34-10,3,45,15.0,1,0
Vance McDonald,PIT,vs CAR,W  52-21,4,44,11.0,1,0
Marquez Valdes-Scantling,GB,vs MIA,W  31-12,6,44,7.3,0,0
DeVante Parker,MIA,@ GB,L  12-31,5,43,8.6,0,0
Dontrelle Inman,IND,vs JAX,W  29-26,4,41,10.2,0,0
Trey Burton,CHI,vs DET,W  34-22,4,40,10.0,0,0
Todd Gurley,LA,vs SEA,W  36-31,3,40,13.3,0,0
Allen Hurns,DAL,@ PHI,W  27-20,2,40,20.0,0,0
Jordan Matthews,PHI,vs DAL,L  20-27,3,40,13.3,0,0
Greg Olsen,CAR,@ PIT,L  21-52,4,40,10.0,0,0
Doug Baldwin,SEA,@ LA,L  31-36,5,39,7.8,0,0
Antonio Callaway,CLE,vs ATL,W  28-16,2,39,19.5,0,0
Cooper Kupp,LA,vs SEA,W  36-31,5,39,7.8,0,0
Seth Roberts,OAK,vs LAC,L  6-20,3,39,13.0,0,0
John Ross,CIN,vs NO,L  14-51,2,39,19.5,1,0
Kerryon Johnson,DET,@ CHI,L  22-34,6,38,6.3,1,1
Cole Beasley,DAL,@ PHI,W  27-20,4,37,9.2,0,0
Calvin Ridley,ATL,@ CLE,L  16-28,3,37,12.3,0,0
Cameron Batson,TEN,vs NE,W  34-10,2,36,18.0,0,0
Jack Doyle,IND,vs JAX,W  29-26,3,36,12.0,0,0
Ezekiel Elliott,DAL,@ PHI,W  27-20,6,36,6.0,1,0
Michael Gallup,DAL,@ PHI,W  27-20,2,34,17.0,0,0
Christopher Herndon,NYJ,vs BUF,L  10-41,3,34,11.3,0,0
Saquon Barkley,NYG,@ SF,W  27-23,4,33,8.2,0,0
Kendrick Bourne,SF,vs NYG,L  23-27,4,33,8.2,0,0
Nick Chubb,CLE,vs ATL,W  28-16,3,33,11.0,1,0
Breshad Perriman,CLE,vs ATL,W  28-16,2,33,16.5,0,0
Devin Funchess,CAR,@ PIT,L  21-52,3,32,10.7,0,0
Matt Breida,SF,vs NYG,L  23-27,3,31,10.3,1,0
Duke Johnson,CLE,vs ATL,W  28-16,4,31,7.8,1,0
Doug Martin,OAK,vs LAC,L  6-20,3,31,10.3,0,0
Ryan Switzer,PIT,vs CAR,W  52-21,2,31,15.5,0,0
James White,NE,@ TEN,L  10-34,5,31,6.2,0,0
Giovani Bernard,CIN,vs NO,L  14-51,2,30,15.0,0,0
Virgil Green,LAC,@ OAK,W  20-6,2,30,15.0,0,0
Marcedes Lewis,GB,vs MIA,W  31-12,1,30,30.0,0,0
Demarcus Robinson,KC,vs ARI,W  26-14,3,30,10.0,0,0
Wendell Smallwood,PHI,vs DAL,L  20-27,3,30,10.0,0,0
Dede Westbrook,JAX,@ IND,L  26-29,5,30,6.0,0,0
Tarik Cohen,CHI,vs DET,W  34-22,6,29,4.8,0,0
Mo Alie-Cox,IND,vs JAX,W  29-26,2,28,14.0,1,0
