Name,Team,Opp,Score,FG Made,FG Att,XP Made,XP Att,Pts
Dustin Hopkins,WAS,vs MIN,W  26-20,4,4,2,2,14
Stephen Hauschka,SEA,@ NE,W  31-24,4,4,1,2,13
Cairo Santos,KC,@ CAR,W  20-17,4,4,0,0,12
Dan Bailey,DAL,@ PIT,W  35-30,3,3,2,2,11
Chandler Catanzaro,ARI,vs SF,W  23-20,3,3,2,2,11
Brandon McManus,DEN,@ NO,W  25-23,3,4,2,2,11
Ryan Succop,TEN,vs GB,W  47-25,2,2,5,5,11
Roberto Aguayo,TB,vs CHI,W  36-10,2,2,4,4,10
Caleb Sturgis,PHI,vs ATL,W  24-15,3,5,1,1,10
Matt Bryant,ATL,@ PHI,L  15-24,3,4,0,1,9
Greg Zuerlein,LA,@ NYJ,W  9-6,3,3,0,0,9
Phil Dawson,SF,@ ARI,L  20-23,2,2,2,2,8
Mike Nugent,CIN,@ NYG,L  20-21,2,2,2,2,8
Justin Tucker,BAL,vs CLE,W  28-7,2,2,2,2,8
Mason Crosby,GB,@ TEN,L  25-47,2,2,1,2,7
Andrew Franks,MIA,@,W  31-24,1,1,4,4,7
Jason Myers,JAX,vs HOU,L  21-24,2,2,1,1,7
Chris Boswell,PIT,vs DAL,L  30-35,2,3,0,0,6
Stephen Gostkowski,NE,vs SEA,L  24-31,1,1,3,3,6
Josh Lambo,,vs MIA,L  24-31,1,1,3,3,6
Nick Novak,HOU,@ JAX,W  24-21,1,3,3,3,6
Graham Gano,CAR,vs KC,L  17-20,1,1,2,2,5
Wil Lutz,NO,vs DEN,L  23-25,1,1,2,3,5
Connor Barth,CHI,@ TB,L  10-36,1,1,1,1,4
Robbie Gould,NYG,vs CIN,W  21-20,0,0,3,3,3
Blair Walsh,MIN,@ WAS,L  20-26,0,0,2,3,2
Cody Parkey,CLE,@ BAL,L  7-28,0,0,1,1,1
Nick Folk,NYJ,vs LA,L  6-9,0,0,0,1,0
